Opp,Position_Filter,Points_Diff_Avg,Points_Diff_Std,Rebounds_Diff_Avg,Rebounds_Diff_Std,Assists_Diff_Avg,Assists_Diff_Std,Steals_Diff_Avg,Steals_Diff_Std,Blocks_Diff_Avg,Blocks_Diff_Std
GSW,C,2.8614500000000005,6.662315802144176,0.631,2.4030387429252986,0.4911,1.5917638612558083,0.2627,1.2801655791341993,-0.09985000000000004,0.751033173368527
GSW,F,-1.0726176470588236,5.743288735634406,-0.29589705882352946,2.5104000978266034,-0.08842647058823529,1.4506932046456928,0.17576470588235293,1.1339222029238767,-0.2655882352941176,0.5832382278707621
GSW,G,0.04975229357798157,6.66903194377429,-0.008577981651376184,2.120173557434304,-0.30541284403669716,2.4122903814851298,-0.09713761467889907,0.875960458115243,-0.017302752293577972,0.582148433176029
HOU,C,-1.2348823529411765,5.626064248418751,-1.5992352941176469,1.9627317556499355,0.17923529411764705,1.610904989691555,-0.009588235294117675,0.74309219274624,0.14700000000000002,0.8764756967873231
HOU,F,3.166896551724138,7.986895872549837,-0.14634482758620682,2.1532269492292353,0.07482758620689653,1.758896304974456,0.22748275862068965,0.8549301492213048,0.15586206896551721,0.6731750412392333
HOU,G,1.5537222222222222,7.061674858260743,-0.5937142857142856,1.7879746094622353,0.018753968253968314,2.4006849673549944,0.06927777777777779,0.8483974775907596,-0.04551587301587301,0.5535257946144904
IND,C,0.5346086956521737,3.9139461543376926,-0.9793478260869568,2.5159402876838963,0.03565217391304347,1.2494969634319681,-0.10195652173913046,0.6018437958734641,-0.00043478260869563327,0.8249671838578454
IND,F,2.0817183098591547,5.4689052208844195,0.7071408450704226,2.374887325990137,0.42639436619718313,1.8808756761849081,0.07635211267605635,0.8901623383926773,0.04790140845070424,0.7821259967465273
IND,G,0.01498148148148122,7.144983595063822,-0.26964814814814814,2.128648977354619,0.4798055555555556,2.4065934409386927,0.11726851851851852,0.9285402782153155,-0.04318518518518517,0.6273120073737918
LAC,C,2.919142857142857,6.994684582464264,-0.07061904761904761,3.1102542611756028,-0.29409523809523813,1.1377206915065252,0.12814285714285714,0.9313810680261603,-0.23009523809523813,0.8703567360988035
LAC,F,-0.25230434782608674,6.228370448488456,-0.36243478260869577,2.0392743841530088,-0.3564347826086957,1.3929975340267702,0.2556521739130435,0.8555959669886003,-0.10659420289855073,0.4893030926615248
LAC,G,-0.9070849056603771,6.433593438392488,-0.00114150943396226,1.8913064589020243,-0.035566037735849085,2.1362827926487915,0.07516037735849057,0.9003363327195855,0.02244339622641509,0.5640005533281891
LAL,C,1.0396111111111113,4.944350953235968,1.9561666666666666,1.6191221644253202,0.43755555555555553,1.943632516198649,0.17166666666666666,0.7945908101378694,-0.07350000000000001,0.6779898598061774
LAL,F,1.6698591549295776,5.196882877469387,0.3848732394366198,2.41310174385277,0.0643239436619718,1.5198370073344447,-0.08376056338028173,0.8922546132034181,0.040338028169014085,0.5545393201279264
LAL,G,0.4586194690265488,6.322378413389919,0.283716814159292,2.0567553554985953,0.22272566371681413,1.982050356324251,-0.004017699115044245,1.3009926773773157,-0.05908849557522124,0.5832414845813652
MEM,C,-2.737,4.7987905164794,0.7667894736842105,3.6383714630376995,0.35752631578947375,1.8554854484224548,-0.31078947368421056,0.6819164618498575,0.21963157894736837,1.1439027935572292
MEM,F,-0.7163529411764703,6.495739949619257,0.05229411764705881,2.17597056815914,-0.14883823529411763,1.6761565068921476,-0.06270588235294118,0.5829485916902392,-0.08708823529411763,0.674529765080266
MEM,G,-0.4035,6.707319521604261,0.21691489361702124,2.268190921546661,0.13230851063829785,2.6650683038893495,-0.030351063829787275,0.9473850989383134,0.017680851063829783,0.5843405305049146
MIA,C,-1.3259999999999998,5.529629857742412,-0.036454545454545434,2.1958633366829616,-0.35122727272727283,1.237818423011674,-0.23936363636363636,0.52416674528198,-0.3377727272727272,0.6906105290918768
MIA,F,0.13175342465753442,7.232705048787918,0.34694520547945207,2.5689966320779205,0.3756027397260274,2.1172978433023464,-0.09817808219178081,0.8157077159594446,-0.2338219178082192,0.5499025154569772
MIA,G,-2.332577981651376,6.210514090753019,-0.18746788990825686,1.9091076092373211,-0.0577614678899083,2.2241900779239754,-0.17647706422018353,0.9512130892797203,-0.10893577981651376,0.5092318063249935
MIL,C,1.0416818181818182,4.489963184566253,0.029227272727272716,2.8593091335276046,0.7501818181818181,2.1025360149626158,-0.40299999999999997,0.5834348136837412,-0.12313636363636359,0.9836143597354026
MIL,F,-1.0005352112676058,6.401533442681858,0.2864507042253521,2.502215698635812,-0.13335211267605623,1.8985396396548078,-0.043436619718309886,0.9848323762769081,-0.09198591549295775,0.617525696402279
MIL,G,0.028104761904761976,6.74768526226207,0.6570095238095238,2.147528787967089,-0.7179428571428573,2.459020822656551,-0.20010476190476192,0.7514670594283529,-0.14502857142857145,0.4783162623230796
MIN,C,3.1998333333333338,5.42009516367871,-0.9042777777777778,2.1485204678143712,-0.30088888888888893,1.6409532422375346,0.21538888888888888,0.8553041134843266,0.1826111111111111,1.0347155346540038
MIN,F,0.013940298507462756,7.550951377995599,0.38422388059701484,2.629799225188655,-0.08789552238805971,1.6317273800533507,-0.016582089552238822,0.9155694117536459,-0.20246268656716418,0.6400351512818374
MIN,G,1.3177884615384616,7.1634065954268795,-0.13540384615384615,2.0013967359323317,0.45643269230769234,2.2329655891644973,0.18053846153846154,0.8924351724255654,-0.11060576923076923,0.41011652702121953
NOP,C,1.7141904761904765,5.234952354529601,0.8080476190476191,2.318999999511088,0.1433333333333333,1.8170557905666367,-0.12938095238095235,0.5585432136746002,-0.4450952380952381,0.5589169718356168
NOP,F,-0.3984637681159419,6.8110077561609295,-0.26911594202898553,2.3306468190725718,-0.541086956521739,1.764868355226288,-0.06836231884057971,0.8879978615167894,0.065231884057971,0.6507490031266766
NOP,G,0.068426229508197,6.901049080284268,-0.14540163934426234,1.9429703500848352,-0.4110573770491804,2.0034713902279644,-0.02863934426229509,0.8885735766243444,-0.00848360655737705,0.6202289666266245
NYK,C,-1.0291304347826085,4.228013690327346,-0.48747826086956514,2.2354440443934998,-0.11126086956521748,1.3993119805474374,-0.2826521739130435,0.5909580731612054,-0.36113043478260864,0.7290600443064746
NYK,F,0.9612027027027029,6.921324962945708,0.2818648648648649,2.4196376952620593,0.8215675675675675,2.1470618521099887,-0.1118243243243243,0.7722934318079706,0.1432972972972973,0.7721714158126425
NYK,G,1.6851941747572814,6.795577101104324,0.3752135922330097,2.1718618501474563,0.40316504854368934,2.4270952197572897,-0.15116504854368934,1.002035356788434,0.08182524271844659,0.5892457154271152
OKC,C,-0.4876666666666668,7.561713746088103,1.2988888888888885,2.2357979159547616,0.5578333333333334,2.1456124546514816,-0.15477777777777776,0.5965620537300519,-0.09899999999999998,1.1223563011212914
OKC,F,2.0864615384615384,6.318409702733562,0.183,2.0087024418763475,0.20709615384615382,1.6526824845083197,-0.10957692307692309,0.8532720809231017,0.07617307692307691,0.7346593852610004
OKC,G,0.4465686274509803,6.955780883284828,0.4271960784313726,2.015330056358773,0.5667745098039217,2.574416621168813,-0.08535294117647059,0.8284583562144482,-0.03271568627450981,0.49872129388028646
ORL,C,-0.8908095238095238,6.326063807538788,-0.11885714285714288,2.612425861982258,0.11471428571428573,1.7912021805761291,0.14176190476190478,0.5964641772472418,0.007857142857142826,1.0352832732070547
ORL,F,0.8750298507462687,7.072676393858499,-0.7422537313432837,2.2094990540728374,0.21886567164179105,1.4385065939236645,0.0925820895522388,0.7612136254428272,0.13288059701492536,0.689114260014163
ORL,G,-0.9436454545454547,7.415833107843544,-0.012836363636363651,2.351775474469034,0.22333636363636364,2.3600591104973034,0.038609090909090905,0.9525041359533639,0.10789090909090909,0.5574752394901752
PHI,C,-0.07991304347826084,5.3658466402191936,-0.41860869565217407,2.81862375821236,-0.27034782608695657,1.3738187846037253,-0.07391304347826082,0.6518228562399636,-0.11769565217391299,1.0106857093204469
PHI,F,-1.9325357142857147,6.498168708047546,-0.09332142857142847,2.397832876542177,-0.17383333333333334,1.7170993456112005,-0.07273809523809524,0.8030058874101855,-0.16125000000000003,0.44785459149041623
PHI,G,-0.17185046728971967,6.779771572536261,-0.3823644859813084,2.015761322248114,-0.00513084112149538,2.1820406383398505,-0.0011588785046729023,0.9418215811104942,-0.14500934579439254,0.5164890187164798
PHO,C,1.5544,5.389076937658248,0.70915,3.751559745959006,0.21180000000000004,1.5254966601077828,0.10599999999999998,0.7957170979688698,0.027699999999999992,0.8855391634478963
PHO,F,-0.511582089552239,6.138128644642981,-0.3509552238805969,2.50884375719077,-0.16255223880597006,1.3861439834279463,-0.1483283582089552,0.85844205270509,-0.20904477611940298,0.42935451145010906
PHO,G,1.3775624999999998,6.9915791821575946,-0.24342857142857147,1.8292591870671,-0.47556250000000005,2.0865962705070067,-0.14191071428571428,0.9890862355294282,-0.027205357142857156,0.5952707837973653
POR,C,2.299909090909091,4.669212722320648,0.24509090909090914,1.9585325422387714,0.21786363636363634,1.136251224439966,-0.18831818181818172,0.6166115165942768,-0.01840909090909092,0.9442685316780155
POR,F,0.7205694444444444,5.192926213787765,-0.23416666666666672,2.218936488250371,-0.19470833333333337,1.3698664821140214,0.1837222222222222,0.9484332141634408,-0.16745833333333335,0.6591357965274598
POR,G,0.3656302521008404,6.2405842942688246,-0.1246470588235295,2.0192069979679177,0.150218487394958,2.13707442039665,-0.1060420168067227,0.9444450631064703,-0.12492436974789922,0.49756118089522067
SAC,C,-0.6133076923076922,5.045923280379844,0.14623076923076936,2.6731392134413556,0.15446153846153854,1.6717484451631248,-0.3511538461538462,0.4125360303432428,0.1576153846153846,0.7476066981695181
SAC,F,2.0631587301587304,5.838697642906415,-0.1339523809523808,2.176482894806026,0.18257142857142855,1.1953867105481397,-0.01585714285714288,0.7800321291132689,-0.10374603174603168,0.6826692468388268
SAC,G,1.6816428571428572,6.8683156436358,-0.08945918367346942,1.72139203380529,-0.06343877551020413,2.265775431828153,0.11012244897959182,1.0540236149748328,-0.1446938775510204,0.5243784543932973
SAS,C,1.4074736842105264,5.265770942390918,-0.9204736842105262,2.848346286022286,0.25373684210526315,1.308579657575956,0.2918421052631579,0.809779259275923,0.14389473684210527,0.9266452733402779
SAS,F,1.2948684210526316,6.729396696862179,-0.6690657894736842,2.662401934618667,0.1568421052631579,2.2731541097444756,0.1493552631578947,0.9221606736348146,0.004473684210526296,0.6682618355752681
SAS,G,-0.9311458333333332,6.674485552864677,-0.3659270833333333,2.1883906674616305,-0.06151041666666671,2.4702916072584413,-0.10832291666666662,0.9613179916871903,0.07141666666666667,0.5495605567683652
TOR,C,-0.17604545454545475,4.725620896937274,-0.5010454545454546,3.1818983395747313,-0.11477272727272729,1.3286466091415998,-0.11909090909090904,0.6171427497376267,-0.329409090909091,0.7465968036296985
TOR,F,-2.488714285714286,6.527249244328588,0.7383246753246753,2.7850370579341406,0.2633896103896104,1.8177500589396698,-0.2566233766233767,0.6340167771749008,-0.04988311688311692,0.6530682026001786
TOR,G,0.7231132075471699,6.8261017927728895,-0.7168490566037735,1.8780066951497836,0.6369716981132076,2.1306844345365556,-0.08773584905660377,0.8615572266266361,-0.059462264150943404,0.5649906523609493
UTA,C,0.40257142857142836,6.017593828349766,-0.001333333333333271,2.1605815428200352,0.47176190476190477,1.3867487122509634,-0.06166666666666666,0.6592670774163377,0.366,1.333328023798952
UTA,F,0.20304999999999998,6.177593594124387,-0.6129999999999999,2.3367514915654453,0.06251666666666669,1.7468052123010802,0.17535,0.9796515166969664,0.01948333333333332,0.7092691894165116
UTA,G,4.316927927927928,7.336525729430068,0.5435675675675675,1.8998914887061438,0.25640540540540546,2.4381337767079017,0.1858288288288288,1.1655674477287594,0.033729729729729735,0.5563214435698148
WAS,C,4.094619047619048,7.030711367355779,0.09909523809523811,2.573941056504262,-0.29814285714285715,1.3352939853121801,0.18004761904761904,0.7940297749119438,0.23314285714285718,1.2039027126377773
WAS,F,1.3197894736842108,6.592463572571233,-0.10415789473684212,2.471915111239566,0.5207763157894737,2.0781873148864247,-0.09207894736842107,0.882688249836199,-0.05186842105263158,0.7484959716184757
WAS,G,0.7354199999999999,6.253790817064479,-0.17020000000000002,1.9228366441276288,0.003840000000000039,2.194237825396326,-0.028429999999999997,0.7766506325884245,-0.007230000000000012,0.4849118446686985
