Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp,TRB,AST,Rebounds_Running_Avg,Assists_Running_Avg,player_assists_line,player_rebounds_line
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,24.348,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.951,6.689,7.5,4.5
Terry Rozier,CHO,39,22.295,24.5,2024-01-08,,CHI,3.0,8.0,3.783,7.174,7.5,4.5
