Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp,TRB,AST,Rebounds_Running_Avg,Assists_Running_Avg,player_assists_line,player_rebounds_line
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.067,2.5,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,11,15.127,13.5,2024-01-05,Away,PHI,2.0,0.0,4.127,2.366,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,14.71,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.139,2.361,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
OG Anunoby,NYK,9,15.042,14.5,2024-01-06,Away,WAS,5.0,2.0,4.097,2.484,,4.5
