Player,Tm,PTS,Points_Running_Avg,player_points_line,Date,Place,Opp
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,14.5,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,25,13.886,14.5,2023-12-20,,CHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.88,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Buddy Hield,IND,2,13.727,12.5,2024-01-26,,PHO
Obi Toppin,IND,6,11.72,10.5,2023-12-20,,CHO
James Harden,LAC,22,17.714,16.5,2024-01-03,Away,PHO
James Harden,LAC,8,17.379,17.5,2024-01-05,Away,NOP
James Harden,LAC,15,17.3,17.5,2024-01-07,Away,LAL
James Harden,LAC,14,17.25,16.5,2024-01-10,,TOR
James Harden,LAC,11,17.061,15.5,2024-01-12,Away,MEM
James Harden,LAC,14,16.971,14.5,2024-01-14,Away,MIN
James Harden,LAC,16,16.943,16.5,2024-01-16,,OKC
James Harden,LAC,24,17.139,16.5,2024-01-21,,BRK
James Harden,LAC,23,17.297,17.5,2024-01-23,,LAL
James Harden,LAC,22,17.421,18.5,2024-01-26,Away,TOR
James Harden,LAC,9,17.205,19.5,2024-01-27,Away,BOS
James Harden,LAC,11,17.05,18.5,2024-01-29,Away,CLE
Kawhi Leonard,LAC,30,24.37,28.5,2023-12-20,Away,DAL
Kawhi Leonard,LAC,30,24.552,24.5,2024-01-03,Away,PHO
Kawhi Leonard,LAC,19,24.367,26.5,2024-01-05,Away,NOP
Kawhi Leonard,LAC,15,24.065,26.5,2024-01-07,Away,LAL
Kawhi Leonard,LAC,29,24.0,23.5,2024-01-10,,TOR
Kawhi Leonard,LAC,22,23.941,23.5,2024-01-12,Away,MEM
Kawhi Leonard,LAC,26,24.0,23.5,2024-01-14,Away,MIN
Kawhi Leonard,LAC,16,23.778,25.5,2024-01-16,,OKC
Kawhi Leonard,LAC,21,23.703,24.5,2024-01-21,,BRK
Kawhi Leonard,LAC,25,23.737,24.5,2024-01-23,,LAL
Kawhi Leonard,LAC,16,23.538,24.5,2024-01-26,Away,TOR
Kawhi Leonard,LAC,26,23.6,26.5,2024-01-27,Away,BOS
Kawhi Leonard,LAC,30,23.756,24.5,2024-01-29,Away,CLE
Paul George,LAC,33,23.194,22.5,2024-01-03,Away,PHO
Paul George,LAC,24,23.219,23.5,2024-01-05,Away,NOP
Paul George,LAC,22,23.182,23.5,2024-01-07,Away,LAL
Paul George,LAC,29,23.4,23.5,2024-01-10,,TOR
Paul George,LAC,37,23.778,22.5,2024-01-12,Away,MEM
Paul George,LAC,16,23.568,23.5,2024-01-14,Away,MIN
Paul George,LAC,38,23.947,24.5,2024-01-16,,OKC
Paul George,LAC,12,23.641,24.5,2024-01-21,,BRK
Paul George,LAC,17,23.475,24.5,2024-01-23,,LAL
Paul George,LAC,21,23.415,22.5,2024-01-26,Away,TOR
Ivica Zubac,LAC,12,12.185,12.5,2023-12-20,Away,DAL
Ivica Zubac,LAC,18,12.3,12.5,2023-12-26,,CHO
Ivica Zubac,LAC,6,12.0,10.5,2024-01-03,Away,PHO
Ivica Zubac,LAC,15,12.088,9.5,2024-01-05,Away,NOP
Ivica Zubac,LAC,22,12.371,10.5,2024-01-07,Away,LAL
Ivica Zubac,LAC,12,12.541,13.5,2024-01-10,,TOR
Ivica Zubac,LAC,6,12.368,11.5,2024-01-12,Away,MEM
Terance Mann,LAC,8,7.292,7.5,2024-01-05,Away,NOP
Terance Mann,LAC,6,7.24,7.5,2024-01-07,Away,LAL
Terance Mann,LAC,13,7.704,7.5,2024-01-10,,TOR
Terance Mann,LAC,7,7.679,8.5,2024-01-12,Away,MEM
Terance Mann,LAC,2,7.483,7.5,2024-01-14,Away,MIN
Terance Mann,LAC,13,7.645,7.5,2024-01-21,,BRK
Terance Mann,LAC,17,7.938,7.5,2024-01-23,,LAL
Terance Mann,LAC,6,7.879,8.5,2024-01-26,Away,TOR
Terance Mann,LAC,14,8.059,7.5,2024-01-27,Away,BOS
Terance Mann,LAC,5,7.971,8.5,2024-01-29,Away,CLE
Anthony Davis,LAL,19,24.038,28.5,2023-12-20,Away,CHI
Anthony Davis,LAL,26,24.357,28.5,2023-12-23,Away,OKC
Anthony Davis,LAL,40,24.897,27.5,2023-12-25,,BOS
Anthony Davis,LAL,26,24.933,28.5,2023-12-28,,CHO
Anthony Davis,LAL,33,25.194,27.5,2023-12-30,Away,MIN
Anthony Davis,LAL,29,25.152,29.5,2024-01-03,,MIA
Anthony Davis,LAL,31,25.324,28.5,2024-01-05,,MEM
Anthony Davis,LAL,22,25.229,28.5,2024-01-07,,LAC
Anthony Davis,LAL,41,25.667,28.5,2024-01-09,,TOR
Anthony Davis,LAL,13,25.324,28.5,2024-01-11,,PHO
Anthony Davis,LAL,15,25.053,27.5,2024-01-13,Away,UTA
Anthony Davis,LAL,27,25.103,28.5,2024-01-15,,OKC
Anthony Davis,LAL,28,25.175,27.5,2024-01-17,,DAL
Anthony Davis,LAL,26,25.195,26.5,2024-01-19,,BRK
Anthony Davis,LAL,14,24.929,26.5,2024-01-21,,POR
Anthony Davis,LAL,26,24.953,27.5,2024-01-23,Away,LAC
Anthony Davis,LAL,22,24.886,26.5,2024-01-25,,CHI
Anthony Davis,LAL,29,24.978,25.5,2024-01-27,Away,GSW
Anthony Davis,LAL,23,24.935,24.5,2024-01-29,Away,HOU
LeBron James,LAL,25,25.192,25.5,2023-12-20,Away,CHI
LeBron James,LAL,40,25.741,26.5,2023-12-23,Away,OKC
LeBron James,LAL,16,25.393,27.5,2023-12-25,,BOS
LeBron James,LAL,17,25.103,27.5,2023-12-28,,CHO
LeBron James,LAL,26,25.133,25.5,2023-12-30,Away,MIN
LeBron James,LAL,12,25.0,27.5,2024-01-03,,MIA
LeBron James,LAL,32,25.212,26.5,2024-01-05,,MEM
LeBron James,LAL,25,25.206,27.5,2024-01-07,,LAC
LeBron James,LAL,22,25.114,27.5,2024-01-09,,TOR
LeBron James,LAL,10,24.694,26.5,2024-01-11,,PHO
LeBron James,LAL,25,24.703,26.5,2024-01-15,,OKC
LeBron James,LAL,25,24.711,25.5,2024-01-17,,DAL
LeBron James,LAL,24,24.692,24.5,2024-01-19,,BRK
LeBron James,LAL,25,24.78,25.5,2024-01-25,,CHI
LeBron James,LAL,36,25.048,24.5,2024-01-27,Away,GSW
LeBron James,LAL,23,25.0,24.5,2024-01-29,Away,HOU
D'Angelo Russell,LAL,20,16.594,17.5,2024-01-19,,BRK
D'Angelo Russell,LAL,27,17.412,19.5,2024-01-23,Away,LAC
D'Angelo Russell,LAL,28,18.028,18.5,2024-01-27,Away,GSW
D'Angelo Russell,LAL,23,18.162,17.5,2024-01-29,Away,HOU
Austin Reaves,LAL,11,14.538,16.5,2024-01-09,,TOR
Austin Reaves,LAL,13,14.429,15.5,2024-01-11,,PHO
Austin Reaves,LAL,15,14.75,16.5,2024-01-15,,OKC
Austin Reaves,LAL,9,14.389,15.5,2024-01-19,,BRK
Austin Reaves,LAL,12,14.3,16.5,2024-01-23,Away,LAC
Austin Reaves,LAL,17,14.682,14.5,2024-01-27,Away,GSW
Austin Reaves,LAL,8,14.391,14.5,2024-01-29,Away,HOU
Taurean Prince,LAL,17,10.172,9.5,2023-12-25,,BOS
Taurean Prince,LAL,10,9.765,10.5,2024-01-05,,MEM
Taurean Prince,LAL,13,9.857,9.5,2024-01-07,,LAC
Taurean Prince,LAL,11,9.889,9.5,2024-01-09,,TOR
Taurean Prince,LAL,11,9.919,10.5,2024-01-11,,PHO
Taurean Prince,LAL,12,9.974,10.5,2024-01-13,Away,UTA
Taurean Prince,LAL,3,9.795,10.5,2024-01-15,,OKC
Taurean Prince,LAL,9,9.775,9.5,2024-01-17,,DAL
Taurean Prince,LAL,10,9.78,8.5,2024-01-19,,BRK
Taurean Prince,LAL,11,9.81,10.5,2024-01-23,Away,LAC
Taurean Prince,LAL,0,9.682,9.5,2024-01-27,Away,GSW
Taurean Prince,LAL,5,9.578,8.5,2024-01-29,Away,HOU
Cam Reddish,LAL,5,8.316,8.5,2023-12-25,,BOS
Cam Reddish,LAL,13,7.917,6.5,2024-01-09,,TOR
Cam Reddish,LAL,0,7.6,6.5,2024-01-11,,PHO
Ja Morant,MEM,34,34.0,23.5,2023-12-19,Away,NOP
Ja Morant,MEM,20,27.0,28.5,2023-12-21,,IND
Ja Morant,MEM,30,28.0,27.5,2023-12-23,Away,ATL
Ja Morant,MEM,31,28.75,28.5,2023-12-26,Away,NOP
Ja Morant,MEM,17,25.167,27.5,2023-12-31,,SAC
Ja Morant,MEM,26,25.286,26.5,2024-01-02,,SAS
Ja Morant,MEM,28,25.625,25.5,2024-01-03,,TOR
Ja Morant,MEM,21,25.111,26.5,2024-01-05,Away,LAL
Desmond Bane,MEM,31,24.692,24.5,2023-12-21,,IND
Desmond Bane,MEM,37,25.148,26.5,2023-12-23,Away,ATL
Desmond Bane,MEM,27,25.214,25.5,2023-12-26,Away,NOP
Desmond Bane,MEM,17,24.645,24.5,2023-12-31,,SAC
Desmond Bane,MEM,24,24.625,23.5,2024-01-02,,SAS
Desmond Bane,MEM,24,24.529,22.5,2024-01-05,Away,LAL
Desmond Bane,MEM,32,24.694,27.5,2024-01-09,Away,DAL
Desmond Bane,MEM,15,24.432,27.5,2024-01-12,,LAC
Jaren Jackson Jr.,MEM,21,21.481,22.5,2023-12-21,,IND
Jaren Jackson Jr.,MEM,20,21.429,21.5,2023-12-23,Away,ATL
Jaren Jackson Jr.,MEM,19,21.345,18.5,2023-12-26,Away,NOP
Jaren Jackson Jr.,MEM,18,21.031,19.5,2023-12-31,,SAC
Jaren Jackson Jr.,MEM,10,20.697,19.5,2024-01-02,,SAS
Jaren Jackson Jr.,MEM,31,21.086,18.5,2024-01-05,Away,LAL
Jaren Jackson Jr.,MEM,21,21.27,23.5,2024-01-12,,LAC
Jaren Jackson Jr.,MEM,36,21.564,23.5,2024-01-18,Away,MIN
Jaren Jackson Jr.,MEM,26,21.675,26.5,2024-01-20,Away,CHI
Jaren Jackson Jr.,MEM,27,21.805,26.5,2024-01-22,Away,TOR
Jaren Jackson Jr.,MEM,15,21.643,25.5,2024-01-24,Away,MIA
Jaren Jackson Jr.,MEM,30,21.837,26.5,2024-01-26,,ORL
Jaren Jackson Jr.,MEM,25,21.909,31.5,2024-01-28,Away,IND
Jaren Jackson Jr.,MEM,22,21.911,27.5,2024-01-29,,SAC
Marcus Smart,MEM,12,13.4,11.5,2023-12-31,,SAC
Marcus Smart,MEM,5,12.875,13.5,2024-01-02,,SAS
Marcus Smart,MEM,29,13.389,11.5,2024-01-05,Away,LAL
Vince Williams Jr.,MEM,5,7.0,7.5,2023-12-23,Away,ATL
Vince Williams Jr.,MEM,10,9.167,12.5,2024-01-18,Away,MIN
Vince Williams Jr.,MEM,14,9.538,11.5,2024-01-20,Away,CHI
Vince Williams Jr.,MEM,18,10.143,12.5,2024-01-22,Away,TOR
Vince Williams Jr.,MEM,25,11.133,12.5,2024-01-24,Away,MIA
Vince Williams Jr.,MEM,11,11.125,13.5,2024-01-26,,ORL
Vince Williams Jr.,MEM,20,11.647,14.5,2024-01-28,Away,IND
Santi Aldama,MEM,16,13.2,12.5,2024-01-29,,SAC
Luke Kennard,MEM,18,12.833,12.5,2024-01-18,Away,MIN
Luke Kennard,MEM,14,13.0,13.5,2024-01-20,Away,CHI
Luke Kennard,MEM,19,13.75,14.5,2024-01-22,Away,TOR
Luke Kennard,MEM,15,13.889,14.5,2024-01-26,,ORL
Bismack Biyombo,MEM,8,6.45,,2023-12-23,Away,ATL
Bam Adebayo,MIA,18,22.0,21.5,2023-12-20,Away,ORL
Bam Adebayo,MIA,18,21.789,22.5,2023-12-22,,ATL
Bam Adebayo,MIA,26,22.0,22.5,2023-12-25,,PHI
Bam Adebayo,MIA,17,21.762,22.5,2023-12-28,Away,GSW
Bam Adebayo,MIA,21,22.0,22.5,2024-01-01,Away,LAC
Bam Adebayo,MIA,15,21.708,22.5,2024-01-03,Away,LAL
Bam Adebayo,MIA,28,21.96,21.5,2024-01-05,Away,PHO
Bam Adebayo,MIA,22,21.962,23.5,2024-01-08,,HOU
Bam Adebayo,MIA,25,22.074,22.5,2024-01-10,,OKC
Bam Adebayo,MIA,16,21.548,22.5,2024-01-17,Away,TOR
Bam Adebayo,MIA,21,21.531,22.5,2024-01-19,,ATL
Bam Adebayo,MIA,22,21.545,20.5,2024-01-21,Away,ORL
Bam Adebayo,MIA,15,21.353,20.5,2024-01-24,,MEM
Bam Adebayo,MIA,19,21.286,19.5,2024-01-25,,BOS
Bam Adebayo,MIA,12,21.028,20.5,2024-01-27,Away,NYK
Bam Adebayo,MIA,8,20.676,19.5,2024-01-29,,PHO
Jimmy Butler,MIA,16,21.154,22.5,2024-01-17,Away,TOR
Jimmy Butler,MIA,25,21.296,23.5,2024-01-19,,ATL
Jimmy Butler,MIA,15,21.071,20.5,2024-01-21,Away,ORL
Jimmy Butler,MIA,28,20.968,17.5,2024-01-27,Away,NYK
Jimmy Butler,MIA,26,21.125,20.5,2024-01-29,,PHO
Tyler Herro,MIA,28,23.6,21.5,2023-12-20,Away,ORL
Tyler Herro,MIA,30,24.182,24.5,2023-12-22,,ATL
Tyler Herro,MIA,22,24.0,22.5,2023-12-25,,PHI
Tyler Herro,MIA,26,24.154,24.5,2023-12-28,Away,GSW
Tyler Herro,MIA,12,23.4,23.5,2024-01-01,Away,LAC
Tyler Herro,MIA,21,23.25,23.5,2024-01-03,Away,LAL
Tyler Herro,MIA,9,22.412,23.5,2024-01-05,Away,PHO
Tyler Herro,MIA,28,22.722,22.5,2024-01-08,,HOU
Tyler Herro,MIA,17,22.421,23.5,2024-01-10,,OKC
Tyler Herro,MIA,16,22.364,22.5,2024-01-17,Away,TOR
Tyler Herro,MIA,25,22.478,22.5,2024-01-19,,ATL
Tyler Herro,MIA,12,22.042,21.5,2024-01-21,Away,ORL
Tyler Herro,MIA,18,21.88,20.5,2024-01-24,,MEM
Tyler Herro,MIA,18,21.63,18.5,2024-01-27,Away,NYK
Tyler Herro,MIA,17,21.464,19.5,2024-01-29,,PHO
Jaime Jaquez Jr.,MIA,15,15.444,16.5,2024-01-01,Away,LAC
Jaime Jaquez Jr.,MIA,16,15.5,16.5,2024-01-03,Away,LAL
Jaime Jaquez Jr.,MIA,10,15.0,15.5,2024-01-05,Away,PHO
Jaime Jaquez Jr.,MIA,14,14.917,15.5,2024-01-08,,HOU
Jaime Jaquez Jr.,MIA,21,15.385,15.5,2024-01-10,,OKC
Kyle Lowry,MIA,3,9.538,8.5,2023-12-20,Away,ORL
Kyle Lowry,MIA,3,9.296,8.5,2023-12-22,,ATL
Kyle Lowry,MIA,12,9.393,6.5,2023-12-25,,PHI
Kyle Lowry,MIA,10,9.367,8.5,2024-01-03,Away,LAL
Kyle Lowry,MIA,6,9.156,7.5,2024-01-08,,HOU
Kyle Lowry,MIA,4,8.543,6.5,2024-01-17,Away,TOR
Caleb Martin,MIA,1,12.1,9.5,2023-12-25,,PHI
Damian Lillard,MIL,40,26.32,26.5,2023-12-19,,SAS
Damian Lillard,MIL,19,25.963,25.5,2023-12-23,Away,NYK
Damian Lillard,MIL,32,26.179,24.5,2023-12-25,Away,NYK
Damian Lillard,MIL,31,25.867,23.5,2023-12-29,Away,CLE
Damian Lillard,MIL,13,25.452,25.5,2024-01-01,,IND
Damian Lillard,MIL,23,25.375,26.5,2024-01-03,Away,IND
Damian Lillard,MIL,18,25.147,25.5,2024-01-06,Away,HOU
Damian Lillard,MIL,21,25.029,24.5,2024-01-11,,BOS
Damian Lillard,MIL,27,25.083,25.5,2024-01-13,,GSW
Damian Lillard,MIL,29,25.189,26.5,2024-01-14,,SAC
Damian Lillard,MIL,17,24.974,23.5,2024-01-17,Away,CLE
Damian Lillard,MIL,45,25.487,24.5,2024-01-20,Away,DET
Damian Lillard,MIL,17,25.275,26.5,2024-01-22,Away,DET
Damian Lillard,MIL,28,25.341,25.5,2024-01-24,,CLE
Damian Lillard,MIL,22,25.262,25.5,2024-01-26,,CLE
Damian Lillard,MIL,26,25.279,29.5,2024-01-27,,NOP
Damian Lillard,MIL,18,25.114,25.5,2024-01-29,Away,DEN
Giannis Antetokounmpo,MIL,11,30.615,32.5,2023-12-19,,SAS
Giannis Antetokounmpo,MIL,37,30.852,31.5,2023-12-21,,ORL
Giannis Antetokounmpo,MIL,28,30.75,31.5,2023-12-23,Away,NYK
Giannis Antetokounmpo,MIL,32,30.793,31.5,2023-12-25,Away,NYK
Giannis Antetokounmpo,MIL,32,30.833,31.5,2023-12-27,Away,BRK
Giannis Antetokounmpo,MIL,34,30.935,31.5,2023-12-29,Away,CLE
Giannis Antetokounmpo,MIL,30,30.906,35.5,2024-01-01,,IND
Giannis Antetokounmpo,MIL,26,30.758,36.5,2024-01-03,Away,IND
Giannis Antetokounmpo,MIL,44,31.147,34.5,2024-01-04,Away,SAS
Giannis Antetokounmpo,MIL,48,31.629,31.5,2024-01-06,Away,HOU
Giannis Antetokounmpo,MIL,25,31.444,35.5,2024-01-08,,UTA
Giannis Antetokounmpo,MIL,24,31.243,32.5,2024-01-11,,BOS
Giannis Antetokounmpo,MIL,33,31.289,33.5,2024-01-13,,GSW
Giannis Antetokounmpo,MIL,27,31.179,34.5,2024-01-14,,SAC
Giannis Antetokounmpo,MIL,31,31.175,32.5,2024-01-20,Away,DET
Giannis Antetokounmpo,MIL,31,31.171,32.5,2024-01-22,Away,DET
Giannis Antetokounmpo,MIL,35,31.262,32.5,2024-01-24,,CLE
Giannis Antetokounmpo,MIL,22,31.047,31.5,2024-01-26,,CLE
Giannis Antetokounmpo,MIL,30,31.023,33.5,2024-01-27,,NOP
Giannis Antetokounmpo,MIL,29,30.978,31.5,2024-01-29,Away,DEN
Brook Lopez,MIL,14,13.259,12.5,2023-12-19,,SAS
Brook Lopez,MIL,5,13.0,13.5,2023-12-23,Away,NYK
Brook Lopez,MIL,14,13.033,12.5,2023-12-25,Away,NYK
Brook Lopez,MIL,9,12.562,12.5,2023-12-29,Away,CLE
Brook Lopez,MIL,21,12.818,12.5,2024-01-01,,IND
Brook Lopez,MIL,16,12.912,13.5,2024-01-03,Away,IND
Brook Lopez,MIL,7,12.639,12.5,2024-01-06,Away,HOU
Brook Lopez,MIL,13,12.649,15.5,2024-01-08,,UTA
Brook Lopez,MIL,15,12.711,12.5,2024-01-11,,BOS
Brook Lopez,MIL,11,12.667,13.5,2024-01-13,,GSW
Brook Lopez,MIL,17,12.775,13.5,2024-01-14,,SAC
Brook Lopez,MIL,11,12.732,12.5,2024-01-17,Away,CLE
Brook Lopez,MIL,19,12.881,12.5,2024-01-20,Away,DET
Brook Lopez,MIL,15,12.93,13.5,2024-01-22,Away,DET
Brook Lopez,MIL,8,12.818,12.5,2024-01-24,,CLE
Brook Lopez,MIL,11,12.778,12.5,2024-01-26,,CLE
Brook Lopez,MIL,24,13.022,13.5,2024-01-27,,NOP
Brook Lopez,MIL,19,13.149,11.5,2024-01-29,Away,DEN
Malik Beasley,MIL,19,11.889,8.5,2023-12-23,Away,NYK
Malik Beasley,MIL,0,11.464,10.5,2023-12-25,Away,NYK
Malik Beasley,MIL,15,11.767,8.5,2023-12-29,Away,CLE
Malik Beasley,MIL,12,11.774,11.5,2024-01-01,,IND
Malik Beasley,MIL,8,11.656,11.5,2024-01-03,Away,IND
Malik Beasley,MIL,3,11.353,9.5,2024-01-06,Away,HOU
Malik Beasley,MIL,16,11.639,8.5,2024-01-11,,BOS
Malik Beasley,MIL,11,11.622,10.5,2024-01-13,,GSW
Malik Beasley,MIL,23,11.921,11.5,2024-01-14,,SAC
Malik Beasley,MIL,2,11.667,10.5,2024-01-17,Away,CLE
Malik Beasley,MIL,11,11.65,10.5,2024-01-20,Away,DET
Malik Beasley,MIL,13,11.683,10.5,2024-01-22,Away,DET
Malik Beasley,MIL,9,11.619,10.5,2024-01-24,,CLE
Malik Beasley,MIL,3,11.419,9.5,2024-01-26,,CLE
Malik Beasley,MIL,8,11.341,10.5,2024-01-27,,NOP
Malik Beasley,MIL,5,11.2,8.5,2024-01-29,Away,DEN
Khris Middleton,MIL,17,13.045,15.5,2023-12-19,,SAS
Khris Middleton,MIL,20,13.375,14.5,2023-12-23,Away,NYK
Khris Middleton,MIL,24,13.8,16.5,2023-12-25,Away,NYK
Khris Middleton,MIL,13,14.259,17.5,2023-12-29,Away,CLE
Khris Middleton,MIL,21,14.5,18.5,2024-01-01,,IND
Khris Middleton,MIL,19,14.655,18.5,2024-01-03,Away,IND
Khris Middleton,MIL,10,14.419,15.5,2024-01-06,Away,HOU
