Player,team,Rk,G,Date,Age,Tm,Unnamed: 7,Opp,Unnamed: 9,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Points_Running_Avg,Rebounds_Running_Avg,Assists_Running_Avg,Steals_Running_Avg,Blocks_Running_Avg,Points_Diff,Rebounds_Diff,Assists_Diff,Steals_Diff,Blocks_Diff
Dejounte Murray,ATL,1,1.0,2022-10-19,26-030,ATL,,HOU,W (+10),1,38:14,8.0,19.0,0.421,1.0,5.0,0.2,3.0,3.0,1.0,0.0,5.0,5.0,11.0,5.0,1.0,0.0,0.0,20.0,24.8,8.0,20.0,5.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Dejounte Murray,ATL,2,2.0,2022-10-21,26-032,ATL,,ORL,W (+10),1,39:37,8.0,16.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,1.0,8.0,9.0,9.0,4.0,0.0,7.0,2.0,20.0,17.6,17.0,20.0,7.0,10.0,4.5,0.5,0.0,2.0,-1.0,-0.5,-0.5
Dejounte Murray,ATL,3,3.0,2022-10-23,26-034,ATL,,CHO,L (-17),1,38:48,7.0,15.0,0.467,2.0,4.0,0.5,3.0,3.0,1.0,1.0,7.0,8.0,5.0,1.0,1.0,4.0,2.0,19.0,14.5,-11.0,19.667,7.333,8.333,3.333,0.667,-0.667,0.667,-3.333,-2.333,0.333
Dejounte Murray,ATL,4,4.0,2022-10-26,26-037,ATL,@,DET,W (+5),1,39:19,5.0,18.0,0.278,2.0,6.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,8.0,2.0,2.0,2.0,2.0,14.0,12.0,4.0,18.25,7.5,8.25,3.0,1.0,-4.25,0.5,-0.25,-1.0,1.0
Dejounte Murray,ATL,5,5.0,2022-10-28,26-039,ATL,@,DET,W (+24),1,32:23,12.0,21.0,0.571,2.0,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,26.0,20.8,21.0,19.8,6.8,7.6,2.4,0.8,6.2,-2.8,-2.6,-2.4,-0.8
Dejounte Murray,ATL,6,6.0,2022-10-29,26-040,ATL,@,MIL,L (-8),1,34:16,9.0,19.0,0.474,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,6.0,2.0,0.0,1.0,3.0,21.0,16.8,1.0,20.0,6.5,7.333,2.333,0.667,1.0,-1.5,-1.333,-0.333,-0.667
Dejounte Murray,ATL,7,7.0,2022-10-31,26-042,ATL,@,TOR,L (-30),1,30:31,7.0,15.0,0.467,2.0,4.0,0.5,4.0,4.0,1.0,0.0,4.0,4.0,9.0,0.0,0.0,4.0,3.0,20.0,14.6,-12.0,20.0,6.143,7.571,2.0,0.571,0.0,-2.143,1.429,-2.0,-0.571
Dejounte Murray,ATL,8,8.0,2022-11-02,26-044,ATL,@,NYK,W (+13),1,38:06,14.0,27.0,0.519,5.0,12.0,0.417,3.0,3.0,1.0,0.0,4.0,4.0,9.0,5.0,1.0,3.0,1.0,36.0,32.5,26.0,22.0,5.875,7.75,2.375,0.625,14.0,-1.875,1.25,2.625,0.375
Dejounte Murray,ATL,9,9.0,2022-11-05,26-047,ATL,,NOP,W (+3),1,41:47,9.0,23.0,0.391,1.0,8.0,0.125,3.0,4.0,0.75,2.0,8.0,10.0,11.0,3.0,0.0,2.0,3.0,22.0,20.4,21.0,22.0,6.333,8.111,2.444,0.556,0.0,3.667,2.889,0.556,-0.556
Dejounte Murray,ATL,10,10.0,2022-11-07,26-049,ATL,,MIL,W (+19),1,32:03,11.0,24.0,0.458,3.0,9.0,0.333,0.0,0.0,,2.0,6.0,8.0,11.0,3.0,0.0,3.0,1.0,25.0,23.1,4.0,22.3,6.5,8.4,2.5,0.5,2.7,1.5,2.6,0.5,-0.5
Dejounte Murray,ATL,11,11.0,2022-11-09,26-051,ATL,,UTA,L (-6),1,37:49,11.0,20.0,0.55,1.0,5.0,0.2,3.0,4.0,0.75,1.0,5.0,6.0,5.0,0.0,1.0,3.0,4.0,26.0,17.8,-7.0,22.636,6.455,8.091,2.273,0.545,3.364,-0.455,-3.091,-2.273,0.455
Dejounte Murray,ATL,12,12.0,2022-11-10,26-052,ATL,,PHI,W (+9),1,34:42,5.0,13.0,0.385,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,8.0,2.0,0.0,2.0,1.0,10.0,9.0,-14.0,21.583,6.167,8.083,2.25,0.5,-11.583,-3.167,-0.083,-0.25,-0.5
Dejounte Murray,ATL,13,13.0,2022-11-12,26-054,ATL,@,PHI,L (-12),1,38:19,9.0,23.0,0.391,1.0,4.0,0.25,4.0,4.0,1.0,3.0,5.0,8.0,7.0,2.0,0.0,0.0,1.0,23.0,20.6,-21.0,21.692,6.308,8.0,2.231,0.462,1.308,1.692,-1.0,-0.231,-0.462
Dejounte Murray,ATL,14,14.0,2022-11-14,26-056,ATL,@,MIL,W (+15),1,36:01,6.0,14.0,0.429,1.0,4.0,0.25,6.0,7.0,0.857,0.0,8.0,8.0,5.0,0.0,0.0,1.0,2.0,19.0,15.3,6.0,21.5,6.429,7.786,2.071,0.429,-2.5,1.571,-2.786,-2.071,-0.429
Dejounte Murray,ATL,15,15.0,2022-11-16,26-058,ATL,,BOS,L (-25),1,33:43,9.0,17.0,0.529,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,3.0,3.0,19.0,11.9,-24.0,21.333,6.2,7.6,2.0,0.4,-2.333,-3.2,-2.6,-1.0,-0.4
Dejounte Murray,ATL,16,16.0,2022-11-19,26-061,ATL,,TOR,W (+2),1,40:21,7.0,18.0,0.389,1.0,6.0,0.167,2.0,2.0,1.0,0.0,7.0,7.0,4.0,2.0,0.0,2.0,0.0,17.0,12.1,13.0,21.062,6.25,7.375,2.0,0.375,-4.062,0.75,-3.375,0.0,-0.375
Dejounte Murray,ATL,17,17.0,2022-11-21,26-063,ATL,@,CLE,L (-12),1,37:19,4.0,17.0,0.235,1.0,4.0,0.25,2.0,2.0,1.0,1.0,3.0,4.0,6.0,1.0,0.0,4.0,1.0,11.0,3.1,-6.0,20.471,6.118,7.294,1.941,0.353,-9.471,-2.118,-1.294,-0.941,-0.353
Dejounte Murray,ATL,18,18.0,2022-11-23,26-065,ATL,,SAC,W (+9),1,34:59,5.0,16.0,0.313,1.0,4.0,0.25,4.0,4.0,1.0,1.0,6.0,7.0,4.0,3.0,0.0,2.0,2.0,15.0,11.3,7.0,20.167,6.167,7.111,2.0,0.333,-5.167,0.833,-3.111,1.0,-0.333
Dejounte Murray,ATL,19,19.0,2022-11-25,26-067,ATL,@,HOU,L (-6),1,35:39,14.0,24.0,0.583,8.0,13.0,0.615,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,39.0,29.0,-6.0,21.158,6.0,6.895,2.0,0.316,17.842,-3.0,-3.895,0.0,-0.316
Dejounte Murray,ATL,20,20.0,2022-11-27,26-069,ATL,,MIA,L (-8),1,38:49,5.0,16.0,0.313,2.0,8.0,0.25,1.0,2.0,0.5,0.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,13.0,5.3,-13.0,20.75,5.95,6.65,1.95,0.3,-7.75,-0.95,-4.65,-0.95,-0.3
Dejounte Murray,ATL,21,21.0,2022-11-28,26-070,ATL,@,PHI,L (-3),1,40:29,6.0,13.0,0.462,3.0,6.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,7.0,3.0,17.0,9.9,-2.0,20.571,5.905,6.619,1.905,0.333,-3.571,-0.905,-0.619,-0.905,0.667
Dejounte Murray,ATL,22,22.0,2022-11-30,26-072,ATL,@,ORL,W (+17),1,38:59,11.0,23.0,0.478,3.0,8.0,0.375,2.0,3.0,0.667,0.0,3.0,3.0,6.0,2.0,1.0,5.0,1.0,27.0,17.3,8.0,20.864,5.773,6.591,1.909,0.364,6.136,-2.773,-0.591,0.091,0.636
Dejounte Murray,ATL,23,23.0,2022-12-02,26-074,ATL,,DEN,W (+8),1,35:28,13.0,22.0,0.591,4.0,7.0,0.571,4.0,6.0,0.667,1.0,2.0,3.0,8.0,0.0,1.0,1.0,1.0,34.0,29.2,3.0,21.435,5.652,6.652,1.826,0.391,12.565,-2.652,1.348,-1.826,0.609
Dejounte Murray,ATL,24,24.0,2022-12-05,26-077,ATL,,OKC,L (-7),1,38:25,10.0,21.0,0.476,3.0,5.0,0.6,1.0,3.0,0.333,3.0,3.0,6.0,3.0,2.0,2.0,3.0,4.0,24.0,16.4,-2.0,21.542,5.667,6.5,1.833,0.458,2.458,0.333,-3.5,0.167,1.542
Dejounte Murray,ATL,25,25.0,2022-12-07,26-079,ATL,@,NYK,L (-24),1,3:34,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,20.76,5.44,6.24,1.76,0.44,-18.76,-5.44,-6.24,-1.76,-0.44
Dejounte Murray,ATL,31,26.0,2022-12-19,26-091,ATL,,ORL,W (+1),1,37:34,7.0,18.0,0.389,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,17.0,8.6,-2.0,20.615,5.423,6.115,1.769,0.423,-3.615,-0.423,-3.115,0.231,-0.423
Dejounte Murray,ATL,32,27.0,2022-12-21,26-093,ATL,,CHI,L (-2),1,39:59,7.0,17.0,0.412,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,10.0,0.0,0.0,5.0,2.0,15.0,8.6,-2.0,20.407,5.407,6.259,1.704,0.407,-5.407,-0.407,3.741,-1.704,-0.407
Dejounte Murray,ATL,33,28.0,2022-12-23,26-095,ATL,,DET,W (+25),1,36:35,10.0,18.0,0.556,3.0,8.0,0.375,3.0,4.0,0.75,0.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,26.0,23.6,19.0,20.607,5.321,6.214,1.786,0.393,5.393,-2.321,-1.214,2.214,-0.393
Dejounte Murray,ATL,34,29.0,2022-12-27,26-099,ATL,@,IND,L (-15),1,34:44,4.0,12.0,0.333,1.0,3.0,0.333,5.0,6.0,0.833,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,14.0,9.1,-20.0,20.379,5.207,6.103,1.759,0.379,-6.379,-3.207,-3.103,-0.759,-0.379
Dejounte Murray,ATL,35,30.0,2022-12-28,26-100,ATL,,BRK,L (-1),1,39:50,10.0,26.0,0.385,1.0,4.0,0.25,3.0,4.0,0.75,1.0,8.0,9.0,8.0,1.0,0.0,0.0,0.0,24.0,19.1,-1.0,20.5,5.333,6.167,1.733,0.367,3.5,3.667,1.833,-0.733,-0.367
Dejounte Murray,ATL,36,31.0,2022-12-30,26-102,ATL,,LAL,L (-9),1,39:08,8.0,17.0,0.471,3.0,7.0,0.429,1.0,1.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,2.0,0.0,20.0,19.1,-8.0,20.484,5.387,6.258,1.71,0.355,-0.484,1.613,2.742,-0.71,-0.355
Dejounte Murray,ATL,37,32.0,2023-01-02,26-105,ATL,@,GSW,L (-2),1,50:42,10.0,20.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,9.0,10.0,7.0,2.0,1.0,3.0,1.0,25.0,22.6,0.0,20.625,5.531,6.281,1.719,0.375,4.375,4.469,0.719,0.281,0.625
Dejounte Murray,ATL,38,33.0,2023-01-04,26-107,ATL,@,SAC,W (+3),1,34:46,8.0,17.0,0.471,1.0,4.0,0.25,4.0,4.0,1.0,1.0,5.0,6.0,4.0,3.0,0.0,2.0,1.0,21.0,17.9,0.0,20.636,5.545,6.212,1.758,0.364,0.364,0.455,-2.212,1.242,-0.364
Dejounte Murray,ATL,39,34.0,2023-01-06,26-109,ATL,@,LAL,L (-16),1,35:02,7.0,18.0,0.389,2.0,4.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,16.0,10.7,-11.0,20.5,5.412,6.206,1.735,0.353,-4.5,-4.412,-0.206,-0.735,-0.353
Dejounte Murray,ATL,40,35.0,2023-01-08,26-111,ATL,@,LAC,W (+4),1,37:23,8.0,18.0,0.444,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,2.0,0.0,16.0,10.3,0.0,20.371,5.4,6.143,1.714,0.343,-4.371,-0.4,-2.143,-0.714,-0.343
Dejounte Murray,ATL,41,36.0,2023-01-11,26-114,ATL,,MIL,L (-9),1,37:53,4.0,16.0,0.25,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,5.0,2.0,0.0,3.0,0.0,9.0,3.1,-14.0,20.056,5.361,6.111,1.722,0.333,-11.056,-1.361,-1.111,0.278,-0.333
