Player,team,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Trae Young,ATL,1,1,2023-10-25,25-036,ATL,@,CHO,L (-6),1,36:01,4,19,.211,1,9,.111,14,15,.933,0,1,1,9,1,0,5,3,23,12.3,-11
Trae Young,ATL,2,2,2023-10-27,25-038,ATL,,NYK,L (-6),1,35:18,4,16,.250,2,5,.400,8,10,.800,1,2,3,12,3,0,6,2,18,13.5,-5
Trae Young,ATL,3,3,2023-10-29,25-040,ATL,@,MIL,W (+17),1,32:02,5,14,.357,3,8,.375,7,9,.778,0,3,3,11,1,0,3,1,20,17.6,+13
Trae Young,ATL,4,4,2023-10-30,25-041,ATL,,MIN,W (+14),1,35:00,9,22,.409,1,7,.143,5,5,1.000,0,1,1,8,1,0,1,1,24,17.7,+4
Trae Young,ATL,5,5,2023-11-01,25-043,ATL,,WAS,W (+9),1,35:16,7,18,.389,1,3,.333,8,9,.889,0,3,3,10,2,0,3,1,23,19.3,+4
Trae Young,ATL,6,6,2023-11-04,25-046,ATL,@,NOP,W (+18),1,38:44,7,15,.467,3,7,.429,5,6,.833,3,2,5,12,1,0,5,3,22,19.8,+18
Trae Young,ATL,7,7,2023-11-06,25-048,ATL,@,OKC,L (-9),1,36:25,5,18,.278,1,5,.200,11,11,1.000,1,3,4,11,1,0,7,1,22,14.3,-18
Trae Young,ATL,8,8,2023-11-09,25-051,ATL,@,ORL,W (+1),1,34:18,12,27,.444,5,15,.333,12,13,.923,2,2,4,8,3,0,3,1,41,33.7,+1
Trae Young,ATL,9,9,2023-11-11,25-053,ATL,,MIA,L (-8),1,38:27,7,19,.368,3,9,.333,10,11,.909,0,2,2,11,1,0,5,0,27,20.4,+4
Trae Young,ATL,10,,2023-11-14,25-056,ATL,@,DET,W (+6),Inactive
Trae Young,ATL,11,10,2023-11-15,25-057,ATL,,NYK,L (-2),1,34:28,4,12,.333,0,4,.000,7,9,.778,0,1,1,17,2,0,3,0,15,18.6,+1
Trae Young,ATL,12,11,2023-11-17,25-059,ATL,,PHI,L (-10),1,36:58,5,14,.357,2,6,.333,10,10,1.000,0,2,2,13,1,0,4,3,22,19.7,+12
Trae Young,ATL,13,12,2023-11-21,25-063,ATL,,IND,L (-5),1,38:49,13,17,.765,5,8,.625,7,8,.875,0,1,1,8,3,0,3,3,38,35.6,-2
Trae Young,ATL,14,13,2023-11-22,25-064,ATL,,BRK,W (+2),1,39:58,12,31,.387,8,16,.500,11,13,.846,2,2,4,9,2,0,4,0,43,31.6,-11
Trae Young,ATL,15,14,2023-11-25,25-067,ATL,@,WAS,W (+28),1,30:22,9,17,.529,5,8,.625,3,3,1.000,0,6,6,10,2,0,2,1,26,26.1,+40
Trae Young,ATL,16,15,2023-11-26,25-068,ATL,@,BOS,L (-10),1,37:16,12,27,.444,6,16,.375,3,6,.500,1,4,5,7,0,0,5,3,33,18.3,-11
Trae Young,ATL,17,16,2023-11-28,25-070,ATL,@,CLE,L (-23),1,32:16,3,14,.214,2,8,.250,5,6,.833,0,1,1,10,1,0,3,3,13,8.1,-27
Trae Young,ATL,18,17,2023-11-30,25-072,ATL,@,SAS,W (+2),1,39:57,15,29,.517,2,9,.222,13,16,.813,0,4,4,14,2,0,2,1,45,40.1,-1
Trae Young,ATL,19,18,2023-12-02,25-074,ATL,@,MIL,L (-11),1,36:44,13,28,.464,5,13,.385,1,2,.500,2,0,2,12,2,0,4,0,32,25.0,-8
Trae Young,ATL,20,19,2023-12-06,25-078,ATL,,BRK,L (-1),1,37:14,11,24,.458,3,9,.333,5,5,1.000,1,0,1,9,0,2,5,2,30,20.2,+3
Trae Young,ATL,21,,2023-12-08,25-080,ATL,@,PHI,L (-11),Inactive
Trae Young,ATL,22,20,2023-12-11,25-083,ATL,,DEN,L (-7),1,26:20,5,12,.417,2,5,.400,7,7,1.000,0,1,1,9,1,0,5,2,19,14.4,-10
Trae Young,ATL,23,21,2023-12-13,25-085,ATL,@,TOR,L (-7),1,39:14,13,27,.481,4,9,.444,5,6,.833,0,4,4,17,0,1,5,3,35,28.5,0
Trae Young,ATL,24,22,2023-12-15,25-087,ATL,@,TOR,W (+21),1,35:58,15,29,.517,7,15,.467,1,2,.500,1,4,5,11,1,0,8,2,38,25.1,+14
Trae Young,ATL,25,23,2023-12-16,25-088,ATL,@,CLE,L (-8),1,38:19,11,21,.524,7,12,.583,6,6,1.000,0,4,4,10,0,1,5,3,35,27.4,-9
Trae Young,ATL,26,24,2023-12-18,25-090,ATL,,DET,W (+6),1,37:57,8,17,.471,4,11,.364,11,12,.917,0,4,4,15,0,0,5,3,31,27.4,+16
Trae Young,ATL,27,25,2023-12-20,25-092,ATL,@,HOU,W (+7),1,36:28,10,18,.556,5,8,.625,5,7,.714,0,4,4,14,1,0,4,4,30,27.0,+11
Trae Young,ATL,28,26,2023-12-22,25-094,ATL,@,MIA,L (-9),1,39:40,10,22,.455,7,13,.538,3,3,1.000,0,3,3,13,2,0,6,1,30,24.2,-11
Trae Young,ATL,29,27,2023-12-23,25-095,ATL,,MEM,L (-6),1,40:56,11,24,.458,3,10,.300,5,7,.714,0,5,5,13,1,1,2,3,30,25.9,+2
Trae Young,ATL,30,28,2023-12-26,25-098,ATL,@,CHI,L (-5),1,39:31,6,17,.353,3,12,.250,6,7,.857,0,2,2,13,1,0,6,3,21,14.6,-3
Trae Young,ATL,31,29,2023-12-29,25-101,ATL,,SAC,L (-7),1,38:29,7,18,.389,3,10,.300,7,7,1.000,1,2,3,9,4,0,4,4,24,20.2,-11
Trae Young,ATL,32,30,2023-12-31,25-103,ATL,@,WAS,W (+4),1,39:46,11,19,.579,4,8,.500,14,19,.737,0,3,3,13,3,0,5,2,40,36.3,-13
Trae Young,ATL,33,31,2024-01-03,25-106,ATL,,OKC,W (+3),1,33:57,6,13,.462,2,9,.222,10,11,.909,0,4,4,11,2,0,6,2,24,21.0,-9
Trae Young,ATL,34,32,2024-01-05,25-108,ATL,@,IND,L (-34),1,28:00,4,18,.222,1,11,.091,4,5,.800,0,2,2,6,2,0,3,2,13,4.6,-28
Trae Young,ATL,35,33,2024-01-07,25-110,ATL,@,ORL,L (-7),1,42:03,11,23,.478,2,9,.222,7,10,.700,0,4,4,9,1,1,5,2,31,21.5,-10
Trae Young,ATL,36,34,2024-01-10,25-113,ATL,,PHI,W (+7),1,43:25,7,22,.318,2,8,.250,12,14,.857,0,1,1,11,1,1,5,2,28,18.5,+7
Trae Young,ATL,37,35,2024-01-12,25-115,ATL,,IND,L (-18),1,30:03,4,17,.235,2,6,.333,3,3,1.000,3,0,3,6,2,0,5,1,13,5.6,-19
Trae Young,ATL,38,36,2024-01-13,25-116,ATL,,WAS,L (-28),1,36:09,6,19,.316,2,10,.200,7,9,.778,1,1,2,10,1,1,1,5,21,16.0,-23
Trae Young,ATL,39,37,2024-01-15,25-118,ATL,,SAS,W (+10),1,37:36,11,24,.458,6,11,.545,8,9,.889,0,6,6,13,1,1,3,0,36,32.8,+16
Trae Young,ATL,40,38,2024-01-17,25-120,ATL,,ORL,W (+2),1,38:42,5,14,.357,1,6,.167,7,7,1.000,1,2,3,12,1,0,8,3,18,11.7,+2
Trae Young,ATL,41,,2024-01-19,25-122,ATL,@,MIA,W (+1),Inactive
Trae Young,ATL,42,39,2024-01-20,25-123,ATL,,CLE,L (-21),1,28:18,6,12,.500,3,4,.750,0,0,,0,1,1,5,0,0,4,2,15,8.0,-20
Trae Young,ATL,43,,2024-01-22,25-125,ATL,@,SAC,L (-15),Inactive
Trae Young,ATL,44,,2024-01-24,25-127,ATL,@,GSW,L (-22),Inactive
Trae Young,ATL,45,40,2024-01-26,25-129,ATL,,DAL,L (-5),1,33:11,9,18,.500,2,7,.286,10,11,.909,0,1,1,11,3,0,2,3,30,28.4,+9
Trae Young,ATL,46,41,2024-01-28,25-131,ATL,,TOR,W (+1),1,41:44,9,24,.375,1,4,.250,11,12,.917,0,2,2,12,2,0,5,3,30,21.2,+8
Trae Young,ATL,47,42,2024-01-30,25-133,ATL,,LAL,W (+16),1,34:16,9,20,.450,6,9,.667,2,2,1.000,1,1,2,13,1,0,5,0,26,21.7,+5
Trae Young,ATL,48,43,2024-02-02,25-136,ATL,,PHO,W (+9),1,42:11,12,17,.706,7,11,.636,1,2,.500,0,1,1,15,3,1,7,2,32,31.2,-1
Trae Young,ATL,49,44,2024-02-03,25-137,ATL,,GSW,W (+7),1,42:16,12,21,.571,7,11,.636,4,5,.800,0,0,0,6,1,0,3,3,35,25.7,+5
Trae Young,ATL,50,45,2024-02-05,25-139,ATL,,LAC,L (-5),1,35:43,8,14,.571,3,7,.429,6,6,1.000,0,2,2,12,2,0,5,5,25,22.4,-6
Trae Young,ATL,51,46,2024-02-07,25-141,ATL,@,BOS,L (-8),1,37:52,8,25,.320,2,10,.200,2,2,1.000,0,2,2,10,1,0,4,0,20,10.3,-10
Trae Young,ATL,52,47,2024-02-09,25-143,ATL,@,PHI,W (+6),1,39:47,10,21,.476,5,12,.417,12,16,.750,0,1,1,12,1,0,7,1,37,27.0,+5
Trae Young,ATL,53,48,2024-02-10,25-144,ATL,,HOU,W (+9),1,32:54,6,16,.375,2,9,.222,4,6,.667,0,4,4,8,2,1,4,3,18,12.7,-1
Dejounte Murray,ATL,1,1,2023-10-25,27-036,ATL,@,CHO,L (-6),1,32:44,3,14,.214,0,3,.000,5,6,.833,0,2,2,6,0,0,1,0,11,5.8,-15
Dejounte Murray,ATL,2,2,2023-10-27,27-038,ATL,,NYK,L (-6),1,34:45,8,17,.471,0,3,.000,2,3,.667,2,5,7,6,1,1,1,1,18,16.3,-6
Dejounte Murray,ATL,3,3,2023-10-29,27-040,ATL,@,MIL,W (+17),1,29:44,6,12,.500,1,5,.200,2,2,1.000,0,1,1,5,2,1,3,0,15,12.5,+26
Dejounte Murray,ATL,4,4,2023-10-30,27-041,ATL,,MIN,W (+14),1,39:22,17,24,.708,3,5,.600,4,4,1.000,0,7,7,5,2,0,3,1,41,35.2,+25
Dejounte Murray,ATL,5,5,2023-11-01,27-043,ATL,,WAS,W (+9),1,33:59,10,15,.667,3,5,.600,1,2,.500,0,4,4,8,1,1,4,2,24,20.8,+15
Dejounte Murray,ATL,6,6,2023-11-04,27-046,ATL,@,NOP,W (+18),1,37:12,8,20,.400,2,9,.222,2,2,1.000,2,6,8,7,0,0,3,1,20,13.9,+13
Dejounte Murray,ATL,7,7,2023-11-06,27-048,ATL,@,OKC,L (-9),1,32:58,7,16,.438,6,9,.667,9,10,.900,2,2,4,6,1,0,3,4,29,22.8,-3
Dejounte Murray,ATL,8,8,2023-11-09,27-051,ATL,@,ORL,W (+1),1,33:04,6,15,.400,3,7,.429,1,2,.500,0,3,3,2,2,0,4,2,16,7.0,+5
Dejounte Murray,ATL,9,9,2023-11-11,27-053,ATL,,MIA,L (-8),1,35:35,9,16,.563,5,9,.556,0,1,.000,0,5,5,5,3,1,3,1,23,20.3,-9
Dejounte Murray,ATL,10,10,2023-11-14,27-056,ATL,@,DET,W (+6),1,37:29,11,21,.524,1,4,.250,9,9,1.000,0,5,5,10,3,0,2,2,32,30.4,+9
Dejounte Murray,ATL,11,11,2023-11-15,27-057,ATL,,NYK,L (-2),1,32:27,6,12,.500,0,3,.000,1,3,.333,0,5,5,2,1,0,1,1,13,8.7,-16
Dejounte Murray,ATL,12,12,2023-11-17,27-059,ATL,,PHI,L (-10),1,35:08,5,16,.313,3,7,.429,0,0,,0,1,1,3,1,0,3,2,13,3.4,-18
Dejounte Murray,ATL,13,13,2023-11-21,27-063,ATL,,IND,L (-5),1,34:15,11,19,.579,4,6,.667,2,2,1.000,1,2,3,5,2,0,5,3,28,19.7,-7
Dejounte Murray,ATL,14,14,2023-11-22,27-064,ATL,,BRK,W (+2),1,39:20,6,21,.286,3,8,.375,5,5,1.000,3,3,6,8,2,0,1,4,20,15.7,0
Dejounte Murray,ATL,15,15,2023-11-25,27-067,ATL,@,WAS,W (+28),1,26:43,4,14,.286,1,6,.167,2,2,1.000,0,5,5,10,4,0,0,0,11,15.3,+19
Dejounte Murray,ATL,16,16,2023-11-26,27-068,ATL,@,BOS,L (-10),1,34:12,2,13,.154,0,6,.000,2,2,1.000,2,2,4,3,0,0,3,1,6,-1.6,-7
Dejounte Murray,ATL,17,17,2023-11-28,27-070,ATL,@,CLE,L (-23),1,31:03,5,14,.357,3,7,.429,0,0,,1,2,3,1,2,1,3,0,13,6.9,-21
Dejounte Murray,ATL,18,18,2023-11-30,27-072,ATL,@,SAS,W (+2),1,34:46,10,21,.476,2,4,.500,2,2,1.000,0,3,3,2,5,0,0,1,24,20.2,-1
Dejounte Murray,ATL,19,19,2023-12-02,27-074,ATL,@,MIL,L (-11),1,34:00,12,19,.632,4,6,.667,2,2,1.000,0,2,2,3,2,0,2,0,30,24.2,-7
Dejounte Murray,ATL,20,20,2023-12-06,27-078,ATL,,BRK,L (-1),1,31:59,6,16,.375,1,5,.200,0,0,,0,10,10,9,1,0,0,3,13,13.3,+2
Dejounte Murray,ATL,21,21,2023-12-08,27-080,ATL,@,PHI,L (-11),1,35:58,7,17,.412,2,5,.400,4,4,1.000,1,3,4,9,1,0,4,1,20,15.4,-7
Dejounte Murray,ATL,22,22,2023-12-11,27-083,ATL,,DEN,L (-7),1,38:13,8,22,.364,3,8,.375,2,2,1.000,4,2,6,3,1,0,2,2,21,12.5,-6
Dejounte Murray,ATL,23,23,2023-12-13,27-085,ATL,@,TOR,L (-7),1,34:02,8,17,.471,4,9,.444,0,1,.000,0,3,3,5,0,2,0,2,20,15.9,-17
Dejounte Murray,ATL,24,24,2023-12-15,27-087,ATL,@,TOR,W (+21),1,33:19,8,18,.444,1,6,.167,0,0,,1,6,7,9,1,0,1,3,17,15.2,+18
Dejounte Murray,ATL,25,25,2023-12-16,27-088,ATL,@,CLE,L (-8),1,36:43,8,19,.421,0,5,.000,5,6,.833,0,3,3,6,1,1,0,2,21,16.5,-3
Dejounte Murray,ATL,26,26,2023-12-18,27-090,ATL,,DET,W (+6),1,32:57,8,13,.615,3,5,.600,1,2,.500,0,3,3,3,1,1,1,2,20,16.6,+2
Dejounte Murray,ATL,27,27,2023-12-20,27-092,ATL,@,HOU,W (+7),1,35:18,7,15,.467,3,8,.375,4,5,.800,2,1,3,5,0,1,3,2,21,15.0,-8
Dejounte Murray,ATL,28,28,2023-12-22,27-094,ATL,@,MIA,L (-9),1,34:27,10,20,.500,3,9,.333,1,3,.333,1,7,8,6,3,0,2,0,24,21.2,-3
Dejounte Murray,ATL,29,29,2023-12-23,27-095,ATL,,MEM,L (-6),1,35:25,10,15,.667,4,6,.667,2,2,1.000,1,3,4,4,2,0,3,4,26,21.3,-4
Dejounte Murray,ATL,30,30,2023-12-26,27-098,ATL,@,CHI,L (-5),1,34:22,6,15,.400,2,9,.222,3,4,.750,0,6,6,4,2,1,3,4,17,11.2,0
Dejounte Murray,ATL,31,31,2023-12-29,27-101,ATL,,SAC,L (-7),1,36:50,7,20,.350,4,8,.500,0,0,,1,5,6,3,1,0,3,3,18,7.9,+5
Dejounte Murray,ATL,32,32,2023-12-31,27-103,ATL,@,WAS,W (+4),1,34:10,13,21,.619,3,6,.500,3,5,.600,1,5,6,3,0,0,1,1,32,24.6,0
Dejounte Murray,ATL,33,33,2024-01-03,27-106,ATL,,OKC,W (+3),1,35:24,8,18,.444,2,5,.400,4,4,1.000,2,4,6,6,0,0,3,2,22,15.6,+4
Dejounte Murray,ATL,34,34,2024-01-05,27-108,ATL,@,IND,L (-34),1,34:20,13,19,.684,2,3,.667,2,2,1.000,0,1,1,2,0,0,1,0,30,22.6,-20
Dejounte Murray,ATL,35,35,2024-01-07,27-110,ATL,@,ORL,L (-7),1,40:06,9,20,.450,0,2,.000,6,10,.600,0,6,6,2,0,0,3,2,24,11.4,-14
Dejounte Murray,ATL,36,36,2024-01-10,27-113,ATL,,PHI,W (+7),1,37:51,8,18,.444,5,7,.714,4,4,1.000,0,5,5,5,1,0,1,2,25,19.8,+1
Dejounte Murray,ATL,37,37,2024-01-12,27-115,ATL,,IND,L (-18),1,31:47,13,18,.722,3,6,.500,0,0,,0,4,4,4,3,0,3,2,29,24.8,-1
Dejounte Murray,ATL,38,38,2024-01-13,27-116,ATL,,WAS,L (-28),1,31:06,4,15,.267,1,6,.167,4,4,1.000,0,5,5,3,0,0,2,1,13,5.3,-22
Dejounte Murray,ATL,39,39,2024-01-15,27-118,ATL,,SAS,W (+10),1,32:50,6,15,.400,1,6,.167,0,0,,0,13,13,0,0,1,2,3,13,6.3,0
Dejounte Murray,ATL,40,40,2024-01-17,27-120,ATL,,ORL,W (+2),1,36:02,11,18,.611,1,4,.250,3,3,1.000,1,4,5,5,2,0,5,1,26,19.8,-2
Dejounte Murray,ATL,41,41,2024-01-19,27-122,ATL,@,MIA,W (+1),1,39:46,9,22,.409,3,7,.429,1,1,1.000,0,3,3,11,2,0,2,2,22,18.0,+3
Dejounte Murray,ATL,42,42,2024-01-20,27-123,ATL,,CLE,L (-21),1,34:43,10,19,.526,2,7,.286,2,2,1.000,0,9,9,5,1,0,2,2,24,19.1,-20
Dejounte Murray,ATL,43,43,2024-01-22,27-125,ATL,@,SAC,L (-15),1,40:06,11,23,.478,6,10,.600,7,8,.875,0,10,10,6,0,1,4,1,35,26.4,-4
Dejounte Murray,ATL,44,44,2024-01-24,27-127,ATL,@,GSW,L (-22),1,33:13,7,19,.368,2,7,.286,7,8,.875,3,4,7,7,1,0,2,2,23,18.5,-13
Dejounte Murray,ATL,45,45,2024-01-26,27-129,ATL,,DAL,L (-5),1,37:03,9,18,.500,3,7,.429,1,2,.500,1,4,5,7,0,0,3,3,22,15.2,-21
Dejounte Murray,ATL,46,,2024-01-28,27-131,ATL,,TOR,W (+1),Did Not Dress
Dejounte Murray,ATL,47,46,2024-01-30,27-133,ATL,,LAL,W (+16),1,33:20,11,19,.579,0,4,.000,2,2,1.000,0,4,4,9,2,0,3,1,24,21.2,+19
Dejounte Murray,ATL,48,47,2024-02-02,27-136,ATL,,PHO,W (+9),1,39:10,7,17,.412,1,8,.125,7,8,.875,0,8,8,5,1,0,1,2,22,17.6,+10
Dejounte Murray,ATL,49,48,2024-02-03,27-137,ATL,,GSW,W (+7),1,40:58,9,24,.375,0,6,.000,1,1,1.000,0,5,5,7,1,0,2,5,19,9.2,+4
Dejounte Murray,ATL,50,49,2024-02-05,27-139,ATL,,LAC,L (-5),1,34:18,7,18,.389,3,7,.429,4,5,.800,1,4,5,7,0,0,2,1,21,15.2,-7
Dejounte Murray,ATL,51,,2024-02-07,27-141,ATL,@,BOS,L (-8),Did Not Dress
Dejounte Murray,ATL,52,,2024-02-09,27-143,ATL,@,PHI,W (+6),Did Not Dress
Dejounte Murray,ATL,53,50,2024-02-10,27-144,ATL,,HOU,W (+9),1,39:52,9,19,.474,4,9,.444,12,15,.800,0,6,6,7,2,1,1,0,34,31.5,+8
Jalen Johnson,ATL,1,1,2023-10-25,21-311,ATL,@,CHO,L (-6),0,29:25,9,13,.692,1,3,.333,2,4,.500,0,7,7,2,2,1,0,1,21,20.5,+8
Jalen Johnson,ATL,2,2,2023-10-27,21-313,ATL,,NYK,L (-6),0,29:49,5,8,.625,0,2,.000,1,3,.333,0,9,9,2,1,1,3,2,11,8.6,-1
Jalen Johnson,ATL,3,3,2023-10-29,21-315,ATL,@,MIL,W (+17),1,25:42,6,10,.600,2,3,.667,0,0,,1,6,7,1,2,1,2,4,14,11.7,+14
Jalen Johnson,ATL,4,4,2023-10-30,21-316,ATL,,MIN,W (+14),1,33:06,5,7,.714,1,2,.500,1,1,1.000,1,4,5,3,1,1,2,3,12,11.6,+19
Jalen Johnson,ATL,5,5,2023-11-01,21-318,ATL,,WAS,W (+9),0,23:45,3,7,.429,0,2,.000,2,2,1.000,4,7,11,2,0,0,5,2,8,4.8,+10
Jalen Johnson,ATL,6,6,2023-11-04,21-321,ATL,@,NOP,W (+18),1,35:44,8,13,.615,2,3,.667,3,4,.750,2,9,11,4,0,0,1,3,21,19.4,+19
Jalen Johnson,ATL,7,7,2023-11-06,21-323,ATL,@,OKC,L (-9),1,33:57,6,15,.400,0,4,.000,1,2,.500,6,6,12,5,3,1,0,2,13,16.9,-16
Jalen Johnson,ATL,8,8,2023-11-09,21-326,ATL,@,ORL,W (+1),1,30:47,7,9,.778,2,4,.500,3,4,.750,2,7,9,2,0,1,3,4,19,16.1,+15
Jalen Johnson,ATL,9,9,2023-11-11,21-328,ATL,,MIA,L (-8),1,21:42,4,8,.500,1,3,.333,0,0,,0,4,4,2,0,0,3,2,9,3.8,-6
Jalen Johnson,ATL,10,10,2023-11-14,21-331,ATL,@,DET,W (+6),1,35:35,6,9,.667,2,2,1.000,2,2,1.000,1,4,5,1,1,1,2,2,16,13.6,0
Jalen Johnson,ATL,11,11,2023-11-15,21-332,ATL,,NYK,L (-2),1,31:00,7,9,.778,4,4,1.000,0,0,,0,5,5,0,0,2,3,1,18,14.0,-13
Jalen Johnson,ATL,12,12,2023-11-17,21-334,ATL,,PHI,L (-10),1,36:20,7,12,.583,0,2,.000,4,4,1.000,1,9,10,2,1,3,0,2,18,19.5,+3
Jalen Johnson,ATL,13,13,2023-11-21,21-338,ATL,,IND,L (-5),1,33:11,6,12,.500,0,2,.000,5,5,1.000,1,6,7,6,2,1,1,2,17,18.6,-4
Jalen Johnson,ATL,14,14,2023-11-22,21-339,ATL,,BRK,W (+2),1,40:00,3,7,.429,1,2,.500,0,0,,0,6,6,3,2,1,5,3,7,3.7,-15
Jalen Johnson,ATL,15,15,2023-11-25,21-342,ATL,@,WAS,W (+28),1,8:28,3,4,.750,1,2,.500,1,2,.500,1,0,1,1,2,1,0,0,8,10.1,+7
Jalen Johnson,ATL,16,,2023-11-26,21-343,ATL,@,BOS,L (-10),Inactive
Jalen Johnson,ATL,17,,2023-11-28,21-345,ATL,@,CLE,L (-23),Inactive
Jalen Johnson,ATL,18,,2023-11-30,21-347,ATL,@,SAS,W (+2),Inactive
Jalen Johnson,ATL,19,,2023-12-02,21-349,ATL,@,MIL,L (-11),Inactive
Jalen Johnson,ATL,20,,2023-12-06,21-353,ATL,,BRK,L (-1),Inactive
Jalen Johnson,ATL,21,,2023-12-08,21-355,ATL,@,PHI,L (-11),Inactive
Jalen Johnson,ATL,22,,2023-12-11,21-358,ATL,,DEN,L (-7),Inactive
Jalen Johnson,ATL,23,,2023-12-13,21-360,ATL,@,TOR,L (-7),Inactive
Jalen Johnson,ATL,24,,2023-12-15,21-362,ATL,@,TOR,W (+21),Inactive
Jalen Johnson,ATL,25,,2023-12-16,21-363,ATL,@,CLE,L (-8),Inactive
Jalen Johnson,ATL,26,,2023-12-18,22-000,ATL,,DET,W (+6),Inactive
Jalen Johnson,ATL,27,,2023-12-20,22-002,ATL,@,HOU,W (+7),Inactive
Jalen Johnson,ATL,28,,2023-12-22,22-004,ATL,@,MIA,L (-9),Inactive
Jalen Johnson,ATL,29,,2023-12-23,22-005,ATL,,MEM,L (-6),Inactive
Jalen Johnson,ATL,30,16,2023-12-26,22-008,ATL,@,CHI,L (-5),1,29:12,5,8,.625,0,1,.000,0,0,,3,6,9,4,1,0,2,1,10,11.7,-9
Jalen Johnson,ATL,31,17,2023-12-29,22-011,ATL,,SAC,L (-7),1,35:04,5,12,.417,1,4,.250,5,6,.833,2,13,15,4,0,1,4,2,16,13.2,-7
Jalen Johnson,ATL,32,18,2023-12-31,22-013,ATL,@,WAS,W (+4),1,36:36,9,12,.750,2,4,.500,4,5,.800,0,13,13,4,0,0,1,2,24,23.7,-13
Jalen Johnson,ATL,33,19,2024-01-03,22-016,ATL,,OKC,W (+3),1,28:56,11,18,.611,2,4,.500,4,4,1.000,1,6,7,3,4,0,1,5,28,25.4,-1
Jalen Johnson,ATL,34,20,2024-01-05,22-018,ATL,@,IND,L (-34),1,29:02,5,11,.455,1,4,.250,1,1,1.000,1,7,8,3,1,0,0,1,12,11.8,-26
Jalen Johnson,ATL,35,21,2024-01-07,22-020,ATL,@,ORL,L (-7),1,40:17,6,12,.500,0,4,.000,0,0,,1,10,11,4,0,1,3,6,12,7.8,-20
Jalen Johnson,ATL,36,22,2024-01-10,22-023,ATL,,PHI,W (+7),1,40:56,8,13,.615,3,4,.750,6,6,1.000,2,14,16,7,1,2,1,3,25,29.8,+6
Jalen Johnson,ATL,37,23,2024-01-12,22-025,ATL,,IND,L (-18),1,32:28,7,11,.636,1,2,.500,1,3,.333,0,4,4,3,2,0,3,3,16,11.4,-17
Jalen Johnson,ATL,38,24,2024-01-13,22-026,ATL,,WAS,L (-28),1,35:52,2,7,.286,1,3,.333,0,0,,0,6,6,3,0,2,4,3,5,1.0,-23
Jalen Johnson,ATL,39,25,2024-01-15,22-028,ATL,,SAS,W (+10),1,37:36,7,13,.538,1,2,.500,1,1,1.000,0,10,10,7,6,0,5,3,16,17.4,+16
Jalen Johnson,ATL,40,26,2024-01-17,22-030,ATL,,ORL,W (+2),1,38:10,3,9,.333,1,2,.500,3,5,.600,0,9,9,3,2,0,4,3,10,5.7,+9
Jalen Johnson,ATL,41,27,2024-01-19,22-032,ATL,@,MIA,W (+1),1,33:37,7,14,.500,1,4,.250,0,0,,2,5,7,2,2,0,2,1,15,11.9,+1
Jalen Johnson,ATL,42,28,2024-01-20,22-033,ATL,,CLE,L (-21),1,33:46,8,16,.500,1,5,.200,3,6,.500,1,6,7,4,1,2,1,2,20,16.7,-19
Jalen Johnson,ATL,43,29,2024-01-22,22-035,ATL,@,SAC,L (-15),1,37:47,4,18,.222,1,7,.143,2,4,.500,2,5,7,0,1,2,0,1,11,4.1,-24
Jalen Johnson,ATL,44,30,2024-01-24,22-037,ATL,@,GSW,L (-22),1,36:15,8,16,.500,2,6,.333,3,5,.600,1,8,9,6,1,0,0,4,21,18.9,-6
Jalen Johnson,ATL,45,31,2024-01-26,22-039,ATL,,DAL,L (-5),1,37:15,10,12,.833,2,3,.667,3,4,.750,0,3,3,3,1,1,0,6,25,22.5,+6
Jalen Johnson,ATL,46,32,2024-01-28,22-041,ATL,,TOR,W (+1),1,41:58,6,17,.353,1,4,.250,4,4,1.000,3,9,12,5,2,0,2,4,17,14.2,+6
Jalen Johnson,ATL,47,33,2024-01-30,22-043,ATL,,LAL,W (+16),1,34:54,8,14,.571,1,2,.500,2,2,1.000,1,10,11,3,3,0,0,5,19,19.2,+3
Jalen Johnson,ATL,48,34,2024-02-02,22-046,ATL,,PHO,W (+9),1,37:44,6,14,.429,2,6,.333,2,3,.667,0,7,7,4,1,1,1,2,16,13.0,-2
Jalen Johnson,ATL,49,35,2024-02-03,22-047,ATL,,GSW,W (+7),1,43:14,9,20,.450,2,6,.333,1,1,1.000,3,10,13,8,0,1,0,3,21,20.8,-3
Jalen Johnson,ATL,50,36,2024-02-05,22-049,ATL,,LAC,L (-5),1,37:05,3,14,.214,1,3,.333,2,3,.667,1,6,7,5,0,1,1,4,9,4.1,-7
Jalen Johnson,ATL,51,37,2024-02-07,22-051,ATL,@,BOS,L (-8),1,36:06,8,16,.500,2,5,.400,1,1,1.000,2,13,15,4,3,0,2,0,19,20.1,+1
Jalen Johnson,ATL,52,38,2024-02-09,22-053,ATL,@,PHI,W (+6),1,38:29,5,12,.417,1,4,.250,0,2,.000,0,11,11,6,0,2,1,3,11,10.5,+7
Jalen Johnson,ATL,53,39,2024-02-10,22-054,ATL,,HOU,W (+9),1,39:53,8,11,.727,1,2,.500,4,4,1.000,2,4,6,3,2,2,2,3,21,21.4,+10
