Player,team,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Khris Middleton,MIL,38,33,2024-01-11,32-152,MIL,,BOS,W (+33),1,20:15,2,9,.222,1,5,.200,0,0,,0,2,2,7,1,0,0,2,5,5.2,+25
Khris Middleton,MIL,39,34,2024-01-13,32-154,MIL,,GSW,W (+11),1,32:51,10,13,.769,3,5,.600,1,2,.500,1,2,3,10,1,1,3,2,24,24.7,-2
Khris Middleton,MIL,40,,2024-01-14,32-155,MIL,,SAC,W (+1),Inactive
Khris Middleton,MIL,41,35,2024-01-17,32-158,MIL,@,CLE,L (-40),1,19:52,1,10,.100,0,3,.000,0,0,,0,2,2,2,0,1,3,3,2,-6.1,-40
Khris Middleton,MIL,42,36,2024-01-20,32-161,MIL,@,DET,W (+6),1,33:14,5,12,.417,3,7,.429,4,6,.667,0,5,5,4,1,2,1,4,17,13.9,+7
Khris Middleton,MIL,43,37,2024-01-22,32-163,MIL,@,DET,W (+9),1,31:26,9,14,.643,2,5,.400,6,6,1.000,0,2,2,2,2,0,1,2,26,22.0,+9
Khris Middleton,MIL,44,38,2024-01-24,32-165,MIL,,CLE,W (+10),1,31:59,8,15,.533,1,4,.250,7,8,.875,2,3,5,5,2,0,0,3,24,22.9,+16
Khris Middleton,MIL,45,39,2024-01-26,32-167,MIL,,CLE,L (-12),1,35:36,5,16,.313,2,6,.333,2,2,1.000,2,6,8,8,2,0,3,3,14,11.4,-19
Khris Middleton,MIL,46,,2024-01-27,32-168,MIL,,NOP,W (+24),Inactive
Khris Middleton,MIL,47,40,2024-01-29,32-170,MIL,@,DEN,L (-6),1,29:55,6,10,.600,2,6,.333,0,0,,0,8,8,3,0,1,4,5,14,8.6,+2
Khris Middleton,MIL,48,41,2024-01-31,32-172,MIL,@,POR,L (-3),1,34:04,9,13,.692,3,5,.600,0,0,,0,2,2,8,0,1,1,3,21,20.2,+7
Khris Middleton,MIL,49,42,2024-02-03,32-175,MIL,@,DAL,W (+12),1,38:29,5,15,.333,1,4,.250,2,2,1.000,1,2,3,8,1,0,2,5,13,8.4,+24
Khris Middleton,MIL,50,,2024-02-04,32-176,MIL,@,UTA,L (-15),Inactive
Khris Middleton,MIL,51,43,2024-02-06,32-178,MIL,@,PHO,L (-8),1,8:03,2,3,.667,1,1,1.000,1,2,.500,0,3,3,1,1,0,1,1,6,5.5,-1
Khris Middleton,MIL,52,,2024-02-08,32-180,MIL,,MIN,L (-24),Inactive
Khris Middleton,MIL,53,,2024-02-09,32-181,MIL,,CHO,W (+36),Inactive
Jae Crowder,MIL,1,1,2023-10-26,33-112,MIL,,PHI,W (+1),0,26:46,3,4,.750,1,1,1.000,2,2,1.000,0,4,4,2,2,0,1,3,9,9.8,+11
Jae Crowder,MIL,2,2,2023-10-29,33-115,MIL,,ATL,L (-17),1,25:57,1,4,.250,0,3,.000,0,0,,0,3,3,3,0,1,0,1,2,2.9,-27
Jae Crowder,MIL,3,3,2023-10-30,33-116,MIL,,MIA,W (+8),0,25:20,3,7,.429,2,3,.667,0,0,,1,4,5,2,1,1,1,2,8,7.5,-11
Jae Crowder,MIL,4,4,2023-11-01,33-118,MIL,@,TOR,L (-19),0,25:04,3,5,.600,2,3,.667,1,3,.333,1,0,1,3,0,1,0,2,9,8.6,-5
Jae Crowder,MIL,5,5,2023-11-03,33-120,MIL,,NYK,W (+5),0,23:44,5,8,.625,4,6,.667,0,0,,0,6,6,2,1,0,0,1,14,14.2,+3
Jae Crowder,MIL,6,6,2023-11-06,33-123,MIL,@,BRK,W (+4),0,30:18,5,10,.500,4,9,.444,1,2,.500,2,3,5,0,1,0,2,1,15,10.5,-6
Jae Crowder,MIL,7,7,2023-11-08,33-125,MIL,,DET,W (+2),1,37:12,3,6,.500,2,4,.500,2,3,.667,0,5,5,2,1,0,0,2,10,9.7,-2
Jae Crowder,MIL,8,8,2023-11-09,33-126,MIL,@,IND,L (-2),0,29:09,2,2,1.000,1,1,1.000,0,0,,0,4,4,1,1,0,0,2,5,6.5,-5
Jae Crowder,MIL,9,9,2023-11-11,33-128,MIL,@,ORL,L (-15),0,16:55,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,0,0,0,0,1,0.5,-13
Jae Crowder,MIL,10,,2023-11-13,33-130,MIL,,CHI,W (+9),Inactive
Jae Crowder,MIL,11,,2023-11-15,33-132,MIL,@,TOR,W (+16),Inactive
Jae Crowder,MIL,12,,2023-11-17,33-134,MIL,@,CHO,W (+31),Inactive
Jae Crowder,MIL,13,,2023-11-18,33-135,MIL,,DAL,W (+7),Inactive
Jae Crowder,MIL,14,,2023-11-20,33-137,MIL,@,WAS,W (+13),Inactive
Jae Crowder,MIL,15,,2023-11-22,33-139,MIL,@,BOS,L (-3),Inactive
Jae Crowder,MIL,16,,2023-11-24,33-141,MIL,,WAS,W (+3),Inactive
Jae Crowder,MIL,17,,2023-11-26,33-143,MIL,,POR,W (+6),Inactive
Jae Crowder,MIL,18,,2023-11-28,33-145,MIL,@,MIA,W (+7),Inactive
Jae Crowder,MIL,19,,2023-11-30,33-147,MIL,@,CHI,L (-7),Inactive
Jae Crowder,MIL,20,,2023-12-02,33-149,MIL,,ATL,W (+11),Inactive
Jae Crowder,MIL,21,,2023-12-05,33-152,MIL,,NYK,W (+24),Inactive
Jae Crowder,MIL,22,,2023-12-07,33-154,MIL,,IND,L (-9),Inactive
Jae Crowder,MIL,23,,2023-12-11,33-158,MIL,,CHI,W (+4),Inactive
Jae Crowder,MIL,24,,2023-12-13,33-160,MIL,,IND,W (+14),Inactive
Jae Crowder,MIL,25,,2023-12-16,33-163,MIL,,DET,W (+32),Inactive
Jae Crowder,MIL,26,,2023-12-17,33-164,MIL,,HOU,W (+9),Inactive
Jae Crowder,MIL,27,,2023-12-19,33-166,MIL,,SAS,W (+13),Inactive
Jae Crowder,MIL,28,,2023-12-21,33-168,MIL,,ORL,W (+4),Inactive
Jae Crowder,MIL,29,,2023-12-23,33-170,MIL,@,NYK,W (+19),Inactive
Jae Crowder,MIL,30,,2023-12-25,33-172,MIL,@,NYK,L (-7),Inactive
Jae Crowder,MIL,31,,2023-12-27,33-174,MIL,@,BRK,W (+22),Inactive
Jae Crowder,MIL,32,,2023-12-29,33-176,MIL,@,CLE,W (+8),Inactive
Jae Crowder,MIL,33,,2024-01-01,33-179,MIL,,IND,L (-9),Inactive
Jae Crowder,MIL,34,,2024-01-03,33-181,MIL,@,IND,L (-12),Inactive
Jae Crowder,MIL,35,,2024-01-04,33-182,MIL,@,SAS,W (+4),Inactive
Jae Crowder,MIL,36,,2024-01-06,33-184,MIL,@,HOU,L (-4),Inactive
Jae Crowder,MIL,37,,2024-01-08,33-186,MIL,,UTA,L (-16),Inactive
Jae Crowder,MIL,38,,2024-01-11,33-189,MIL,,BOS,W (+33),Inactive
Jae Crowder,MIL,39,,2024-01-13,33-191,MIL,,GSW,W (+11),Inactive
Jae Crowder,MIL,40,,2024-01-14,33-192,MIL,,SAC,W (+1),Inactive
Jae Crowder,MIL,41,10,2024-01-17,33-195,MIL,@,CLE,L (-40),0,19:00,5,13,.385,4,10,.400,1,2,.500,0,1,1,0,1,0,0,1,15,8.4,-3
Jae Crowder,MIL,42,11,2024-01-20,33-198,MIL,@,DET,W (+6),0,13:48,1,3,.333,0,2,.000,0,0,,0,2,2,0,1,0,0,2,2,1.1,-13
Jae Crowder,MIL,43,12,2024-01-22,33-200,MIL,@,DET,W (+9),0,11:57,1,6,.167,1,4,.250,0,0,,0,2,2,1,0,0,1,1,3,-0.9,-6
Jae Crowder,MIL,44,13,2024-01-24,33-202,MIL,,CLE,W (+10),0,17:36,1,2,.500,1,2,.500,0,0,,1,2,3,1,0,0,3,2,3,0.2,-2
Jae Crowder,MIL,45,14,2024-01-26,33-204,MIL,,CLE,L (-12),0,22:11,2,4,.500,2,4,.500,0,0,,0,3,3,0,0,0,0,2,6,4.1,-5
Jae Crowder,MIL,46,15,2024-01-27,33-205,MIL,,NOP,W (+24),1,22:24,2,5,.400,1,4,.250,0,0,,1,3,4,1,0,0,0,3,5,3.4,+18
Jae Crowder,MIL,47,16,2024-01-29,33-207,MIL,@,DEN,L (-6),0,19:14,1,3,.333,1,3,.333,0,0,,0,0,0,1,1,0,0,1,3,2.6,-9
Jae Crowder,MIL,48,17,2024-01-31,33-209,MIL,@,POR,L (-3),0,18:32,2,6,.333,1,5,.200,1,2,.500,2,3,5,2,0,1,0,1,6,6.2,-11
Jae Crowder,MIL,49,18,2024-02-03,33-212,MIL,@,DAL,W (+12),0,20:42,4,6,.667,0,1,.000,0,0,,0,2,2,2,2,0,0,3,8,8.2,-18
Jae Crowder,MIL,50,19,2024-02-04,33-213,MIL,@,UTA,L (-15),1,40:03,2,10,.200,2,7,.286,0,0,,0,2,2,3,1,0,0,2,6,2.7,-19
Jae Crowder,MIL,51,20,2024-02-06,33-215,MIL,@,PHO,L (-8),0,39:46,4,9,.444,0,4,.000,2,2,1.000,0,6,6,3,2,1,1,4,10,9.3,-8
Jae Crowder,MIL,52,21,2024-02-08,33-217,MIL,,MIN,L (-24),1,37:21,7,11,.636,4,5,.800,3,3,1.000,1,7,8,5,1,0,0,2,21,22.6,-15
Jae Crowder,MIL,53,22,2024-02-09,33-218,MIL,,CHO,W (+36),1,29:40,1,7,.143,1,6,.167,2,3,.667,0,2,2,3,0,0,0,1,5,2.4,+39
Bobby Portis,MIL,1,1,2023-10-26,28-258,MIL,,PHI,W (+1),0,19:04,5,8,.625,0,0,,0,4,.000,2,4,6,2,0,1,0,3,10,8.3,-10
Bobby Portis,MIL,2,2,2023-10-29,28-261,MIL,,ATL,L (-17),0,21:01,5,10,.500,0,2,.000,2,2,1.000,1,3,4,2,0,0,3,2,12,6.2,-5
Bobby Portis,MIL,3,3,2023-10-30,28-262,MIL,,MIA,W (+8),0,18:37,7,10,.700,0,2,.000,2,2,1.000,2,6,8,2,2,1,0,3,16,17.9,+18
Bobby Portis,MIL,4,4,2023-11-01,28-264,MIL,@,TOR,L (-19),0,18:42,2,6,.333,0,1,.000,6,9,.667,1,5,6,1,2,0,1,1,10,8.9,-7
Bobby Portis,MIL,5,5,2023-11-03,28-266,MIL,,NYK,W (+5),0,16:33,2,10,.200,0,2,.000,0,0,,0,2,2,0,2,0,0,1,4,0.0,-2
Bobby Portis,MIL,6,6,2023-11-06,28-269,MIL,@,BRK,W (+4),0,25:47,3,8,.375,1,2,.500,4,4,1.000,0,6,6,2,2,0,1,2,11,10.0,+14
Bobby Portis,MIL,7,7,2023-11-08,28-271,MIL,,DET,W (+2),0,22:56,7,14,.500,1,4,.250,3,3,1.000,2,3,5,2,0,0,2,1,18,12.3,-5
Bobby Portis,MIL,8,8,2023-11-09,28-272,MIL,@,IND,L (-2),0,24:12,5,11,.455,0,2,.000,1,1,1.000,0,8,8,2,1,1,3,2,11,7.0,+6
Bobby Portis,MIL,9,9,2023-11-11,28-274,MIL,@,ORL,L (-15),0,27:37,4,11,.364,2,5,.400,3,4,.750,1,6,7,1,2,0,2,4,13,8.1,-6
Bobby Portis,MIL,10,10,2023-11-13,28-276,MIL,,CHI,W (+9),0,25:28,7,10,.700,3,6,.500,2,2,1.000,2,8,10,2,0,1,0,3,19,19.5,+24
Bobby Portis,MIL,11,11,2023-11-15,28-278,MIL,@,TOR,W (+16),0,30:43,7,11,.636,2,3,.667,2,2,1.000,1,6,7,0,0,2,0,5,18,15.0,+15
Bobby Portis,MIL,12,12,2023-11-17,28-280,MIL,@,CHO,W (+31),0,29:41,6,12,.500,1,3,.333,0,0,,0,7,7,1,1,0,3,1,13,7.4,+4
Bobby Portis,MIL,13,13,2023-11-18,28-281,MIL,,DAL,W (+7),0,21:53,5,10,.500,1,2,.500,0,0,,1,6,7,2,0,0,0,0,11,9.9,+7
Bobby Portis,MIL,14,14,2023-11-20,28-283,MIL,@,WAS,W (+13),0,23:20,8,13,.615,1,3,.333,0,0,,1,7,8,1,1,0,1,2,17,13.8,+13
Bobby Portis,MIL,15,15,2023-11-22,28-285,MIL,@,BOS,L (-3),0,20:48,2,6,.333,0,0,,0,0,,1,6,7,0,0,0,0,2,4,2.3,-4
Bobby Portis,MIL,16,16,2023-11-24,28-287,MIL,,WAS,W (+3),0,24:41,1,5,.200,0,1,.000,0,0,,2,4,6,1,0,1,0,3,2,1.7,+3
Bobby Portis,MIL,17,17,2023-11-26,28-289,MIL,,POR,W (+6),0,30:41,5,12,.417,2,5,.400,0,0,,6,2,8,1,2,3,2,3,12,12.0,+3
Bobby Portis,MIL,18,18,2023-11-28,28-291,MIL,@,MIA,W (+7),0,22:45,3,8,.375,0,2,.000,0,0,,0,2,2,0,0,0,0,2,6,1.4,-12
Bobby Portis,MIL,19,19,2023-11-30,28-293,MIL,@,CHI,L (-7),0,31:13,2,8,.250,0,2,.000,0,0,,1,8,9,2,2,0,0,3,4,4.5,-14
Bobby Portis,MIL,20,20,2023-12-02,28-295,MIL,,ATL,W (+11),0,22:41,7,13,.538,1,4,.250,0,0,,2,9,11,0,0,0,0,3,15,11.6,+9
Bobby Portis,MIL,21,21,2023-12-05,28-298,MIL,,NYK,W (+24),0,23:42,5,9,.556,1,3,.333,2,2,1.000,2,2,4,1,0,2,1,4,13,10.2,-7
Bobby Portis,MIL,22,22,2023-12-07,28-300,MIL,,IND,L (-9),0,17:47,2,5,.400,0,1,.000,0,0,,4,2,6,1,0,1,1,2,4,4.3,-6
Bobby Portis,MIL,23,23,2023-12-11,28-304,MIL,,CHI,W (+4),0,24:51,7,11,.636,1,3,.333,2,2,1.000,2,5,7,0,0,0,1,3,17,12.8,-4
Bobby Portis,MIL,24,24,2023-12-13,28-306,MIL,,IND,W (+14),0,22:58,8,13,.615,3,4,.750,0,0,,1,1,2,2,0,0,0,2,19,14.7,+16
Bobby Portis,MIL,25,25,2023-12-16,28-309,MIL,,DET,W (+32),0,26:39,11,18,.611,4,7,.571,5,5,1.000,3,9,12,1,1,0,4,3,31,24.1,+24
Bobby Portis,MIL,26,26,2023-12-17,28-310,MIL,,HOU,W (+9),0,24:56,5,7,.714,1,2,.500,0,0,,4,2,6,0,0,0,0,3,11,10.3,+7
Bobby Portis,MIL,27,27,2023-12-19,28-312,MIL,,SAS,W (+13),0,26:19,10,16,.625,3,6,.500,0,0,,1,9,10,2,2,0,0,3,23,21.4,+4
Bobby Portis,MIL,28,28,2023-12-21,28-314,MIL,,ORL,W (+4),0,21:24,3,8,.375,0,2,.000,0,0,,5,3,8,1,1,1,0,1,6,8.0,-18
Bobby Portis,MIL,29,29,2023-12-23,28-316,MIL,@,NYK,W (+19),0,27:02,9,14,.643,3,4,.750,2,2,1.000,2,9,11,1,2,0,2,4,23,20.0,+17
Bobby Portis,MIL,30,30,2023-12-25,28-318,MIL,@,NYK,L (-7),0,30:37,5,11,.455,0,4,.000,2,2,1.000,5,4,9,0,0,0,3,4,12,6.4,-3
Bobby Portis,MIL,31,31,2023-12-27,28-320,MIL,@,BRK,W (+22),0,30:51,6,9,.667,2,3,.667,0,0,,0,6,6,4,2,1,1,1,14,16.0,+20
Bobby Portis,MIL,32,32,2023-12-29,28-322,MIL,@,CLE,W (+8),0,23:26,2,6,.333,1,2,.500,4,6,.667,1,4,5,1,1,0,0,3,9,7.2,-5
Bobby Portis,MIL,33,33,2024-01-01,28-325,MIL,,IND,L (-9),0,17:53,4,12,.333,0,4,.000,0,0,,1,4,5,0,0,1,0,4,8,2.2,-21
Bobby Portis,MIL,34,34,2024-01-03,28-327,MIL,@,IND,L (-12),0,20:19,4,10,.400,0,2,.000,1,2,.500,3,3,6,1,0,1,0,1,9,7.2,-1
Bobby Portis,MIL,35,35,2024-01-04,28-328,MIL,@,SAS,W (+4),0,20:44,2,6,.333,0,2,.000,1,2,.500,1,3,4,0,0,1,2,3,5,0.3,-8
Bobby Portis,MIL,36,36,2024-01-06,28-330,MIL,@,HOU,L (-4),0,16:52,2,5,.400,1,2,.500,1,2,.500,0,6,6,0,1,1,2,5,6,2.4,-13
Bobby Portis,MIL,37,37,2024-01-08,28-332,MIL,,UTA,L (-16),0,16:01,4,11,.364,0,2,.000,0,0,,1,2,3,0,0,0,0,4,8,1.6,-8
Bobby Portis,MIL,38,38,2024-01-11,28-335,MIL,,BOS,W (+33),0,21:47,11,18,.611,5,6,.833,1,2,.500,1,11,12,0,1,0,0,1,28,24.0,+15
Bobby Portis,MIL,39,39,2024-01-13,28-337,MIL,,GSW,W (+11),0,21:03,4,11,.364,2,4,.500,0,0,,0,8,8,0,0,0,1,5,10,3.3,+7
Bobby Portis,MIL,40,40,2024-01-14,28-338,MIL,,SAC,W (+1),0,25:33,9,11,.818,2,2,1.000,2,2,1.000,2,8,10,1,0,0,2,1,22,20.0,+10
Bobby Portis,MIL,41,41,2024-01-17,28-341,MIL,@,CLE,L (-40),0,21:11,6,11,.545,1,4,.250,3,4,.750,2,4,6,3,1,0,1,0,16,15.0,-8
Bobby Portis,MIL,42,42,2024-01-20,28-344,MIL,@,DET,W (+6),0,16:42,2,4,.500,0,0,,0,0,,0,3,3,0,0,0,0,0,4,2.9,-12
Bobby Portis,MIL,43,43,2024-01-22,28-346,MIL,@,DET,W (+9),0,25:15,2,5,.400,0,3,.000,3,4,.750,1,3,4,0,0,1,0,3,7,5.0,-13
Bobby Portis,MIL,44,44,2024-01-24,28-348,MIL,,CLE,W (+10),0,25:19,2,6,.333,0,1,.000,4,4,1.000,0,6,6,0,0,0,1,1,8,5.0,-4
Bobby Portis,MIL,45,45,2024-01-26,28-350,MIL,,CLE,L (-12),0,21:40,4,8,.500,3,3,1.000,1,2,.500,1,7,8,0,1,0,1,3,12,9.2,-3
Bobby Portis,MIL,46,46,2024-01-27,28-351,MIL,,NOP,W (+24),0,22:09,9,15,.600,2,5,.400,0,0,,1,6,7,2,1,0,1,6,20,14.6,+2
Bobby Portis,MIL,47,47,2024-01-29,28-353,MIL,@,DEN,L (-6),0,24:45,2,13,.154,2,6,.333,3,4,.750,2,10,12,2,0,0,0,3,9,4.9,-14
Bobby Portis,MIL,48,48,2024-01-31,28-355,MIL,@,POR,L (-3),0,22:04,5,7,.714,1,2,.500,0,0,,2,4,6,0,0,0,1,0,11,9.7,-11
Bobby Portis,MIL,49,49,2024-02-03,28-358,MIL,@,DAL,W (+12),0,31:11,4,10,.400,0,3,.000,4,5,.800,3,7,10,2,1,0,0,3,12,11.6,-3
Bobby Portis,MIL,50,50,2024-02-04,28-359,MIL,@,UTA,L (-15),1,36:21,11,20,.550,4,7,.571,1,1,1.000,1,6,7,0,3,0,1,2,27,21.1,-18
Bobby Portis,MIL,51,51,2024-02-06,28-361,MIL,@,PHO,L (-8),0,31:11,2,9,.222,1,4,.250,0,0,,3,6,9,2,4,1,1,1,5,8.1,+3
Bobby Portis,MIL,52,52,2024-02-08,28-363,MIL,,MIN,L (-24),0,29:12,5,12,.417,0,2,.000,2,2,1.000,4,5,9,3,1,0,3,3,12,8.8,-21
Bobby Portis,MIL,53,53,2024-02-09,28-364,MIL,,CHO,W (+36),0,20:59,7,14,.500,3,4,.750,1,1,1.000,2,5,7,1,1,0,1,3,18,13.4,+13
Pat Connaughton,MIL,1,1,2023-10-26,30-293,MIL,,PHI,W (+1),0,20:21,2,6,.333,1,4,.250,2,2,1.000,0,2,2,2,0,1,0,0,7,6.3,-5
Pat Connaughton,MIL,2,2,2023-10-29,30-296,MIL,,ATL,L (-17),0,23:19,2,9,.222,1,6,.167,0,0,,1,2,3,2,2,0,1,1,5,2.8,-15
Pat Connaughton,MIL,3,3,2023-10-30,30-297,MIL,,MIA,W (+8),0,22:31,3,5,.600,2,3,.667,0,0,,0,5,5,2,0,1,1,2,8,7.5,+5
Pat Connaughton,MIL,4,4,2023-11-01,30-299,MIL,@,TOR,L (-19),0,22:38,1,2,.500,0,1,.000,1,2,.500,0,2,2,1,0,0,1,1,3,1.5,-10
Pat Connaughton,MIL,5,5,2023-11-03,30-301,MIL,,NYK,W (+5),0,23:55,1,4,.250,0,2,.000,0,0,,2,0,2,2,1,0,1,2,2,1.6,-4
Pat Connaughton,MIL,6,6,2023-11-06,30-304,MIL,@,BRK,W (+4),0,19:29,4,7,.571,2,5,.400,0,0,,1,0,1,3,0,0,1,1,10,8.1,-1
Pat Connaughton,MIL,7,7,2023-11-08,30-306,MIL,,DET,W (+2),0,18:55,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,0,2,0.0,-4
Pat Connaughton,MIL,8,8,2023-11-09,30-307,MIL,@,IND,L (-2),0,24:38,3,6,.500,1,3,.333,1,1,1.000,0,2,2,4,1,0,0,0,8,9.4,+17
Pat Connaughton,MIL,9,9,2023-11-11,30-309,MIL,@,ORL,L (-15),0,15:37,1,3,.333,0,1,.000,1,2,.500,0,3,3,1,0,0,0,2,3,1.7,-11
Pat Connaughton,MIL,10,10,2023-11-13,30-311,MIL,,CHI,W (+9),0,28:44,1,3,.333,1,3,.333,3,3,1.000,1,7,8,5,1,0,0,4,6,10.0,+9
Pat Connaughton,MIL,11,11,2023-11-15,30-313,MIL,@,TOR,W (+16),0,22:28,1,3,.333,1,3,.333,0,0,,1,6,7,0,0,0,1,2,3,2.0,+10
Pat Connaughton,MIL,12,12,2023-11-17,30-315,MIL,@,CHO,W (+31),0,30:58,4,9,.444,3,6,.500,0,0,,1,6,7,3,0,0,1,0,11,9.9,+2
Pat Connaughton,MIL,13,13,2023-11-18,30-316,MIL,,DAL,W (+7),0,34:36,6,12,.500,4,9,.444,0,0,,2,3,5,3,2,0,2,1,16,14.0,+22
Pat Connaughton,MIL,14,14,2023-11-20,30-318,MIL,@,WAS,W (+13),0,26:22,1,2,.500,1,2,.500,0,0,,1,3,4,4,0,0,0,1,3,6.0,-4
Pat Connaughton,MIL,15,15,2023-11-22,30-320,MIL,@,BOS,L (-3),0,20:23,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,1,1,0,3,2.6,-9
Pat Connaughton,MIL,16,16,2023-11-24,30-322,MIL,,WAS,W (+3),0,26:40,1,5,.200,0,3,.000,0,2,.000,0,4,4,1,1,0,1,1,2,-0.4,+2
Pat Connaughton,MIL,17,17,2023-11-26,30-324,MIL,,POR,W (+6),0,19:37,2,4,.500,1,2,.500,0,0,,2,2,4,1,1,0,2,1,5,4.3,+4
Pat Connaughton,MIL,18,18,2023-11-28,30-326,MIL,@,MIA,W (+7),0,15:08,3,5,.600,1,3,.333,0,0,,0,1,1,1,0,0,0,0,7,5.7,-8
Pat Connaughton,MIL,19,,2023-11-30,30-328,MIL,@,CHI,L (-7),Inactive
Pat Connaughton,MIL,20,,2023-12-02,30-330,MIL,,ATL,W (+11),Inactive
Pat Connaughton,MIL,21,,2023-12-05,30-333,MIL,,NYK,W (+24),Inactive
Pat Connaughton,MIL,22,,2023-12-07,30-335,MIL,,IND,L (-9),Inactive
Pat Connaughton,MIL,23,,2023-12-11,30-339,MIL,,CHI,W (+4),Inactive
Pat Connaughton,MIL,24,,2023-12-13,30-341,MIL,,IND,W (+14),Inactive
Pat Connaughton,MIL,25,19,2023-12-16,30-344,MIL,,DET,W (+32),0,12:17,2,2,1.000,1,1,1.000,1,1,1.000,1,3,4,2,0,1,0,1,6,8.7,+28
Pat Connaughton,MIL,26,20,2023-12-17,30-345,MIL,,HOU,W (+9),0,17:06,2,4,.500,1,3,.333,0,0,,1,1,2,4,1,0,1,0,5,6.8,+12
Pat Connaughton,MIL,27,21,2023-12-19,30-347,MIL,,SAS,W (+13),0,18:13,1,8,.125,1,6,.167,0,0,,0,3,3,2,1,0,0,2,3,0.3,+5
Pat Connaughton,MIL,28,22,2023-12-21,30-349,MIL,,ORL,W (+4),0,20:58,3,6,.500,0,3,.000,2,2,1.000,2,6,8,2,0,0,0,4,8,8.0,-6
Pat Connaughton,MIL,29,23,2023-12-23,30-351,MIL,@,NYK,W (+19),0,22:08,3,6,.500,2,5,.400,0,0,,0,8,8,0,0,0,0,0,8,7.4,+7
Pat Connaughton,MIL,30,24,2023-12-25,30-353,MIL,@,NYK,L (-7),0,23:51,1,4,.250,1,4,.250,0,0,,4,3,7,1,1,0,0,3,3,4.8,-13
Pat Connaughton,MIL,31,25,2023-12-27,30-355,MIL,@,BRK,W (+22),0,18:03,1,3,.333,1,3,.333,0,0,,1,0,1,1,0,0,0,0,3,2.7,+14
Pat Connaughton,MIL,32,26,2023-12-29,30-357,MIL,@,CLE,W (+8),0,22:43,1,3,.333,1,3,.333,0,0,,0,1,1,3,0,0,1,0,3,2.7,+6
Pat Connaughton,MIL,33,27,2024-01-01,30-360,MIL,,IND,L (-9),0,23:39,1,3,.333,1,3,.333,0,0,,0,2,2,2,1,1,0,1,3,4.6,-22
Pat Connaughton,MIL,34,28,2024-01-03,30-362,MIL,@,IND,L (-12),0,14:11,1,3,.333,1,2,.500,0,0,,1,1,2,1,0,0,0,3,3,1.8,-4
Pat Connaughton,MIL,35,29,2024-01-04,30-363,MIL,@,SAS,W (+4),0,28:20,2,4,.500,2,4,.500,1,2,.500,1,5,6,0,1,0,3,0,7,4.8,+3
Pat Connaughton,MIL,36,30,2024-01-06,31-000,MIL,@,HOU,L (-4),0,18:59,3,5,.600,3,5,.600,0,0,,0,1,1,1,0,0,0,0,9,7.7,-13
Pat Connaughton,MIL,37,31,2024-01-08,31-002,MIL,,UTA,L (-16),0,21:53,2,3,.667,2,3,.667,0,0,,0,2,2,1,0,0,0,3,6,4.8,-12
Pat Connaughton,MIL,38,32,2024-01-11,31-005,MIL,,BOS,W (+33),0,21:15,1,1,1.000,0,0,,0,0,,1,0,1,3,0,0,0,3,2,3.3,+20
Pat Connaughton,MIL,39,33,2024-01-13,31-007,MIL,,GSW,W (+11),0,21:33,1,4,.250,1,3,.333,0,0,,0,2,2,2,1,1,0,1,3,3.9,+7
Pat Connaughton,MIL,40,34,2024-01-14,31-008,MIL,,SAC,W (+1),0,33:14,1,3,.333,1,3,.333,2,2,1.000,0,3,3,2,0,0,0,3,5,4.4,+5
Pat Connaughton,MIL,41,35,2024-01-17,31-011,MIL,@,CLE,L (-40),0,13:58,3,4,.750,2,3,.667,0,0,,0,1,1,1,0,1,0,0,8,8.1,-3
Pat Connaughton,MIL,42,36,2024-01-20,31-014,MIL,@,DET,W (+6),0,14:13,4,5,.800,2,3,.667,0,0,,0,4,4,1,0,0,1,1,10,8.6,-18
Pat Connaughton,MIL,43,37,2024-01-22,31-016,MIL,@,DET,W (+9),0,8:49,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,0.5,-9
Pat Connaughton,MIL,44,38,2024-01-24,31-018,MIL,,CLE,W (+10),0,17:27,2,4,.500,2,3,.667,0,0,,0,1,1,0,2,0,0,1,6,5.9,-4
Pat Connaughton,MIL,45,39,2024-01-26,31-020,MIL,,CLE,L (-12),0,13:58,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,2,6,3.9,+5
Pat Connaughton,MIL,46,40,2024-01-27,31-021,MIL,,NOP,W (+24),0,19:40,2,4,.500,1,3,.333,0,0,,2,1,3,4,1,0,1,1,5,7.1,+10
Pat Connaughton,MIL,47,41,2024-01-29,31-023,MIL,@,DEN,L (-6),0,15:42,1,2,.500,1,2,.500,4,4,1.000,0,1,1,3,0,1,1,0,7,8.1,-11
Pat Connaughton,MIL,48,42,2024-01-31,31-025,MIL,@,POR,L (-3),0,14:26,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,2,0,-0.5,-10
Pat Connaughton,MIL,49,43,2024-02-03,31-028,MIL,@,DAL,W (+12),0,18:18,1,6,.167,0,3,.000,0,0,,0,3,3,1,1,0,0,1,2,0.4,-10
