Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Points_Running_Avg,Rebounds_Running_Avg,Assists_Running_Avg,Steals_Running_Avg,Blocks_Running_Avg,Points_Diff,Rebounds_Diff,Assists_Diff,Steals_Diff,Blocks_Diff,Position
Dorian Finney-Smith,BRK,37,34.0,2024-01-07,30-248,BRK,,POR,L (-7),1,35:30,3.0,8.0,0.375,3.0,7.0,0.429,0.0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,1.0,3.0,9.0,7.1,5.0,10.0,5.261,1.478,0.652,0.609,-1.0,-0.261,0.522,0.348,-0.609,PF
Dorian Finney-Smith,BRK,38,35.0,2024-01-11,30-252,BRK,Away,CLE,L (-9),1,14:14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,-2.2,-17.0,9.583,5.042,1.417,0.625,0.625,-9.583,-5.042,-1.417,-0.625,0.375,PF
Dorian Finney-Smith,BRK,39,36.0,2024-01-15,30-256,BRK,,MIA,L (-1),1,28:20,1.0,6.0,0.167,1.0,5.0,0.2,2.0,2.0,1.0,2.0,5.0,7.0,2.0,0.0,2.0,0.0,0.0,5.0,6.9,-5.0,9.4,5.12,1.44,0.6,0.68,-4.4,1.88,0.56,-0.6,1.32,PF
Dorian Finney-Smith,BRK,40,37.0,2024-01-17,30-258,BRK,Away,POR,L (-2),1,32:01,2.0,5.0,0.4,1.0,4.0,0.25,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,0.0,1.0,1.0,7.0,7.5,-7.0,9.308,5.115,1.423,0.654,0.654,-2.308,-0.115,-0.423,1.346,-0.654,PF
Dorian Finney-Smith,BRK,41,38.0,2024-01-19,30-260,BRK,Away,LAL,W (+18),1,28:01,1.0,8.0,0.125,0.0,5.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,0.5,19.0,9.074,5.074,1.407,0.667,0.704,-6.074,-1.074,-0.407,0.333,1.296,PF
Dorian Finney-Smith,BRK,42,39.0,2024-01-21,30-262,BRK,Away,LAC,L (-11),1,26:57,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,1.0,1.0,2.0,0.0,-1.9,-10.0,8.75,5.214,1.357,0.643,0.714,-8.75,3.786,-1.357,-0.643,0.286,PF
Dorian Finney-Smith,BRK,43,40.0,2024-01-23,30-264,BRK,,NYK,L (-5),1,36:49,2.0,10.0,0.2,1.0,7.0,0.143,0.0,0.0,,2.0,0.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,3.6,4.0,8.621,5.103,1.552,0.655,0.724,-3.621,-3.103,5.448,0.345,0.276,PF
Dorian Finney-Smith,BRK,44,41.0,2024-01-25,30-266,BRK,,MIN,L (-2),1,35:46,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,6.2,1.0,8.6,5.0,1.567,0.633,0.7,-0.6,-3.0,0.433,-0.633,-0.7,PF
Dorian Finney-Smith,BRK,45,42.0,2024-01-27,30-268,BRK,,HOU,W (+2),1,30:35,7.0,12.0,0.583,4.0,8.0,0.5,1.0,4.0,0.25,0.0,7.0,7.0,3.0,2.0,2.0,3.0,2.0,19.0,16.0,20.0,8.935,5.065,1.613,0.677,0.742,10.065,1.935,1.387,1.323,1.258,PF
Dorian Finney-Smith,BRK,52,43.0,2024-02-10,30-282,BRK,,SAS,W (+20),1,20:29,1.0,4.0,0.25,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,6.0,3.0,2.5,4.0,8.75,5.0,1.656,0.688,0.75,-5.75,-2.0,1.344,0.312,0.25,PF
Dorian Finney-Smith,BRK,53,44.0,2024-02-13,30-285,BRK,,BOS,L (-8),1,18:40,1.0,2.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,4.2,-15.0,8.576,4.909,1.636,0.697,0.758,-5.576,-2.909,-0.636,0.303,0.242,PF
Dorian Finney-Smith,BRK,54,45.0,2024-02-14,30-286,BRK,Away,BOS,L (-50),1,14:20,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.5,-15.0,8.441,4.794,1.588,0.676,0.735,-4.441,-3.794,-1.588,-0.676,-0.735,PF
Ben Simmons,BRK,1,1.0,2023-10-25,27-097,BRK,,CLE,L (-1),1,22:59,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,,1.0,9.0,10.0,9.0,0.0,1.0,2.0,2.0,4.0,8.2,-6.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PG
Ben Simmons,BRK,2,2.0,2023-10-27,27-099,BRK,Away,DAL,L (-5),1,32:28,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,8.0,2.0,2.0,2.0,3.0,10.0,16.8,0.0,7.0,10.0,8.5,1.0,1.5,3.0,0.0,-0.5,1.0,0.5,PG
Ben Simmons,BRK,3,3.0,2023-10-30,27-102,BRK,Away,CHO,W (+12),1,35:17,5.0,6.0,0.833,0.0,0.0,,1.0,2.0,0.5,3.0,7.0,10.0,8.0,0.0,1.0,2.0,1.0,11.0,16.5,3.0,8.333,10.0,8.333,0.667,1.333,2.667,0.0,-0.333,-0.667,-0.333,PG
Ben Simmons,BRK,4,4.0,2023-11-01,27-104,BRK,Away,MIA,W (+4),1,33:49,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,0.0,2.0,9.0,11.0,5.0,0.0,1.0,4.0,4.0,4.0,3.2,-9.0,7.25,10.25,7.5,0.5,1.25,-3.25,0.75,-2.5,-0.5,-0.25,PG
Ben Simmons,BRK,5,5.0,2023-11-03,27-106,BRK,Away,CHI,W (+2),1,32:44,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,,3.0,6.0,9.0,6.0,1.0,0.0,4.0,3.0,8.0,7.9,-9.0,7.4,10.0,7.2,0.6,1.0,0.6,-1.0,-1.2,0.4,-1.0,PG
Ben Simmons,BRK,7,6.0,2023-11-06,27-109,BRK,,MIL,L (-4),1,33:22,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,3.0,12.0,15.0,4.0,0.0,0.0,1.0,3.0,2.0,6.6,-12.0,6.5,10.833,6.667,0.5,0.833,-4.5,4.167,-2.667,-0.5,-0.833,PG
Ben Simmons,BRK,50,9.0,2024-02-06,27-201,BRK,,DAL,L (-12),1,20:16,4.0,7.0,0.571,0.0,0.0,,1.0,2.0,0.5,4.0,5.0,9.0,7.0,1.0,0.0,2.0,2.0,9.0,12.7,1.0,6.857,10.571,6.714,0.571,0.714,2.143,-1.571,0.286,0.429,-0.714,PG
Ben Simmons,BRK,51,10.0,2024-02-08,27-203,BRK,,CLE,L (-23),1,19:52,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,6.0,4.7,-26.0,6.75,9.375,6.125,0.625,0.625,-0.75,-8.375,-4.125,0.375,-0.625,PG
Ben Simmons,BRK,52,11.0,2024-02-10,27-205,BRK,,SAS,W (+20),1,21:30,6.0,7.0,0.857,0.0,0.0,,1.0,2.0,0.5,0.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,13.0,14.1,10.0,7.444,8.667,6.0,0.889,0.778,5.556,-5.667,-1.0,2.111,1.222,PG
Ben Simmons,BRK,53,12.0,2024-02-13,27-208,BRK,,BOS,L (-8),1,24:05,1.0,5.0,0.2,0.0,0.0,,3.0,6.0,0.5,1.0,5.0,6.0,8.0,0.0,0.0,1.0,4.0,5.0,5.9,-3.0,7.2,8.4,6.2,0.8,0.7,-2.2,-2.4,1.8,-0.8,-0.7,PG
Dennis Schröder,BRK,1,1.0,2023-10-25,30-040,TOR,,MIN,W (+3),1,32:33,8.0,17.0,0.471,4.0,8.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,2.0,1.0,22.0,17.1,10.0,22.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG
Dennis Schröder,BRK,1,1.0,2023-10-25,30-040,TOR,,MIN,W (+3),1,32:33,8.0,17.0,0.471,4.0,8.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,2.0,1.0,22.0,17.1,10.0,22.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG
Dennis Schröder,BRK,2,2.0,2023-10-27,30-042,TOR,Away,CHI,L (-1),1,35:19,3.0,11.0,0.273,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,2.0,10.0,0.0,0.0,2.0,1.0,10.0,8.3,-6.0,16.0,2.5,8.5,0.0,0.0,-6.0,-0.5,1.5,0.0,0.0,PG
Dennis Schröder,BRK,2,2.0,2023-10-27,30-042,TOR,Away,CHI,L (-1),1,35:19,3.0,11.0,0.273,2.0,5.0,0.4,2.0,3.0,0.667,0.0,2.0,2.0,10.0,0.0,0.0,2.0,1.0,10.0,8.3,-6.0,16.0,2.5,8.5,0.0,0.0,-6.0,-0.5,1.5,0.0,0.0,PG
Dennis Schröder,BRK,3,3.0,2023-10-28,30-043,TOR,,PHI,L (-7),1,35:17,5.0,14.0,0.357,4.0,6.0,0.667,1.0,2.0,0.5,3.0,1.0,4.0,10.0,2.0,0.0,1.0,1.0,15.0,16.8,-5.0,15.667,3.0,9.0,0.667,0.0,-0.667,1.0,1.0,1.333,0.0,PG
Dennis Schröder,BRK,3,3.0,2023-10-28,30-043,TOR,,PHI,L (-7),1,35:17,5.0,14.0,0.357,4.0,6.0,0.667,1.0,2.0,0.5,3.0,1.0,4.0,10.0,2.0,0.0,1.0,1.0,15.0,16.8,-5.0,15.667,3.0,9.0,0.667,0.0,-0.667,1.0,1.0,1.333,0.0,PG
Dennis Schröder,BRK,4,4.0,2023-10-30,30-045,TOR,,POR,L (-8),1,32:00,4.0,10.0,0.4,1.0,3.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,10.0,10.1,1.0,14.25,2.5,8.75,0.75,0.0,-4.25,-1.5,-0.75,0.25,0.0,PG
Dennis Schröder,BRK,4,4.0,2023-10-30,30-045,TOR,,POR,L (-8),1,32:00,4.0,10.0,0.4,1.0,3.0,0.333,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,10.0,10.1,1.0,14.25,2.5,8.75,0.75,0.0,-4.25,-1.5,-0.75,0.25,0.0,PG
Dennis Schröder,BRK,5,5.0,2023-11-01,30-047,TOR,,MIL,W (+19),1,28:36,9.0,13.0,0.692,2.0,4.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,11.0,1.0,0.0,2.0,2.0,24.0,26.0,21.0,16.2,2.8,9.2,0.8,0.0,7.8,1.2,1.8,0.2,0.0,PG
Dennis Schröder,BRK,5,5.0,2023-11-01,30-047,TOR,,MIL,W (+19),1,28:36,9.0,13.0,0.692,2.0,4.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,11.0,1.0,0.0,2.0,2.0,24.0,26.0,21.0,16.2,2.8,9.2,0.8,0.0,7.8,1.2,1.8,0.2,0.0,PG
Dennis Schröder,BRK,6,6.0,2023-11-02,30-048,TOR,Away,PHI,L (-15),1,31:25,4.0,9.0,0.444,1.0,2.0,0.5,4.0,6.0,0.667,0.0,3.0,3.0,10.0,1.0,0.0,3.0,0.0,13.0,13.4,-7.0,15.667,2.833,9.333,0.833,0.0,-2.667,0.167,0.667,0.167,0.0,PG
Dennis Schröder,BRK,6,6.0,2023-11-02,30-048,TOR,Away,PHI,L (-15),1,31:25,4.0,9.0,0.444,1.0,2.0,0.5,4.0,6.0,0.667,0.0,3.0,3.0,10.0,1.0,0.0,3.0,0.0,13.0,13.4,-7.0,15.667,2.833,9.333,0.833,0.0,-2.667,0.167,0.667,0.167,0.0,PG
Dennis Schröder,BRK,7,7.0,2023-11-05,30-051,TOR,Away,SAS,W (+7),1,38:03,10.0,19.0,0.526,1.0,8.0,0.125,3.0,4.0,0.75,2.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,24.0,20.5,1.0,16.857,2.857,8.857,1.0,0.143,7.143,0.143,-2.857,1.0,0.857,PG
Dennis Schröder,BRK,7,7.0,2023-11-05,30-051,TOR,Away,SAS,W (+7),1,38:03,10.0,19.0,0.526,1.0,8.0,0.125,3.0,4.0,0.75,2.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,24.0,20.5,1.0,16.857,2.857,8.857,1.0,0.143,7.143,0.143,-2.857,1.0,0.857,PG
Dennis Schröder,BRK,8,8.0,2023-11-08,30-054,TOR,Away,DAL,W (+11),1,29:43,7.0,13.0,0.538,1.0,4.0,0.25,3.0,4.0,0.75,0.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,18.0,14.5,1.0,17.0,2.75,8.375,1.125,0.25,1.0,-0.75,-3.375,0.875,0.75,PG
Dennis Schröder,BRK,8,8.0,2023-11-08,30-054,TOR,Away,DAL,W (+11),1,29:43,7.0,13.0,0.538,1.0,4.0,0.25,3.0,4.0,0.75,0.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,18.0,14.5,1.0,17.0,2.75,8.375,1.125,0.25,1.0,-0.75,-3.375,0.875,0.75,PG
Dennis Schröder,BRK,9,9.0,2023-11-11,30-057,TOR,Away,BOS,L (-23),1,25:19,3.0,7.0,0.429,1.0,3.0,0.333,7.0,7.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,14.0,12.2,-2.0,16.667,2.556,7.889,1.111,0.222,-2.667,-1.556,-3.889,-0.111,-0.222,PG
Dennis Schröder,BRK,9,9.0,2023-11-11,30-057,TOR,Away,BOS,L (-23),1,25:19,3.0,7.0,0.429,1.0,3.0,0.333,7.0,7.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,14.0,12.2,-2.0,16.667,2.556,7.889,1.111,0.222,-2.667,-1.556,-3.889,-0.111,-0.222,PG
Dennis Schröder,BRK,10,10.0,2023-11-13,30-059,TOR,,WAS,W (+4),1,34:54,1.0,12.0,0.083,0.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,2.0,4.0,-2.0,2.0,15.4,2.7,7.7,1.0,0.2,-11.4,1.3,-1.7,-1.0,-0.2,PG
Dennis Schröder,BRK,10,10.0,2023-11-13,30-059,TOR,,WAS,W (+4),1,34:54,1.0,12.0,0.083,0.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,2.0,4.0,-2.0,2.0,15.4,2.7,7.7,1.0,0.2,-11.4,1.3,-1.7,-1.0,-0.2,PG
Dennis Schröder,BRK,11,11.0,2023-11-15,30-061,TOR,,MIL,L (-16),1,22:32,2.0,9.0,0.222,1.0,4.0,0.25,4.0,4.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,2.0,3.0,9.0,6.7,-29.0,14.818,2.727,7.455,1.091,0.182,-5.818,0.273,-2.455,0.909,-0.182,PG
Dennis Schröder,BRK,11,11.0,2023-11-15,30-061,TOR,,MIL,L (-16),1,22:32,2.0,9.0,0.222,1.0,4.0,0.25,4.0,4.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,2.0,3.0,9.0,6.7,-29.0,14.818,2.727,7.455,1.091,0.182,-5.818,0.273,-2.455,0.909,-0.182,PG
Dennis Schröder,BRK,12,12.0,2023-11-17,30-063,TOR,,BOS,L (-3),1,35:03,9.0,19.0,0.474,5.0,11.0,0.455,0.0,0.0,,0.0,7.0,7.0,6.0,0.0,0.0,2.0,2.0,23.0,16.8,1.0,15.5,3.083,7.333,1.0,0.167,7.5,3.917,-1.333,-1.0,-0.167,PG
Dennis Schröder,BRK,12,12.0,2023-11-17,30-063,TOR,,BOS,L (-3),1,35:03,9.0,19.0,0.474,5.0,11.0,0.455,0.0,0.0,,0.0,7.0,7.0,6.0,0.0,0.0,2.0,2.0,23.0,16.8,1.0,15.5,3.083,7.333,1.0,0.167,7.5,3.917,-1.333,-1.0,-0.167,PG
Dennis Schröder,BRK,13,13.0,2023-11-19,30-065,TOR,,DET,W (+29),1,26:23,8.0,15.0,0.533,0.0,4.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,17.0,15.8,19.0,15.615,3.0,7.308,1.0,0.154,1.385,-1.0,-0.308,0.0,-0.154,PG
Dennis Schröder,BRK,13,13.0,2023-11-19,30-065,TOR,,DET,W (+29),1,26:23,8.0,15.0,0.533,0.0,4.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,17.0,15.8,19.0,15.615,3.0,7.308,1.0,0.154,1.385,-1.0,-0.308,0.0,-0.154,PG
Dennis Schröder,BRK,14,14.0,2023-11-21,30-067,TOR,Away,ORL,L (-19),1,27:16,8.0,13.0,0.615,4.0,4.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,24.0,16.3,-11.0,16.214,2.857,6.857,0.929,0.143,7.786,-1.857,-5.857,-0.929,-0.143,PG
Dennis Schröder,BRK,14,14.0,2023-11-21,30-067,TOR,Away,ORL,L (-19),1,27:16,8.0,13.0,0.615,4.0,4.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,24.0,16.3,-11.0,16.214,2.857,6.857,0.929,0.143,7.786,-1.857,-5.857,-0.929,-0.143,PG
Dennis Schröder,BRK,15,15.0,2023-11-22,30-068,TOR,Away,IND,W (+1),1,31:32,10.0,16.0,0.625,2.0,5.0,0.4,4.0,4.0,1.0,0.0,6.0,6.0,5.0,1.0,0.0,4.0,3.0,26.0,19.9,-2.0,16.867,3.067,6.733,0.933,0.133,9.133,2.933,-1.733,0.067,-0.133,PG
Dennis Schröder,BRK,15,15.0,2023-11-22,30-068,TOR,Away,IND,W (+1),1,31:32,10.0,16.0,0.625,2.0,5.0,0.4,4.0,4.0,1.0,0.0,6.0,6.0,5.0,1.0,0.0,4.0,3.0,26.0,19.9,-2.0,16.867,3.067,6.733,0.933,0.133,9.133,2.933,-1.733,0.067,-0.133,PG
Dennis Schröder,BRK,16,16.0,2023-11-24,30-070,TOR,,CHI,W (+13),1,33:56,6.0,16.0,0.375,1.0,9.0,0.111,4.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,17.0,7.9,9.0,16.875,2.875,6.625,0.875,0.125,0.125,-2.875,-1.625,-0.875,-0.125,PG
Dennis Schröder,BRK,16,16.0,2023-11-24,30-070,TOR,,CHI,W (+13),1,33:56,6.0,16.0,0.375,1.0,9.0,0.111,4.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,17.0,7.9,9.0,16.875,2.875,6.625,0.875,0.125,0.125,-2.875,-1.625,-0.875,-0.125,PG
Dennis Schröder,BRK,17,17.0,2023-11-26,30-072,TOR,Away,CLE,L (-3),1,29:21,5.0,11.0,0.455,2.0,5.0,0.4,3.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0,15.0,11.7,10.0,16.765,2.824,6.471,0.941,0.118,-1.765,-0.824,-2.471,1.059,-0.118,PG
Dennis Schröder,BRK,17,17.0,2023-11-26,30-072,TOR,Away,CLE,L (-3),1,29:21,5.0,11.0,0.455,2.0,5.0,0.4,3.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0,15.0,11.7,10.0,16.765,2.824,6.471,0.941,0.118,-1.765,-0.824,-2.471,1.059,-0.118,PG
Dennis Schröder,BRK,18,18.0,2023-11-28,30-074,TOR,Away,BRK,L (-12),1,32:01,5.0,15.0,0.333,2.0,5.0,0.4,2.0,3.0,0.667,1.0,4.0,5.0,9.0,1.0,0.0,0.0,3.0,14.0,13.1,-2.0,16.611,2.944,6.611,0.944,0.111,-2.611,2.056,2.389,0.056,-0.111,PG
Dennis Schröder,BRK,18,18.0,2023-11-28,30-074,TOR,Away,BRK,L (-12),1,32:01,5.0,15.0,0.333,2.0,5.0,0.4,2.0,3.0,0.667,1.0,4.0,5.0,9.0,1.0,0.0,0.0,3.0,14.0,13.1,-2.0,16.611,2.944,6.611,0.944,0.111,-2.611,2.056,2.389,0.056,-0.111,PG
Dennis Schröder,BRK,19,19.0,2023-11-29,30-075,TOR,,PHO,W (+7),1,33:41,3.0,11.0,0.273,1.0,2.0,0.5,1.0,1.0,1.0,1.0,5.0,6.0,12.0,1.0,0.0,0.0,2.0,8.0,12.3,-2.0,16.158,3.105,6.895,0.947,0.105,-8.158,2.895,5.105,0.053,-0.105,PG
Dennis Schröder,BRK,19,19.0,2023-11-29,30-075,TOR,,PHO,W (+7),1,33:41,3.0,11.0,0.273,1.0,2.0,0.5,1.0,1.0,1.0,1.0,5.0,6.0,12.0,1.0,0.0,0.0,2.0,8.0,12.3,-2.0,16.158,3.105,6.895,0.947,0.105,-8.158,2.895,5.105,0.053,-0.105,PG
Dennis Schröder,BRK,20,20.0,2023-12-01,30-077,TOR,,NYK,L (-13),1,36:55,3.0,10.0,0.3,1.0,6.0,0.167,3.0,4.0,0.75,0.0,1.0,1.0,9.0,0.0,0.0,2.0,1.0,10.0,8.0,-10.0,15.85,3.0,7.0,0.9,0.1,-5.85,-2.0,2.0,-0.9,-0.1,PG
Dennis Schröder,BRK,20,20.0,2023-12-01,30-077,TOR,,NYK,L (-13),1,36:55,3.0,10.0,0.3,1.0,6.0,0.167,3.0,4.0,0.75,0.0,1.0,1.0,9.0,0.0,0.0,2.0,1.0,10.0,8.0,-10.0,15.85,3.0,7.0,0.9,0.1,-5.85,-2.0,2.0,-0.9,-0.1,PG
Dennis Schröder,BRK,21,21.0,2023-12-06,30-082,TOR,,MIA,L (-9),1,34:36,4.0,18.0,0.222,1.0,5.0,0.2,0.0,0.0,,2.0,3.0,5.0,5.0,0.0,0.0,3.0,5.0,9.0,-1.2,-6.0,15.524,3.095,6.905,0.857,0.095,-6.524,1.905,-1.905,-0.857,-0.095,PG
Dennis Schröder,BRK,21,21.0,2023-12-06,30-082,TOR,,MIA,L (-9),1,34:36,4.0,18.0,0.222,1.0,5.0,0.2,0.0,0.0,,2.0,3.0,5.0,5.0,0.0,0.0,3.0,5.0,9.0,-1.2,-6.0,15.524,3.095,6.905,0.857,0.095,-6.524,1.905,-1.905,-0.857,-0.095,PG
Dennis Schröder,BRK,22,22.0,2023-12-08,30-084,TOR,Away,CHO,L (-3),1,29:56,3.0,10.0,0.3,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,4.0,7.0,2.4,-9.0,15.136,3.0,6.818,0.864,0.091,-8.136,-2.0,-1.818,0.136,-0.091,PG
Dennis Schröder,BRK,22,22.0,2023-12-08,30-084,TOR,Away,CHO,L (-3),1,29:56,3.0,10.0,0.3,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,4.0,7.0,2.4,-9.0,15.136,3.0,6.818,0.864,0.091,-8.136,-2.0,-1.818,0.136,-0.091,PG
Dennis Schröder,BRK,23,23.0,2023-12-11,30-087,TOR,Away,NYK,L (-6),1,33:21,6.0,12.0,0.5,2.0,4.0,0.5,6.0,7.0,0.857,0.0,2.0,2.0,10.0,4.0,0.0,0.0,2.0,20.0,24.4,-5.0,15.348,2.957,6.957,1.0,0.087,4.652,-0.957,3.043,3.0,-0.087,PG
Dennis Schröder,BRK,23,23.0,2023-12-11,30-087,TOR,Away,NYK,L (-6),1,33:21,6.0,12.0,0.5,2.0,4.0,0.5,6.0,7.0,0.857,0.0,2.0,2.0,10.0,4.0,0.0,0.0,2.0,20.0,24.4,-5.0,15.348,2.957,6.957,1.0,0.087,4.652,-0.957,3.043,3.0,-0.087,PG
Dennis Schröder,BRK,24,24.0,2023-12-13,30-089,TOR,,ATL,W (+7),1,36:55,5.0,11.0,0.455,3.0,4.0,0.75,4.0,4.0,1.0,0.0,3.0,3.0,7.0,1.0,1.0,2.0,5.0,17.0,14.8,15.0,15.417,2.958,6.958,1.0,0.125,1.583,0.042,0.042,0.0,0.875,PG
Dennis Schröder,BRK,24,24.0,2023-12-13,30-089,TOR,,ATL,W (+7),1,36:55,5.0,11.0,0.455,3.0,4.0,0.75,4.0,4.0,1.0,0.0,3.0,3.0,7.0,1.0,1.0,2.0,5.0,17.0,14.8,15.0,15.417,2.958,6.958,1.0,0.125,1.583,0.042,0.042,0.0,0.875,PG
Dennis Schröder,BRK,25,25.0,2023-12-15,30-091,TOR,,ATL,L (-21),1,31:14,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0,6.0,4.7,-20.0,15.04,2.92,6.84,1.04,0.12,-9.04,-0.92,-2.84,0.96,-0.12,PG
Dennis Schröder,BRK,25,25.0,2023-12-15,30-091,TOR,,ATL,L (-21),1,31:14,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,2.0,0.0,1.0,5.0,6.0,4.7,-20.0,15.04,2.92,6.84,1.04,0.12,-9.04,-0.92,-2.84,0.96,-0.12,PG
Dennis Schröder,BRK,26,26.0,2023-12-18,30-094,TOR,,CHO,W (+15),1,34:12,4.0,6.0,0.667,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,13.0,10.1,12.0,14.962,2.808,6.769,1.0,0.115,-1.962,-2.808,-1.769,-1.0,-0.115,PG
Dennis Schröder,BRK,26,26.0,2023-12-18,30-094,TOR,,CHO,W (+15),1,34:12,4.0,6.0,0.667,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,13.0,10.1,12.0,14.962,2.808,6.769,1.0,0.115,-1.962,-2.808,-1.769,-1.0,-0.115,PG
Dennis Schröder,BRK,27,27.0,2023-12-20,30-096,TOR,,DEN,L (-9),1,30:50,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,7.0,1.0,0.0,2.0,2.0,7.0,6.3,-17.0,14.667,2.778,6.778,1.0,0.111,-7.667,-0.778,0.222,0.0,-0.111,PG
Dennis Schröder,BRK,27,27.0,2023-12-20,30-096,TOR,,DEN,L (-9),1,30:50,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,7.0,1.0,0.0,2.0,2.0,7.0,6.3,-17.0,14.667,2.778,6.778,1.0,0.111,-7.667,-0.778,0.222,0.0,-0.111,PG
Dennis Schröder,BRK,28,28.0,2023-12-22,30-098,TOR,Away,PHI,L (-10),1,34:05,2.0,8.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,6.0,8.7,-16.0,14.357,2.786,6.75,1.036,0.107,-8.357,0.214,-0.75,0.964,-0.107,PG
Dennis Schröder,BRK,28,28.0,2023-12-22,30-098,TOR,Away,PHI,L (-10),1,34:05,2.0,8.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,6.0,8.7,-16.0,14.357,2.786,6.75,1.036,0.107,-8.357,0.214,-0.75,0.964,-0.107,PG
