Player,Tm,PTS,Points_Running_Avg,player_points_line,Date
Wendell Carter Jr.,ORL,20,9.231,11.5,1/26/24
Wendell Carter Jr.,ORL,9,9.214,13.5,1/28/24
Markelle Fultz,ORL,10,11.286,10.5,1/26/24
Markelle Fultz,ORL,14,11.625,10.5,1/28/24
Goga Bitadze,ORL,2,8.308,8.5,1/9/24
Goga Bitadze,ORL,3,7.897,6.5,1/15/24
Tyrese Maxey,PHI,35,26.115,24.5,12/20/23
Tyrese Maxey,PHI,33,26.37,26.5,12/22/23
Tyrese Maxey,PHI,12,25.857,31.5,12/25/23
Tyrese Maxey,PHI,23,25.759,29.5,12/27/23
Tyrese Maxey,PHI,42,26.3,27.5,12/29/23
Tyrese Maxey,PHI,21,25.938,25.5,1/2/24
Tyrese Maxey,PHI,27,25.97,25.5,1/5/24
Tyrese Maxey,PHI,25,25.941,25.5,1/6/24
Tyrese Maxey,PHI,35,26.2,32.5,1/10/24
Tyrese Maxey,PHI,21,26.056,31.5,1/12/24
Tyrese Maxey,PHI,25,26.053,25.5,1/16/24
Tyrese Maxey,PHI,32,26.205,25.5,1/19/24
Tyrese Maxey,PHI,16,25.95,26.5,1/20/24
Tyrese Maxey,PHI,18,25.756,26.5,1/22/24
Tyrese Maxey,PHI,22,25.667,28.5,1/25/24
Joel Embiid,PHI,51,35.125,33.5,12/20/23
Joel Embiid,PHI,31,34.96,35.5,12/22/23
Joel Embiid,PHI,31,34.808,34.5,1/2/24
Joel Embiid,PHI,30,34.63,34.5,1/5/24
Joel Embiid,PHI,41,34.857,32.5,1/15/24
Joel Embiid,PHI,41,35.069,32.5,1/16/24
Joel Embiid,PHI,36,35.1,33.5,1/19/24
Joel Embiid,PHI,33,35.032,34.5,1/20/24
Joel Embiid,PHI,70,36.125,34.5,1/22/24
Joel Embiid,PHI,31,35.97,36.5,1/25/24
Tobias Harris,PHI,33,16.607,13.5,12/22/23
Tobias Harris,PHI,27,16.966,18.5,12/25/23
Tobias Harris,PHI,22,17.133,20.5,12/27/23
Tobias Harris,PHI,22,17.29,21.5,12/29/23
Tobias Harris,PHI,20,17.303,17.5,1/2/24
Tobias Harris,PHI,5,16.941,17.5,1/5/24
Tobias Harris,PHI,32,17.371,20.5,1/10/24
Tobias Harris,PHI,37,17.917,22.5,1/12/24
Tobias Harris,PHI,24,17.868,16.5,1/16/24
Tobias Harris,PHI,12,17.718,16.5,1/19/24
Tobias Harris,PHI,21,17.8,16.5,1/20/24
Tobias Harris,PHI,14,17.707,16.5,1/22/24
De'Anthony Melton,PHI,15,11.714,12.5,12/25/23
De'Anthony Melton,PHI,22,12.069,12.5,12/27/23
De'Anthony Melton,PHI,15,12.167,14.5,12/29/23
Kelly Oubre Jr.,PHI,25,14.125,15.5,12/25/23
Kelly Oubre Jr.,PHI,4,13,16.5,12/27/23
Kelly Oubre Jr.,PHI,15,13.471,11.5,1/19/24
Kelly Oubre Jr.,PHI,5,13,12.5,1/20/24
Nicolas Batum,PHI,3,5.909,,1/19/24
Nicolas Batum,PHI,9,6.043,,1/20/24
Nicolas Batum,PHI,5,6,,1/22/24
Kevin Durant,PHO,40,31,29.5,12/19/23
Kevin Durant,PHO,28,30.875,30.5,12/22/23
Kevin Durant,PHO,16,30.28,31.5,12/25/23
Kevin Durant,PHO,27,30.154,28.5,12/27/23
Kevin Durant,PHO,21,29.815,27.5,12/29/23
Kevin Durant,PHO,31,29.857,25.5,12/31/23
Kevin Durant,PHO,18,29.258,25.5,1/11/24
Kevin Durant,PHO,21,29,25.5,1/14/24
Kevin Durant,PHO,27,28.939,26.5,1/16/24
Kevin Durant,PHO,26,28.853,25.5,1/19/24
Kevin Durant,PHO,40,29.171,27.5,1/21/24
Kevin Durant,PHO,43,29.556,26.5,1/22/24
Kevin Durant,PHO,12,29.081,29.5,1/24/24
Kevin Durant,PHO,20,28.842,28.5,1/26/24
Kevin Durant,PHO,15,28.487,27.5,1/28/24
Kevin Durant,PHO,20,28.275,23.5,1/29/24
Devin Booker,PHO,26,27.944,28.5,12/19/23
Devin Booker,PHO,24,27.737,29.5,12/22/23
Devin Booker,PHO,20,27.35,30.5,12/25/23
Devin Booker,PHO,20,27,26.5,12/27/23
Devin Booker,PHO,35,27.364,26.5,12/29/23
Devin Booker,PHO,21,27.087,26.5,12/31/23
Devin Booker,PHO,35,26.72,27.5,1/3/24
Devin Booker,PHO,20,26.462,26.5,1/5/24
Devin Booker,PHO,24,26.37,26.5,1/7/24
Devin Booker,PHO,31,26.31,24.5,1/11/24
Devin Booker,PHO,34,26.567,24.5,1/14/24
Devin Booker,PHO,16,26.226,26.5,1/16/24
Devin Booker,PHO,52,27.031,24.5,1/19/24
Devin Booker,PHO,26,27,27.5,1/21/24
Devin Booker,PHO,16,26.676,26.5,1/22/24
Devin Booker,PHO,46,27.229,27.5,1/24/24
Devin Booker,PHO,62,28.194,28.5,1/26/24
Devin Booker,PHO,44,28.622,30.5,1/28/24
Devin Booker,PHO,22,28.447,30.5,1/29/24
Bradley Beal,PHO,21,16.1,20.5,1/3/24
Bradley Beal,PHO,25,16.909,20.5,1/5/24
Bradley Beal,PHO,37,17.857,17.5,1/11/24
Bradley Beal,PHO,23,18.2,18.5,1/14/24
Bradley Beal,PHO,13,17.875,20.5,1/16/24
Bradley Beal,PHO,13,17.588,18.5,1/19/24
Bradley Beal,PHO,25,18,18.5,1/21/24
Bradley Beal,PHO,18,18,18.5,1/22/24
Bradley Beal,PHO,20,18.1,18.5,1/24/24
Bradley Beal,PHO,12,17.81,19.5,1/26/24
Bradley Beal,PHO,9,17.409,17.5,1/28/24
Bradley Beal,PHO,19,17.478,17.5,1/29/24
Grayson Allen,PHO,11,12.227,11.5,12/19/23
Grayson Allen,PHO,11,12.174,12.5,12/22/23
Grayson Allen,PHO,32,13,12.5,12/25/23
Grayson Allen,PHO,10,12.966,12.5,1/3/24
Grayson Allen,PHO,31,13.567,11.5,1/5/24
Grayson Allen,PHO,5,13.212,12.5,1/11/24
Grayson Allen,PHO,20,13.412,12.5,1/14/24
Grayson Allen,PHO,29,13.857,12.5,1/16/24
Grayson Allen,PHO,12,13.806,12.5,1/19/24
Grayson Allen,PHO,13,13.784,13.5,1/21/24
Grayson Allen,PHO,9,13.658,12.5,1/22/24
Grayson Allen,PHO,15,13.692,11.5,1/24/24
Grayson Allen,PHO,11,13.625,12.5,1/26/24
Grayson Allen,PHO,3,13.238,11.5,1/29/24
Eric Gordon,PHO,14,15.167,11.5,12/25/23
Drew Eubanks,PHO,2,2,8.5,12/25/23
Jerami Grant,POR,22,22.682,22.5,12/19/23
Jerami Grant,POR,20,22.565,24.5,12/21/23
Jerami Grant,POR,13,21.96,21.5,12/26/23
Jerami Grant,POR,29,22.231,20.5,12/28/23
Jerami Grant,POR,18,21.6,19.5,1/5/24
Jerami Grant,POR,27,21.774,18.5,1/7/24
Jerami Grant,POR,21,21.75,18.5,1/9/24
Jerami Grant,POR,9,21.364,18.5,1/11/24
Jerami Grant,POR,37,21.806,19.5,1/19/24
Jerami Grant,POR,18,21.579,19.5,1/23/24
Jerami Grant,POR,21,21.564,19.5,1/24/24
Anfernee Simons,POR,23,25.375,24.5,12/19/23
Anfernee Simons,POR,41,27.111,26.5,12/21/23
Anfernee Simons,POR,29,27.091,26.5,12/26/23
Anfernee Simons,POR,6,24.538,24.5,1/5/24
Anfernee Simons,POR,38,25.5,21.5,1/7/24
Anfernee Simons,POR,12,24.6,24.5,1/9/24
Anfernee Simons,POR,14,23.938,22.5,1/11/24
Anfernee Simons,POR,28,23.111,22.5,1/14/24
Anfernee Simons,POR,20,22.947,24.5,1/17/24
Anfernee Simons,POR,19,22.75,22.5,1/21/24
Anfernee Simons,POR,17,22.476,21.5,1/23/24
Anfernee Simons,POR,33,22.955,19.5,1/24/24
Deandre Ayton,POR,16,12.636,12.5,12/19/23
Deandre Ayton,POR,23,13.087,14.5,12/21/23
Deandre Ayton,POR,5,12.481,11.5,1/23/24
Deandre Ayton,POR,18,12.679,10.5,1/24/24
Malcolm Brogdon,POR,29,16.857,16.5,12/28/23
Malcolm Brogdon,POR,18,18,17.5,1/23/24
Malcolm Brogdon,POR,19,18.048,16.5,1/24/24
Scoot Henderson,POR,8,12.5,12.5,1/9/24
Scoot Henderson,POR,13,12.538,12.5,1/11/24
Domantas Sabonis,SAC,13,18.654,18.5,12/20/23
Domantas Sabonis,SAC,28,19,20.5,12/22/23
Domantas Sabonis,SAC,17,18.929,17.5,12/23/23
Domantas Sabonis,SAC,34,19.448,21.5,12/26/23
Domantas Sabonis,SAC,25,19.633,21.5,12/29/23
Domantas Sabonis,SAC,13,19.419,21.5,12/31/23
Domantas Sabonis,SAC,23,19.531,21.5,1/2/24
Domantas Sabonis,SAC,24,19.735,21.5,1/5/24
Domantas Sabonis,SAC,17,19.657,22.5,1/7/24
Domantas Sabonis,SAC,37,20.139,23.5,1/9/24
Domantas Sabonis,SAC,24,20.243,23.5,1/10/24
Domantas Sabonis,SAC,14,20.079,22.5,1/12/24
Domantas Sabonis,SAC,21,20.103,21.5,1/14/24
Domantas Sabonis,SAC,21,20.125,20.5,1/16/24
Domantas Sabonis,SAC,21,20.146,21.5,1/18/24
Domantas Sabonis,SAC,14,20,20.5,1/22/24
Domantas Sabonis,SAC,18,19.953,20.5,1/25/24
Domantas Sabonis,SAC,17,19.886,21.5,1/27/24
Domantas Sabonis,SAC,20,19.889,18.5,1/29/24
De'Aaron Fox,SAC,29,30.05,29.5,12/20/23
De'Aaron Fox,SAC,23,29.714,29.5,12/22/23
De'Aaron Fox,SAC,27,29.591,27.5,12/23/23
De'Aaron Fox,SAC,43,30.174,29.5,12/26/23
De'Aaron Fox,SAC,31,30.208,30.5,12/29/23
De'Aaron Fox,SAC,24,29.96,30.5,12/31/23
De'Aaron Fox,SAC,30,29.962,29.5,1/2/24
De'Aaron Fox,SAC,15,29.407,29.5,1/3/24
De'Aaron Fox,SAC,24,29.214,29.5,1/5/24
De'Aaron Fox,SAC,3,28.31,28.5,1/7/24
De'Aaron Fox,SAC,26,28.233,27.5,1/9/24
De'Aaron Fox,SAC,19,27.935,27.5,1/10/24
De'Aaron Fox,SAC,21,27.719,27.5,1/12/24
De'Aaron Fox,SAC,32,27.848,26.5,1/14/24
De'Aaron Fox,SAC,33,28,27.5,1/16/24
De'Aaron Fox,SAC,24,27.886,28.5,1/18/24
De'Aaron Fox,SAC,12,27.444,27.5,1/22/24
De'Aaron Fox,SAC,29,27.486,26.5,1/25/24
De'Aaron Fox,SAC,34,27.658,25.5,1/27/24
De'Aaron Fox,SAC,23,27.538,25.5,1/29/24
Keegan Murray,SAC,21,16.043,17.5,12/22/23
Keegan Murray,SAC,20,16.208,16.5,12/23/23
Keegan Murray,SAC,5,15.76,18.5,12/26/23
Keegan Murray,SAC,9,15.5,16.5,12/29/23
Keegan Murray,SAC,10,15.296,14.5,12/31/23
Keegan Murray,SAC,10,15.107,15.5,1/2/24
Keegan Murray,SAC,18,15.633,15.5,1/5/24
Keegan Murray,SAC,8,15.387,16.5,1/7/24
Keegan Murray,SAC,32,15.906,15.5,1/9/24
Keegan Murray,SAC,25,16.182,14.5,1/10/24
Keegan Murray,SAC,15,16.147,16.5,1/12/24
Keegan Murray,SAC,4,15.8,16.5,1/14/24
Keegan Murray,SAC,18,15.861,15.5,1/16/24
Keegan Murray,SAC,27,16.162,17.5,1/18/24
Keegan Murray,SAC,13,16.079,17.5,1/22/24
Keegan Murray,SAC,14,16.026,15.5,1/25/24
Keegan Murray,SAC,15,16,16.5,1/27/24
Keegan Murray,SAC,5,15.732,15.5,1/29/24
Harrison Barnes,SAC,19,11.815,11.5,12/22/23
Harrison Barnes,SAC,12,11.821,10.5,12/23/23
Harrison Barnes,SAC,9,11.724,11.5,12/26/23
Harrison Barnes,SAC,2,11.4,11.5,12/29/23
Harrison Barnes,SAC,3,11.125,10.5,1/2/24
Harrison Barnes,SAC,16,11.441,9.5,1/5/24
Harrison Barnes,SAC,10,11.4,10.5,1/7/24
Harrison Barnes,SAC,0,11.083,10.5,1/9/24
Harrison Barnes,SAC,8,10.775,9.5,1/16/24
Harrison Barnes,SAC,2,10.561,9.5,1/18/24
Harrison Barnes,SAC,32,11.071,8.5,1/22/24
Harrison Barnes,SAC,39,11.721,9.5,1/25/24
Harrison Barnes,SAC,12,11.911,14.5,1/29/24
Kevin Huerter,SAC,2,10.778,10.5,12/23/23
Kevin Huerter,SAC,5,10.571,8.5,12/26/23
Kevin Huerter,SAC,7,10.448,8.5,12/29/23
Kevin Huerter,SAC,0,9.903,10.5,1/10/24
Kevin Huerter,SAC,31,11,10.5,1/18/24
Kevin Huerter,SAC,8,10.914,14.5,1/22/24
Kevin Huerter,SAC,12,10.944,10.5,1/25/24
Kevin Huerter,SAC,18,11.135,11.5,1/27/24
Kevin Huerter,SAC,17,11.289,11.5,1/29/24
Devin Vassell,SAS,17,18.533,19.5,12/19/23
Devin Vassell,SAS,21,18.688,17.5,12/21/23
Devin Vassell,SAS,9,18.118,18.5,12/23/23
Devin Vassell,SAS,17,18.263,20.5,12/28/23
Devin Vassell,SAS,22,18.619,18.5,12/31/23
Devin Vassell,SAS,11,18.273,20.5,1/2/24
Devin Vassell,SAS,34,18.957,19.5,1/4/24
Devin Vassell,SAS,22,19.083,18.5,1/7/24
Devin Vassell,SAS,16,18.96,22.5,1/10/24
Devin Vassell,SAS,12,18.692,21.5,1/12/24
Devin Vassell,SAS,4,17.679,19.5,1/15/24
Devin Vassell,SAS,21,17.793,17.5,1/17/24
Devin Vassell,SAS,17,17.767,20.5,1/19/24
Devin Vassell,SAS,21,17.871,19.5,1/20/24
Devin Vassell,SAS,22,18,16.5,1/22/24
Devin Vassell,SAS,21,18.091,17.5,1/24/24
Devin Vassell,SAS,24,18.361,19.5,1/29/24
Keldon Johnson,SAS,28,17.48,19.5,12/19/23
Keldon Johnson,SAS,11,17.231,18.5,12/21/23
Jeremy Sochan,SAS,9,10.52,10.5,12/19/23
Jeremy Sochan,SAS,9,10.462,9.5,12/21/23
Jeremy Sochan,SAS,23,10.926,11.5,12/23/23
Jeremy Sochan,SAS,16,11.379,12.5,12/28/23
Jeremy Sochan,SAS,9,11,10.5,12/31/23
Jeremy Sochan,SAS,12,11.031,11.5,1/2/24
Jeremy Sochan,SAS,9,10.97,11.5,1/4/24
Jeremy Sochan,SAS,11,10.971,9.5,1/7/24
Jeremy Sochan,SAS,15,11.086,11.5,1/10/24
Jeremy Sochan,SAS,13,11.139,11.5,1/12/24
Jeremy Sochan,SAS,23,11.447,11.5,1/15/24
Jeremy Sochan,SAS,5,11.282,11.5,1/17/24
Jeremy Sochan,SAS,11,11.275,13.5,1/19/24
Jeremy Sochan,SAS,23,11.561,12.5,1/20/24
Jeremy Sochan,SAS,14,11.619,11.5,1/22/24
Jeremy Sochan,SAS,2,11.395,12.5,1/24/24
Jeremy Sochan,SAS,2,11.652,13.5,1/29/24
Victor Wembanyama,SAS,7,18.48,21.5,12/21/23
Victor Wembanyama,SAS,21,18.857,16.5,12/31/23
Victor Wembanyama,SAS,27,19.167,19.5,1/4/24
Victor Wembanyama,SAS,24,19.323,19.5,1/7/24
Victor Wembanyama,SAS,16,19.219,21.5,1/10/24
Victor Wembanyama,SAS,26,19.424,21.5,1/12/24
Victor Wembanyama,SAS,26,19.618,20.5,1/15/24
Victor Wembanyama,SAS,27,19.829,20.5,1/17/24
Victor Wembanyama,SAS,24,19.944,21.5,1/20/24
Victor Wembanyama,SAS,33,20.297,21.5,1/22/24
Victor Wembanyama,SAS,24,20.395,22.5,1/24/24
Victor Wembanyama,SAS,23,20.462,23.5,1/26/24
Victor Wembanyama,SAS,23,20.525,21.5,1/27/24
Victor Wembanyama,SAS,22,20.561,25.5,1/29/24
Tre Jones,SAS,11,15.667,13.5,1/10/24
Tre Jones,SAS,6,13.25,12.5,1/12/24
Tre Jones,SAS,6,14.833,12.5,1/15/24
Tre Jones,SAS,9,14,10.5,1/17/24
Tre Jones,SAS,16,14.25,13.5,1/19/24
Tre Jones,SAS,11,13.889,12.5,1/20/24
Tre Jones,SAS,12,13.7,10.5,1/22/24
Tre Jones,SAS,9,13.273,11.5,1/26/24
Tre Jones,SAS,12,13.167,9.5,1/27/24
Tre Jones,SAS,11,13,11.5,1/29/24
Zach Collins,SAS,22,14.143,12.5,12/19/23
Malaki Branham,SAS,12,10.571,11.5,12/19/23
Malaki Branham,SAS,12,10.812,11.5,12/23/23
Malaki Branham,SAS,11,10.4,10.5,12/31/23
Malaki Branham,SAS,2,10,11.5,1/2/24
Scottie Barnes,TOR,30,20.63,20.5,12/20/23
Scottie Barnes,TOR,12,20.321,21.5,12/22/23
Scottie Barnes,TOR,32,20.724,21.5,12/23/23
Scottie Barnes,TOR,20,20.7,22.5,12/27/23
Scottie Barnes,TOR,20,21,21.5,1/1/24
Scottie Barnes,TOR,20,20.971,20.5,1/3/24
Scottie Barnes,TOR,20,20.943,20.5,1/5/24
Scottie Barnes,TOR,6,20.528,20.5,1/7/24
Scottie Barnes,TOR,26,20.676,19.5,1/9/24
Scottie Barnes,TOR,12,20.447,18.5,1/10/24
Scottie Barnes,TOR,10,20.15,18.5,1/15/24
Scottie Barnes,TOR,31,20.405,19.5,1/18/24
Scottie Barnes,TOR,9,20.14,19.5,1/20/24
Scottie Barnes,TOR,22,20.182,20.5,1/22/24
Scottie Barnes,TOR,23,20.244,21.5,1/26/24
Scottie Barnes,TOR,24,20.326,23.5,1/28/24
Scottie Barnes,TOR,13,20.17,23.5,1/30/24
Immanuel Quickley,TOR,26,20,15.5,1/3/24
Immanuel Quickley,TOR,20,20,17.5,1/5/24
Immanuel Quickley,TOR,9,17.25,19.5,1/7/24
Immanuel Quickley,TOR,21,18,17.5,1/9/24
Immanuel Quickley,TOR,25,19.167,18.5,1/10/24
Immanuel Quickley,TOR,21,18.875,18.5,1/15/24
Immanuel Quickley,TOR,12,18,20.5,1/18/24
Immanuel Quickley,TOR,12,17.455,19.5,1/20/24
Immanuel Quickley,TOR,8,16.667,18.5,1/22/24
Jakob Poeltl,TOR,4,10.593,9.5,12/20/23
Jakob Poeltl,TOR,19,10.893,8.5,12/22/23
Jakob Poeltl,TOR,2,10.586,10.5,12/23/23
Jakob Poeltl,TOR,10,10.567,11.5,12/27/23
Jakob Poeltl,TOR,14,10.515,9.5,1/1/24
Jakob Poeltl,TOR,7,10.412,9.5,1/3/24
Jakob Poeltl,TOR,14,10.514,10.5,1/5/24
Jakob Poeltl,TOR,14,10.611,9.5,1/7/24
Gary Trent Jr.,TOR,13,14.2,12.5,1/26/24
Gary Trent Jr.,TOR,16,14.364,13.5,1/28/24
Gary Trent Jr.,TOR,24,15.167,15.5,1/30/24
Lauri Markkanen,UTA,24,24,24.5,12/28/23
Lauri Markkanen,UTA,12,23.478,24.5,12/30/23
Lauri Markkanen,UTA,17,23.208,24.5,1/1/24
Lauri Markkanen,UTA,31,23.52,22.5,1/3/24
Lauri Markkanen,UTA,17,23.269,21.5,1/5/24
Lauri Markkanen,UTA,33,23.63,21.5,1/6/24
Lauri Markkanen,UTA,21,23.536,22.5,1/8/24
Lauri Markkanen,UTA,26,23.621,21.5,1/10/24
Lauri Markkanen,UTA,22,23.567,24.5,1/12/24
Lauri Markkanen,UTA,29,23.742,23.5,1/13/24
Lauri Markkanen,UTA,32,24,25.5,1/15/24
Lauri Markkanen,UTA,26,24.061,24.5,1/18/24
Lauri Markkanen,UTA,22,24,24.5,1/20/24
Lauri Markkanen,UTA,11,23.629,24.5,1/23/24
Lauri Markkanen,UTA,29,23.778,24.5,1/25/24
Lauri Markkanen,UTA,33,24.027,24.5,1/27/24
Lauri Markkanen,UTA,13,23.737,23.5,1/29/24
Lauri Markkanen,UTA,14,23.487,23.5,1/30/24
John Collins,UTA,10,13.556,10.5,12/30/23
John Collins,UTA,15,13.607,11.5,1/1/24
John Collins,UTA,17,13.724,11.5,1/3/24
John Collins,UTA,12,13.667,10.5,1/5/24
John Collins,UTA,19,13.839,11.5,1/6/24
John Collins,UTA,19,14,12.5,1/8/24
John Collins,UTA,15,14.03,13.5,1/10/24
John Collins,UTA,4,13.735,14.5,1/12/24
John Collins,UTA,19,13.886,11.5,1/13/24
John Collins,UTA,21,13.973,12.5,1/18/24
John Collins,UTA,7,13.789,11.5,1/20/24
John Collins,UTA,22,14,12.5,1/25/24
John Collins,UTA,20,14.146,13.5,1/27/24
John Collins,UTA,15,14.167,13.5,1/29/24
John Collins,UTA,11,14.093,12.5,1/30/24
Collin Sexton,UTA,20,25.6,21.5,12/20/23
Collin Sexton,UTA,22,23.1,18.5,12/30/23
Collin Sexton,UTA,8,21.727,21.5,1/1/24
Collin Sexton,UTA,25,22,17.5,1/3/24
Collin Sexton,UTA,13,21.308,15.5,1/5/24
Collin Sexton,UTA,22,21.357,16.5,1/6/24
Collin Sexton,UTA,19,21.2,17.5,1/8/24
Collin Sexton,UTA,22,21.25,17.5,1/10/24
Collin Sexton,UTA,20,21.176,18.5,1/12/24
Collin Sexton,UTA,27,21.5,18.5,1/13/24
Collin Sexton,UTA,31,22.4,19.5,1/18/24
Collin Sexton,UTA,28,22.667,19.5,1/20/24
Collin Sexton,UTA,22,22.636,21.5,1/23/24
Collin Sexton,UTA,11,22.13,22.5,1/25/24
Collin Sexton,UTA,24,22.208,17.5,1/27/24
Collin Sexton,UTA,6,21.56,19.5,1/29/24
Collin Sexton,UTA,22,21.577,19.5,1/30/24
Kyle Kuzma,WAS,32,23.556,24.5,12/21/23
Kyle Kuzma,WAS,7,22.964,25.5,12/22/23
Kyle Kuzma,WAS,17,22.759,22.5,12/26/23
Kyle Kuzma,WAS,14,22.467,21.5,12/27/23
Kyle Kuzma,WAS,26,22.581,21.5,12/29/23
Kyle Kuzma,WAS,38,23.062,24.5,12/31/23
Kyle Kuzma,WAS,16,22.848,23.5,1/3/24
Kyle Kuzma,WAS,9,22.441,22.5,1/5/24
Kyle Kuzma,WAS,27,22.571,20.5,1/6/24
Kyle Kuzma,WAS,22,22.556,22.5,1/8/24
Kyle Kuzma,WAS,11,22.243,23.5,1/10/24
Kyle Kuzma,WAS,29,22.421,24.5,1/13/24
Kyle Kuzma,WAS,21,22.385,23.5,1/15/24
Kyle Kuzma,WAS,15,22.2,21.5,1/18/24
Kyle Kuzma,WAS,11,21.927,21.5,1/20/24
Kyle Kuzma,WAS,17,21.81,18.5,1/21/24
Kyle Kuzma,WAS,17,21.698,,1/24/24
Kyle Kuzma,WAS,26,21.795,20.5,1/25/24
Kyle Kuzma,WAS,30,21.978,23.5,1/27/24
Kyle Kuzma,WAS,18,21.891,23.5,1/29/24
Jordan Poole,WAS,13,17.192,18.5,12/21/23
Jordan Poole,WAS,30,17.929,18.5,12/26/23
Jordan Poole,WAS,14,17.793,22.5,12/27/23
Jordan Poole,WAS,5,17.367,19.5,12/29/23
Jordan Poole,WAS,13,17.226,19.5,12/31/23
Jordan Poole,WAS,8,16.938,16.5,1/3/24
Jordan Poole,WAS,2,16.485,16.5,1/5/24
Jordan Poole,WAS,10,16.294,15.5,1/6/24
Jordan Poole,WAS,24,16.514,14.5,1/8/24
Jordan Poole,WAS,28,16.833,16.5,1/10/24
Jordan Poole,WAS,20,16.919,19.5,1/13/24
Jordan Poole,WAS,16,16.895,19.5,1/15/24
Jordan Poole,WAS,24,17.077,16.5,1/18/24
Jordan Poole,WAS,16,17.05,20.5,1/20/24
Jordan Poole,WAS,4,16.732,17.5,1/21/24
Jordan Poole,WAS,18,16.535,16.5,1/25/24
Jordan Poole,WAS,17,16.545,15.5,1/27/24
Jordan Poole,WAS,13,16.467,16.5,1/29/24
Tyus Jones,WAS,24,12.222,12.5,12/21/23
Tyus Jones,WAS,22,12.621,12.5,12/26/23
Tyus Jones,WAS,11,12.567,13.5,12/27/23
Tyus Jones,WAS,12,12.548,12.5,12/29/23
Tyus Jones,WAS,14,12.594,13.5,12/31/23
Tyus Jones,WAS,9,12.485,12.5,1/3/24
Tyus Jones,WAS,16,12.588,12.5,1/5/24
Tyus Jones,WAS,11,12.543,12.5,1/6/24
Tyus Jones,WAS,18,12.694,12.5,1/8/24
Tyus Jones,WAS,11,12.649,13.5,1/10/24
Tyus Jones,WAS,8,12.526,14.5,1/13/24
Tyus Jones,WAS,22,12.769,13.5,1/15/24
Tyus Jones,WAS,2,12.5,12.5,1/18/24
Tyus Jones,WAS,13,12.512,12.5,1/20/24
Tyus Jones,WAS,15,12.571,11.5,1/21/24
Tyus Jones,WAS,5,12.395,12.5,1/24/24
Tyus Jones,WAS,12,12.386,12.5,1/25/24
Tyus Jones,WAS,12,12.378,13.5,1/27/24
Tyus Jones,WAS,15,12.435,12.5,1/29/24
Deni Avdija,WAS,13,11.593,10.5,12/21/23
Deni Avdija,WAS,2,11.103,9.5,12/26/23
Deni Avdija,WAS,21,11.452,9.5,12/29/23
Deni Avdija,WAS,17,11.625,13.5,12/31/23
Deni Avdija,WAS,7,11.485,12.5,1/3/24
Deni Avdija,WAS,13,11.529,12.5,1/5/24
Deni Avdija,WAS,23,11.857,12.5,1/6/24
Deni Avdija,WAS,17,12,13.5,1/8/24
Deni Avdija,WAS,15,12.081,13.5,1/10/24
Deni Avdija,WAS,19,12.263,14.5,1/13/24
Deni Avdija,WAS,12,12.256,15.5,1/15/24
Deni Avdija,WAS,15,12.325,13.5,1/18/24
Deni Avdija,WAS,16,12.415,13.5,1/20/24
Deni Avdija,WAS,4,12.214,13.5,1/21/24
Deni Avdija,WAS,24,12.488,,1/24/24
Deni Avdija,WAS,13,12.5,14.5,1/25/24
Deni Avdija,WAS,10,12.444,13.5,1/27/24
Deni Avdija,WAS,9,12.37,12.5,1/29/24
Daniel Gafford,WAS,16,10.833,12.5,12/21/23
Daniel Gafford,WAS,13,11.077,11.5,12/26/23
Daniel Gafford,WAS,12,11.111,11.5,12/27/23
Daniel Gafford,WAS,4,10.857,11.5,12/29/23
Daniel Gafford,WAS,10,10.828,12.5,12/31/23
Daniel Gafford,WAS,12,10.867,10.5,1/3/24
Daniel Gafford,WAS,4,10.645,11.5,1/5/24
Daniel Gafford,WAS,6,10.5,9.5,1/6/24
Daniel Gafford,WAS,9,10.455,9.5,1/8/24
Daniel Gafford,WAS,12,10.5,9.5,1/10/24
Daniel Gafford,WAS,10,10.486,11.5,1/13/24
Daniel Gafford,WAS,8,10.417,10.5,1/15/24
Daniel Gafford,WAS,10,10.526,9.5,1/24/24
Daniel Gafford,WAS,13,10.59,10.5,1/25/24
Daniel Gafford,WAS,15,10.7,11.5,1/27/24
Daniel Gafford,WAS,16,10.829,11.5,1/29/24
