Player,Tm,PTS,Points_Running_Avg,player_points_line,Date
Giannis Antetokounmpo,MIL,26,30.758,36.5,1/3/24
Giannis Antetokounmpo,MIL,44,31.147,34.5,1/4/24
Giannis Antetokounmpo,MIL,48,31.629,31.5,1/6/24
Giannis Antetokounmpo,MIL,25,31.444,35.5,1/8/24
Giannis Antetokounmpo,MIL,24,31.243,32.5,1/11/24
Giannis Antetokounmpo,MIL,33,31.289,33.5,1/13/24
Giannis Antetokounmpo,MIL,27,31.179,34.5,1/14/24
Giannis Antetokounmpo,MIL,31,31.175,32.5,1/20/24
Giannis Antetokounmpo,MIL,31,31.171,32.5,1/22/24
Giannis Antetokounmpo,MIL,35,31.262,32.5,1/24/24
Giannis Antetokounmpo,MIL,22,31.047,31.5,1/26/24
Giannis Antetokounmpo,MIL,30,31.023,33.5,1/27/24
Giannis Antetokounmpo,MIL,29,30.978,31.5,1/29/24
Brook Lopez,MIL,14,13.259,12.5,12/19/23
Brook Lopez,MIL,5,13,13.5,12/23/23
Brook Lopez,MIL,14,13.033,12.5,12/25/23
Brook Lopez,MIL,9,12.562,12.5,12/29/23
Brook Lopez,MIL,21,12.818,12.5,1/1/24
Brook Lopez,MIL,16,12.912,13.5,1/3/24
Brook Lopez,MIL,7,12.639,12.5,1/6/24
Brook Lopez,MIL,13,12.649,15.5,1/8/24
Brook Lopez,MIL,15,12.711,12.5,1/11/24
Brook Lopez,MIL,11,12.667,13.5,1/13/24
Brook Lopez,MIL,17,12.775,13.5,1/14/24
Brook Lopez,MIL,11,12.732,12.5,1/17/24
Brook Lopez,MIL,19,12.881,12.5,1/20/24
Brook Lopez,MIL,15,12.93,13.5,1/22/24
Brook Lopez,MIL,8,12.818,12.5,1/24/24
Brook Lopez,MIL,11,12.778,12.5,1/26/24
Brook Lopez,MIL,24,13.022,13.5,1/27/24
Brook Lopez,MIL,19,13.149,11.5,1/29/24
Malik Beasley,MIL,19,11.889,8.5,12/23/23
Malik Beasley,MIL,0,11.464,10.5,12/25/23
Malik Beasley,MIL,15,11.767,8.5,12/29/23
Malik Beasley,MIL,12,11.774,11.5,1/1/24
Malik Beasley,MIL,8,11.656,11.5,1/3/24
Malik Beasley,MIL,3,11.353,9.5,1/6/24
Malik Beasley,MIL,16,11.639,8.5,1/11/24
Malik Beasley,MIL,11,11.622,10.5,1/13/24
Malik Beasley,MIL,23,11.921,11.5,1/14/24
Malik Beasley,MIL,2,11.667,10.5,1/17/24
Malik Beasley,MIL,11,11.65,10.5,1/20/24
Malik Beasley,MIL,13,11.683,10.5,1/22/24
Malik Beasley,MIL,9,11.619,10.5,1/24/24
Malik Beasley,MIL,3,11.419,9.5,1/26/24
Malik Beasley,MIL,8,11.341,10.5,1/27/24
Malik Beasley,MIL,5,11.2,8.5,1/29/24
Khris Middleton,MIL,17,13.045,15.5,12/19/23
Khris Middleton,MIL,20,13.375,14.5,12/23/23
Khris Middleton,MIL,24,13.8,16.5,12/25/23
Khris Middleton,MIL,13,14.259,17.5,12/29/23
Khris Middleton,MIL,21,14.5,18.5,1/1/24
Khris Middleton,MIL,19,14.655,18.5,1/3/24
Khris Middleton,MIL,10,14.419,15.5,1/6/24
Khris Middleton,MIL,23,14.688,19.5,1/8/24
Khris Middleton,MIL,5,14.394,15.5,1/11/24
Khris Middleton,MIL,24,14.676,16.5,1/13/24
Khris Middleton,MIL,2,14.314,16.5,1/17/24
Khris Middleton,MIL,17,14.389,15.5,1/20/24
Khris Middleton,MIL,26,14.703,17.5,1/22/24
Khris Middleton,MIL,24,14.947,15.5,1/24/24
Khris Middleton,MIL,14,14.923,17.5,1/26/24
Khris Middleton,MIL,14,14.9,16.5,1/29/24
Anthony Edwards,MIN,27,24.696,26.5,12/20/23
Anthony Edwards,MIN,27,24.792,26.5,12/21/23
Anthony Edwards,MIN,34,25.16,29.5,12/23/23
Anthony Edwards,MIN,25,25.154,28.5,12/26/23
Anthony Edwards,MIN,31,26.036,28.5,12/30/23
Anthony Edwards,MIN,35,26.345,29.5,1/1/24
Anthony Edwards,MIN,35,26.633,28.5,1/3/24
Anthony Edwards,MIN,24,26.548,29.5,1/5/24
Anthony Edwards,MIN,36,26.844,30.5,1/7/24
Anthony Edwards,MIN,6,26.212,30.5,1/9/24
Anthony Edwards,MIN,29,26.294,27.5,1/10/24
Anthony Edwards,MIN,9,25.8,30.5,1/12/24
Anthony Edwards,MIN,33,26,27.5,1/14/24
Anthony Edwards,MIN,27,26.027,27.5,1/17/24
Anthony Edwards,MIN,28,26.079,25.5,1/18/24
Anthony Edwards,MIN,19,25.897,27.5,1/20/24
Anthony Edwards,MIN,9,25.475,26.5,1/22/24
Anthony Edwards,MIN,38,25.78,,1/24/24
Anthony Edwards,MIN,32,25.884,28.5,1/27/24
Anthony Edwards,MIN,27,25.909,27.5,1/29/24
Rudy Gobert,MIN,8,12.385,11.5,12/20/23
Rudy Gobert,MIN,21,12.786,14.5,12/23/23
Rudy Gobert,MIN,10,12.844,13.5,1/1/24
Rudy Gobert,MIN,5,12.606,13.5,1/3/24
Rudy Gobert,MIN,13,12.618,12.5,1/5/24
Rudy Gobert,MIN,9,12.514,13.5,1/7/24
Rudy Gobert,MIN,21,12.75,12.5,1/9/24
Rudy Gobert,MIN,24,13.054,13.5,1/12/24
Rudy Gobert,MIN,17,13.35,14.5,1/18/24
Rudy Gobert,MIN,7,13.195,15.5,1/20/24
Rudy Gobert,MIN,13,13.19,14.5,1/22/24
Rudy Gobert,MIN,19,13.326,,1/24/24
Rudy Gobert,MIN,10,13.25,14.5,1/25/24
Rudy Gobert,MIN,19,13.378,13.5,1/27/24
Rudy Gobert,MIN,12,13.348,14.5,1/29/24
Karl-Anthony Towns,MIN,23,22.231,19.5,12/20/23
Karl-Anthony Towns,MIN,21,22.185,21.5,12/21/23
Karl-Anthony Towns,MIN,16,21.964,21.5,12/26/23
Karl-Anthony Towns,MIN,10,21.552,21.5,12/28/23
Karl-Anthony Towns,MIN,9,21.133,20.5,12/30/23
Karl-Anthony Towns,MIN,29,21.387,19.5,1/1/24
Karl-Anthony Towns,MIN,22,21.406,21.5,1/3/24
Karl-Anthony Towns,MIN,22,21.424,21.5,1/5/24
Karl-Anthony Towns,MIN,24,21.5,22.5,1/7/24
Karl-Anthony Towns,MIN,28,21.686,21.5,1/9/24
Karl-Anthony Towns,MIN,14,21.625,21.5,1/18/24
Karl-Anthony Towns,MIN,19,21.561,21.5,1/20/24
Karl-Anthony Towns,MIN,62,22.524,21.5,1/22/24
Karl-Anthony Towns,MIN,27,22.628,23.5,1/24/24
Karl-Anthony Towns,MIN,27,22.727,24.5,1/25/24
Karl-Anthony Towns,MIN,19,22.644,25.5,1/27/24
Karl-Anthony Towns,MIN,21,22.609,23.5,1/29/24
Mike Conley,MIN,9,11.269,11.5,12/20/23
Mike Conley,MIN,12,11.464,13.5,12/23/23
Mike Conley,MIN,17,11.655,10.5,12/26/23
Mike Conley,MIN,5,11.5,12.5,1/1/24
Mike Conley,MIN,7,11.364,11.5,1/3/24
Mike Conley,MIN,8,11.265,10.5,1/5/24
Mike Conley,MIN,9,11.2,10.5,1/7/24
Mike Conley,MIN,11,11.194,10.5,1/9/24
Mike Conley,MIN,3,10.878,9.5,1/20/24
Mike Conley,MIN,10,10.857,9.5,1/25/24
Jaden McDaniels,MIN,20,10.941,13.5,12/23/23
Jaden McDaniels,MIN,8,10.476,11.5,1/1/24
Jaden McDaniels,MIN,11,10.5,11.5,1/3/24
Jaden McDaniels,MIN,16,10.739,10.5,1/5/24
Jaden McDaniels,MIN,2,10.375,11.5,1/7/24
Jaden McDaniels,MIN,15,10.56,11.5,1/9/24
Jaden McDaniels,MIN,11,10.867,11.5,1/18/24
Jaden McDaniels,MIN,15,11,12.5,1/20/24
Jaden McDaniels,MIN,9,10.938,12.5,1/22/24
Jaden McDaniels,MIN,13,11,11.5,1/24/24
Jaden McDaniels,MIN,7,10.829,11.5,1/27/24
Jaden McDaniels,MIN,14,10.917,10.5,1/29/24
Brandon Ingram,NOP,34,23.52,22.5,12/19/23
Brandon Ingram,NOP,24,23.143,22.5,12/26/23
Brandon Ingram,NOP,26,23.241,23.5,12/28/23
Brandon Ingram,NOP,26,23.333,22.5,12/31/23
Brandon Ingram,NOP,12,22.968,24.5,1/2/24
Brandon Ingram,NOP,12,22.515,22.5,1/5/24
Brandon Ingram,NOP,15,22.294,23.5,1/7/24
Brandon Ingram,NOP,13,22.029,22.5,1/10/24
Brandon Ingram,NOP,12,21.405,18.5,1/15/24
Brandon Ingram,NOP,28,21.579,17.5,1/17/24
Brandon Ingram,NOP,17,21.462,19.5,1/19/24
Brandon Ingram,NOP,18,21.375,20.5,1/23/24
Brandon Ingram,NOP,12,21.146,19.5,1/26/24
Brandon Ingram,NOP,26,21.262,21.5,1/27/24
Brandon Ingram,NOP,28,21.419,19.5,1/29/24
CJ McCollum,NOP,18,20.4,18.5,12/19/23
CJ McCollum,NOP,16,19.611,17.5,12/26/23
CJ McCollum,NOP,22,19.737,17.5,12/28/23
CJ McCollum,NOP,22,19.85,18.5,12/31/23
CJ McCollum,NOP,16,19.667,18.5,1/2/24
CJ McCollum,NOP,12,19.522,19.5,1/5/24
CJ McCollum,NOP,30,19.958,20.5,1/7/24
CJ McCollum,NOP,14,19.72,21.5,1/10/24
CJ McCollum,NOP,23,19.556,17.5,1/15/24
CJ McCollum,NOP,22,19.643,17.5,1/17/24
CJ McCollum,NOP,13,19.414,18.5,1/19/24
CJ McCollum,NOP,33,19.867,17.5,1/23/24
CJ McCollum,NOP,12,19.613,17.5,1/26/24
CJ McCollum,NOP,7,19.219,17.5,1/27/24
CJ McCollum,NOP,16,19.121,16.5,1/29/24
Zion Williamson,NOP,13,22.043,22.5,12/19/23
Zion Williamson,NOP,23,22.32,22.5,12/26/23
Zion Williamson,NOP,21,22.269,23.5,12/28/23
Zion Williamson,NOP,26,22.407,22.5,12/31/23
Zion Williamson,NOP,10,21.964,22.5,1/2/24
Zion Williamson,NOP,12,21.8,22.5,1/5/24
Zion Williamson,NOP,30,22.212,23.5,1/15/24
Zion Williamson,NOP,13,21.941,21.5,1/17/24
Zion Williamson,NOP,24,22,23.5,1/19/24
Zion Williamson,NOP,17,21.861,24.5,1/23/24
Zion Williamson,NOP,23,21.892,21.5,1/27/24
Zion Williamson,NOP,26,22,20.5,1/29/24
Herbert Jones,NOP,7,11.16,9.5,12/19/23
Herbert Jones,NOP,4,10.571,8.5,12/26/23
Herbert Jones,NOP,6,10.414,8.5,12/28/23
Herbert Jones,NOP,9,10.727,9.5,1/5/24
Herbert Jones,NOP,9,10.676,10.5,1/7/24
Herbert Jones,NOP,12,10.714,10.5,1/10/24
Herbert Jones,NOP,10,10.737,9.5,1/15/24
Herbert Jones,NOP,9,10.692,8.5,1/17/24
Herbert Jones,NOP,9,10.65,9.5,1/19/24
Herbert Jones,NOP,22,10.927,9.5,1/23/24
Herbert Jones,NOP,14,11,9.5,1/26/24
Herbert Jones,NOP,9,10.953,9.5,1/27/24
Herbert Jones,NOP,9,10.909,9.5,1/29/24
Jalen Brunson,NYK,16,25.259,25.5,12/20/23
Jalen Brunson,NYK,36,25.643,24.5,12/23/23
Jalen Brunson,NYK,38,26.069,26.5,12/25/23
Jalen Brunson,NYK,24,26,26.5,12/27/23
Jalen Brunson,NYK,20,25.806,26.5,12/29/23
Jalen Brunson,NYK,16,25.576,26.5,1/1/24
Jalen Brunson,NYK,31,25.735,25.5,1/3/24
Jalen Brunson,NYK,29,25.829,26.5,1/5/24
Jalen Brunson,NYK,33,26.028,26.5,1/6/24
Jalen Brunson,NYK,12,25.649,27.5,1/9/24
Jalen Brunson,NYK,30,25.763,26.5,1/11/24
Jalen Brunson,NYK,30,25.872,26.5,1/17/24
Jalen Brunson,NYK,41,26.25,28.5,1/18/24
Jalen Brunson,NYK,38,26.537,28.5,1/20/24
Jalen Brunson,NYK,30,26.619,28.5,1/23/24
Jalen Brunson,NYK,21,26.488,28.5,1/25/24
Jalen Brunson,NYK,32,26.614,27.5,1/27/24
Jalen Brunson,NYK,32,26.733,31.5,1/29/24
Jalen Brunson,NYK,29,26.783,32.5,1/30/24
OG Anunoby,TOR,9,14.739,13.5,12/20/23
OG Anunoby,TOR,9,14.739,13.5,12/20/23
OG Anunoby,TOR,9,15.094,13.5,12/20/23
OG Anunoby,TOR,9,15.094,13.5,12/20/23
OG Anunoby,TOR,12,14.625,12.5,12/22/23
OG Anunoby,TOR,12,14.625,12.5,12/22/23
OG Anunoby,TOR,12,15.046,12.5,12/22/23
OG Anunoby,TOR,12,15.046,12.5,12/22/23
OG Anunoby,TOR,19,14.8,13.5,12/23/23
OG Anunoby,TOR,19,14.8,13.5,12/23/23
OG Anunoby,TOR,19,15.106,13.5,12/23/23
OG Anunoby,TOR,19,15.106,13.5,12/23/23
OG Anunoby,TOR,26,15.231,14.5,12/27/23
OG Anunoby,TOR,26,15.231,14.5,12/27/23
OG Anunoby,TOR,26,15.269,14.5,12/27/23
OG Anunoby,TOR,26,15.269,14.5,12/27/23
OG Anunoby,NYK,11,15.034,14.5,1/3/24
OG Anunoby,NYK,11,15.034,14.5,1/3/24
OG Anunoby,NYK,11,15.186,14.5,1/3/24
OG Anunoby,NYK,11,15.186,14.5,1/3/24
OG Anunoby,NYK,11,14.9,13.5,1/5/24
OG Anunoby,NYK,11,14.9,13.5,1/5/24
OG Anunoby,NYK,11,15.127,13.5,1/5/24
OG Anunoby,NYK,11,15.127,13.5,1/5/24
OG Anunoby,NYK,9,14.71,14.5,1/6/24
OG Anunoby,NYK,9,14.71,14.5,1/6/24
OG Anunoby,NYK,9,15.042,14.5,1/6/24
OG Anunoby,NYK,9,15.042,14.5,1/6/24
OG Anunoby,NYK,23,14.969,13.5,1/9/24
OG Anunoby,NYK,23,14.969,13.5,1/9/24
OG Anunoby,NYK,23,15.151,13.5,1/9/24
OG Anunoby,NYK,23,15.151,13.5,1/9/24
OG Anunoby,NYK,10,14.818,13.5,1/11/24
OG Anunoby,NYK,10,14.818,13.5,1/11/24
OG Anunoby,NYK,10,15.081,13.5,1/11/24
OG Anunoby,NYK,10,15.081,13.5,1/11/24
OG Anunoby,NYK,18,14.912,14.5,1/13/24
OG Anunoby,NYK,18,14.912,14.5,1/13/24
OG Anunoby,NYK,18,15.12,14.5,1/13/24
OG Anunoby,NYK,18,15.12,14.5,1/13/24
OG Anunoby,NYK,14,15.053,15.5,1/20/24
OG Anunoby,NYK,14,15.053,15.5,1/20/24
OG Anunoby,NYK,14,15.177,15.5,1/20/24
OG Anunoby,NYK,14,15.177,15.5,1/20/24
OG Anunoby,NYK,10,14.923,14.5,1/23/24
OG Anunoby,NYK,10,14.923,14.5,1/23/24
OG Anunoby,NYK,10,15.112,14.5,1/23/24
OG Anunoby,NYK,10,15.112,14.5,1/23/24
OG Anunoby,NYK,26,15.2,14.5,1/25/24
OG Anunoby,NYK,26,15.2,14.5,1/25/24
OG Anunoby,NYK,26,15.247,14.5,1/25/24
OG Anunoby,NYK,26,15.247,14.5,1/25/24
OG Anunoby,NYK,19,15.293,14.5,1/27/24
OG Anunoby,NYK,19,15.293,14.5,1/27/24
OG Anunoby,NYK,19,15.293,14.5,1/27/24
OG Anunoby,NYK,19,15.293,14.5,1/27/24
Julius Randle,NYK,26,22.704,24.5,12/20/23
Julius Randle,NYK,26,22.821,24.5,12/23/23
Julius Randle,NYK,24,22.862,24.5,12/25/23
Julius Randle,NYK,25,22.933,24.5,12/27/23
Julius Randle,NYK,38,23.419,24.5,12/29/23
Julius Randle,NYK,39,24.03,25.5,1/1/24
Julius Randle,NYK,35,24.353,26.5,1/3/24
Julius Randle,NYK,8,23.886,27.5,1/5/24
Julius Randle,NYK,39,24.306,28.5,1/6/24
Julius Randle,NYK,20,24.189,28.5,1/9/24
Julius Randle,NYK,32,24.395,27.5,1/11/24
Julius Randle,NYK,24,24.385,31.5,1/13/24
Julius Randle,NYK,18,24.093,26.5,1/20/24
Julius Randle,NYK,30,24.227,25.5,1/23/24
Julius Randle,NYK,17,24.067,25.5,1/25/24
Julius Randle,NYK,19,23.957,23.5,1/27/24
Josh Hart,NYK,10,9.875,12.5,1/30/24
RJ Barrett,NYK,14,18.5,17.5,12/20/23
RJ Barrett,NYK,14,18.5,17.5,12/20/23
RJ Barrett,NYK,14,19,17.5,12/20/23
RJ Barrett,NYK,14,19,17.5,12/20/23
RJ Barrett,NYK,13,18.261,18.5,12/23/23
RJ Barrett,NYK,13,18.261,18.5,12/23/23
RJ Barrett,NYK,13,18.909,18.5,12/23/23
RJ Barrett,NYK,13,18.909,18.5,12/23/23
RJ Barrett,NYK,21,18.375,17.5,12/25/23
RJ Barrett,NYK,21,18.375,17.5,12/25/23
RJ Barrett,NYK,21,18.94,17.5,12/25/23
RJ Barrett,NYK,21,18.94,17.5,12/25/23
RJ Barrett,NYK,14,18.2,17.5,12/27/23
RJ Barrett,NYK,14,18.2,17.5,12/27/23
RJ Barrett,NYK,14,18.868,17.5,12/27/23
RJ Barrett,NYK,14,18.868,17.5,12/27/23
RJ Barrett,NYK,19,18.231,16.5,12/29/23
RJ Barrett,NYK,19,18.231,16.5,12/29/23
RJ Barrett,NYK,19,18.87,16.5,12/29/23
RJ Barrett,NYK,19,18.87,16.5,12/29/23
RJ Barrett,TOR,14,18.107,15.5,1/3/24
RJ Barrett,TOR,14,18.107,15.5,1/3/24
RJ Barrett,TOR,14,18.803,15.5,1/3/24
RJ Barrett,TOR,14,18.803,15.5,1/3/24
RJ Barrett,TOR,14,17.966,16.5,1/5/24
RJ Barrett,TOR,14,17.966,16.5,1/5/24
RJ Barrett,TOR,14,18.736,16.5,1/5/24
RJ Barrett,TOR,14,18.736,16.5,1/5/24
RJ Barrett,TOR,37,18.6,15.5,1/7/24
RJ Barrett,TOR,37,18.6,15.5,1/7/24
RJ Barrett,TOR,37,18.986,15.5,1/7/24
RJ Barrett,TOR,37,18.986,15.5,1/7/24
RJ Barrett,TOR,23,18.742,17.5,1/9/24
RJ Barrett,TOR,23,18.742,17.5,1/9/24
RJ Barrett,TOR,23,19.041,17.5,1/9/24
RJ Barrett,TOR,23,19.041,17.5,1/9/24
RJ Barrett,TOR,24,18.906,16.5,1/10/24
RJ Barrett,TOR,24,18.906,16.5,1/10/24
RJ Barrett,TOR,24,19.107,16.5,1/10/24
RJ Barrett,TOR,24,19.107,16.5,1/10/24
RJ Barrett,TOR,24,18.618,17.5,1/15/24
RJ Barrett,TOR,24,18.618,17.5,1/15/24
RJ Barrett,TOR,24,18.974,17.5,1/15/24
RJ Barrett,TOR,24,18.974,17.5,1/15/24
RJ Barrett,TOR,17,18.778,20.5,1/18/24
RJ Barrett,TOR,17,18.778,20.5,1/18/24
RJ Barrett,TOR,17,19.038,20.5,1/18/24
RJ Barrett,TOR,17,19.038,20.5,1/18/24
RJ Barrett,TOR,29,19.079,21.5,1/22/24
RJ Barrett,TOR,29,19.079,21.5,1/22/24
RJ Barrett,TOR,29,19.173,21.5,1/22/24
RJ Barrett,TOR,29,19.173,21.5,1/22/24
RJ Barrett,TOR,22,19.154,21.5,1/26/24
RJ Barrett,TOR,22,19.154,21.5,1/26/24
RJ Barrett,TOR,22,19.207,21.5,1/26/24
RJ Barrett,TOR,22,19.207,21.5,1/26/24
Isaiah Hartenstein,NYK,12,7,7.5,12/23/23
Isaiah Hartenstein,NYK,11,8.333,8.5,12/25/23
Isaiah Hartenstein,NYK,4,7.25,8.5,12/27/23
Isaiah Hartenstein,NYK,7,7.2,7.5,12/29/23
Isaiah Hartenstein,NYK,10,6.875,7.5,1/3/24
Isaiah Hartenstein,NYK,17,8,7.5,1/5/24
Isaiah Hartenstein,NYK,8,8,9.5,1/6/24
Isaiah Hartenstein,NYK,5,7.727,9.5,1/9/24
Isaiah Hartenstein,NYK,8,7.75,8.5,1/11/24
Isaiah Hartenstein,NYK,12,8.077,9.5,1/13/24
Isaiah Hartenstein,NYK,1,7.412,8.5,1/20/24
Isaiah Hartenstein,NYK,4,7.222,7.5,1/27/24
Shai Gilgeous-Alexander,OKC,31,30.72,31.5,12/21/23
Shai Gilgeous-Alexander,OKC,34,30.846,33.5,12/23/23
Shai Gilgeous-Alexander,OKC,34,30.963,33.5,12/26/23
Shai Gilgeous-Alexander,OKC,36,31.143,33.5,12/27/23
Shai Gilgeous-Alexander,OKC,40,31.448,32.5,12/29/23
Shai Gilgeous-Alexander,OKC,24,31.2,33.5,12/31/23
Shai Gilgeous-Alexander,OKC,36,31.355,32.5,1/2/24
Shai Gilgeous-Alexander,OKC,33,31.406,34.5,1/3/24
Shai Gilgeous-Alexander,OKC,34,31.485,32.5,1/5/24
Shai Gilgeous-Alexander,OKC,32,31.5,33.5,1/8/24
Shai Gilgeous-Alexander,OKC,28,31.4,32.5,1/10/24
Shai Gilgeous-Alexander,OKC,31,31.389,31.5,1/11/24
Shai Gilgeous-Alexander,OKC,37,31.541,32.5,1/13/24
Shai Gilgeous-Alexander,OKC,24,31.342,31.5,1/15/24
Shai Gilgeous-Alexander,OKC,19,31.026,30.5,1/16/24
Shai Gilgeous-Alexander,OKC,31,31.025,31.5,1/18/24
Shai Gilgeous-Alexander,OKC,33,31.073,30.5,1/20/24
Shai Gilgeous-Alexander,OKC,33,31.119,31.5,1/23/24
Shai Gilgeous-Alexander,OKC,32,31.14,33.5,1/24/24
Shai Gilgeous-Alexander,OKC,31,31.136,32.5,1/26/24
Shai Gilgeous-Alexander,OKC,31,31.133,32.5,1/28/24
Shai Gilgeous-Alexander,OKC,37,31.261,31.5,1/29/24
Jalen Williams,OKC,28,17.417,16.5,12/23/23
Jalen Williams,OKC,21,17.56,16.5,12/26/23
Jalen Williams,OKC,36,18.269,16.5,12/27/23
Jalen Williams,OKC,11,18,17.5,12/29/23
Jalen Williams,OKC,17,17.964,16.5,12/31/23
Jalen Williams,OKC,16,17.897,16.5,1/2/24
Jalen Williams,OKC,20,18.065,16.5,1/5/24
Jalen Williams,OKC,21,18.156,17.5,1/8/24
Jalen Williams,OKC,19,18.182,17.5,1/10/24
Jalen Williams,OKC,16,18.2,17.5,1/13/24
Jalen Williams,OKC,27,18.789,19.5,1/18/24
Jalen Williams,OKC,20,18.821,17.5,1/20/24
Jalen Williams,OKC,19,18.825,19.5,1/23/24
Jalen Williams,OKC,13,18.683,18.5,1/24/24
Jalen Williams,OKC,15,18.595,18.5,1/26/24
Jalen Williams,OKC,20,18.628,18.5,1/28/24
Jalen Williams,OKC,20,18.659,19.5,1/29/24
Chet Holmgren,OKC,23,17.154,16.5,12/21/23
Chet Holmgren,OKC,19,17.222,17.5,12/23/23
Chet Holmgren,OKC,20,17.321,17.5,12/26/23
Chet Holmgren,OKC,22,17.483,18.5,12/27/23
Chet Holmgren,OKC,24,17.7,17.5,12/29/23
Chet Holmgren,OKC,18,17.71,18.5,12/31/23
Chet Holmgren,OKC,14,17.594,17.5,1/2/24
Chet Holmgren,OKC,12,17.424,18.5,1/3/24
Chet Holmgren,OKC,17,17.412,17.5,1/5/24
Chet Holmgren,OKC,31,17.8,18.5,1/8/24
Chet Holmgren,OKC,23,17.944,17.5,1/10/24
Chet Holmgren,OKC,19,17.973,17.5,1/11/24
Chet Holmgren,OKC,15,17.895,17.5,1/13/24
Chet Holmgren,OKC,15,17.366,17.5,1/18/24
Chet Holmgren,OKC,15,17.31,16.5,1/20/24
Chet Holmgren,OKC,8,17.093,17.5,1/23/24
Chet Holmgren,OKC,17,17.091,15.5,1/24/24
Chet Holmgren,OKC,20,17.156,15.5,1/26/24
Chet Holmgren,OKC,9,16.978,16.5,1/28/24
Chet Holmgren,OKC,4,16.702,15.5,1/29/24
Luguentz Dort,OKC,21,11.12,10.5,12/21/23
Luguentz Dort,OKC,8,11,12.5,12/23/23
Luguentz Dort,OKC,20,11.333,10.5,12/26/23
Luguentz Dort,OKC,4,10.862,10.5,12/29/23
Luguentz Dort,OKC,18,11.1,10.5,12/31/23
Luguentz Dort,OKC,9,11.032,9.5,1/2/24
Luguentz Dort,OKC,12,11.152,10.5,1/5/24
Luguentz Dort,OKC,7,11.029,11.5,1/8/24
Luguentz Dort,OKC,14,11.114,9.5,1/10/24
Luguentz Dort,OKC,12,11.135,9.5,1/13/24
Luguentz Dort,OKC,6,11.268,11.5,1/23/24
Luguentz Dort,OKC,2,11.048,10.5,1/24/24
Luguentz Dort,OKC,4,10.884,10.5,1/26/24
Luguentz Dort,OKC,6,10.773,10.5,1/28/24
Luguentz Dort,OKC,2,10.578,8.5,1/29/24
Josh Giddey,OKC,11,11.769,10.5,12/21/23
Josh Giddey,OKC,20,11.833,10.5,12/31/23
Josh Giddey,OKC,23,12.194,10.5,1/2/24
Josh Giddey,OKC,13,12.121,11.5,1/5/24
Josh Giddey,OKC,9,12.029,12.5,1/8/24
Josh Giddey,OKC,9,11.943,11.5,1/10/24
Josh Giddey,OKC,13,11.972,11.5,1/11/24
Josh Giddey,OKC,12,11.973,10.5,1/13/24
Josh Giddey,OKC,20,12,10.5,1/18/24
Josh Giddey,OKC,5,11.829,10.5,1/20/24
Josh Giddey,OKC,7,11.714,10.5,1/23/24
Josh Giddey,OKC,12,11.721,10.5,1/24/24
Josh Giddey,OKC,4,11.545,10.5,1/26/24
Josh Giddey,OKC,12,11.556,10.5,1/28/24
Josh Giddey,OKC,13,11.587,9.5,1/29/24
Paolo Banchero,ORL,10,20.615,21.5,12/20/23
Paolo Banchero,ORL,23,20.704,20.5,12/21/23
Paolo Banchero,ORL,34,21.179,22.5,12/23/23
Paolo Banchero,ORL,24,21.276,24.5,12/26/23
Paolo Banchero,ORL,19,21.2,23.5,12/27/23
Paolo Banchero,ORL,29,21.452,23.5,12/29/23
Paolo Banchero,ORL,28,21.656,23.5,12/31/23
Paolo Banchero,ORL,27,21.818,24.5,1/2/24
Paolo Banchero,ORL,35,23.056,29.5,1/7/24
Paolo Banchero,ORL,18,22.919,28.5,1/9/24
Paolo Banchero,ORL,25,22.974,27.5,1/12/24
Paolo Banchero,ORL,20,22.897,29.5,1/13/24
Paolo Banchero,ORL,20,22.825,26.5,1/15/24
Paolo Banchero,ORL,26,22.902,27.5,1/17/24
Paolo Banchero,ORL,14,22.69,26.5,1/19/24
Paolo Banchero,ORL,20,22.628,23.5,1/21/24
Paolo Banchero,ORL,18,22.523,23.5,1/22/24
Paolo Banchero,ORL,27,22.622,21.5,1/26/24
Paolo Banchero,ORL,26,22.696,23.5,1/28/24
Paolo Banchero,ORL,36,22.979,24.5,1/29/24
Franz Wagner,ORL,15,19.769,19.5,12/20/23
Franz Wagner,ORL,24,20.25,22.5,12/23/23
Franz Wagner,ORL,28,20.517,22.5,12/26/23
Franz Wagner,ORL,24,20.633,22.5,12/27/23
Franz Wagner,ORL,32,21,23.5,12/29/23
Franz Wagner,ORL,27,21.188,22.5,12/31/23
Franz Wagner,ORL,25,21.303,23.5,1/2/24
Franz Wagner,ORL,18,20.622,18.5,1/26/24
Franz Wagner,ORL,11,20.368,19.5,1/28/24
Franz Wagner,ORL,21,20.385,19.5,1/29/24
Jalen Suggs,ORL,11,12.417,11.5,12/20/23
Jalen Suggs,ORL,21,12.963,12.5,12/29/23
Jalen Suggs,ORL,10,12.552,11.5,1/2/24
Jalen Suggs,ORL,20,13.667,15.5,1/9/24
Jalen Suggs,ORL,2,13.324,15.5,1/12/24
Jalen Suggs,ORL,4,12.944,11.5,1/15/24
Jalen Suggs,ORL,16,13.027,11.5,1/17/24
Jalen Suggs,ORL,16,13.105,11.5,1/19/24
Jalen Suggs,ORL,11,13.051,11.5,1/21/24
Jalen Suggs,ORL,0,12.561,10.5,1/26/24
Jalen Suggs,ORL,10,12.5,10.5,1/28/24
Wendell Carter Jr.,ORL,10,8.333,11.5,1/22/24
