Date,Player,player_assists_line,player_assists_over,player_assists_under,player_points_line,player_points_over,player_points_under,player_rebounds_line,player_rebounds_over,player_rebounds_under
2023-12-27,Tobias Harris,3.5,2.0,1.77,20.5,1.8,1.95,6.5,1.71,2.1
2023-12-27,Tyrese Maxey,6.5,1.74,2.05,29.5,1.83,1.91,3.5,1.83,
2023-12-27,Kelly Oubre Jr.,,,,16.5,1.87,1.87,5.5,2.1,1.71
2023-12-21,Josh Giddey,4.5,2.24,1.62,10.5,1.8,1.95,5.5,1.8,1.95
2023-12-21,Shai Gilgeous-Alexander,6.5,1.83,1.91,31.5,1.83,1.91,5.5,2.14,1.69
2023-12-21,Chet Holmgren,,,,16.5,1.87,1.87,8.5,1.95,1.8
2023-12-21,Luguentz Dort,,,,10.5,1.95,1.8,4.5,2.14,1.69
2023-12-28,Anthony Davis,3.5,2.35,1.57,28.5,1.69,2.14,13.5,1.87,1.87
2023-12-28,LeBron James,8.5,1.83,1.91,27.5,1.77,2.0,8.5,1.8,1.95
2023-12-28,Miles Bridges,2.5,1.62,2.24,21.5,1.83,1.91,6.5,1.74,2.05
2023-12-28,Terry Rozier,7.5,2.1,1.71,24.5,1.8,1.95,3.5,1.83,1.91
2023-12-20,Bam Adebayo,3.5,1.62,2.24,21.5,1.8,1.95,9.5,1.71,2.1
2023-12-20,Franz Wagner,4.5,2.1,1.71,19.5,1.91,1.83,5.5,2.2,1.67
2023-12-20,Jalen Suggs,2.5,1.83,1.91,11.5,1.95,1.8,3.5,1.83,1.91
2023-12-20,Kyle Lowry,4.5,2.14,1.69,8.5,1.8,1.95,3.5,1.87,1.87
2023-12-20,Paolo Banchero,4.5,2.3,1.6,21.5,1.71,2.1,7.5,2.05,1.74
2023-12-20,Tyler Herro,4.5,2.05,1.74,21.5,1.77,2.0,4.5,1.74,2.05
2023-12-31,Dejounte Murray,5.5,2.0,1.77,21.5,1.77,2.0,5.5,2.2,1.67
2023-12-31,Deni Avdija,4.5,1.8,1.95,13.5,1.87,1.87,6.5,1.91,1.83
2023-12-31,Jalen Johnson,2.5,1.83,1.91,16.5,1.87,1.87,9.5,1.87,1.87
2023-12-31,Jordan Poole,4.5,2.2,1.67,19.5,1.87,1.87,2.5,1.87,1.87
2023-12-31,Kyle Kuzma,4.5,2.05,1.74,24.5,1.95,1.8,6.5,1.74,2.05
2023-12-31,Trae Young,12.5,2.05,1.74,28.5,1.71,2.1,3.5,1.87,1.87
2023-12-31,Tyus Jones,6.5,2.14,1.69,13.5,1.95,1.8,2.5,1.57,2.35
2023-12-31,Clint Capela,,,,14.5,1.91,1.83,12.5,1.83,1.91
2023-12-31,Daniel Gafford,,,,12.5,1.95,1.8,7.5,1.77,2.0
2023-12-31,Saddiq Bey,,,,15.5,1.95,1.8,7.5,2.14,1.69
2023-12-26,Anfernee Simons,5.5,1.87,1.87,26.5,1.87,1.87,3.5,2.1,1.71
2023-12-26,De'Aaron Fox,6.5,1.87,1.87,29.5,1.71,2.1,4.5,1.87,1.87
2023-12-26,Domantas Sabonis,7.5,1.74,2.05,21.5,1.87,1.87,13.5,1.95,1.8
2023-12-26,Jerami Grant,2.5,1.83,1.91,21.5,1.91,1.83,4.5,2.05,1.74
2023-12-26,Kevin Huerter,2.5,2.1,1.71,8.5,1.77,2.0,3.5,1.8,1.95
2023-12-26,Deandre Ayton,,,,14.5,1.95,1.8,11.5,1.83,1.91
2023-12-26,Harrison Barnes,,,,11.5,1.87,1.87,3.5,1.77,2.0
2023-12-26,Keegan Murray,,,,18.5,1.95,1.8,6.5,2.0,1.77
2023-12-23,Jaylen Brown,3.5,1.62,2.24,26.5,1.8,1.95,5.5,1.6,2.3
2023-12-23,Jayson Tatum,3.5,1.6,2.3,29.5,1.71,2.1,9.5,2.05,1.74
2023-12-23,Kawhi Leonard,3.5,2.3,1.6,27.5,1.95,1.8,6.5,1.8,1.95
2023-12-22,Bam Adebayo,4.5,1.95,1.8,22.5,1.87,1.87,10.5,1.95,1.8
2023-12-22,Dejounte Murray,4.5,1.57,2.35,18.5,1.77,2.0,4.5,1.91,1.83
2023-12-22,Kyle Lowry,4.5,2.05,1.74,8.5,1.95,1.8,3.5,2.24,1.62
2023-12-22,Trae Young,10.5,2.0,1.77,27.5,1.69,2.14,2.5,1.57,2.35
2023-12-22,Tyler Herro,4.5,1.62,2.24,24.5,1.83,1.91,4.5,1.71,2.1
2023-12-22,Clint Capela,,,,12.5,1.95,1.8,9.5,1.6,2.3
2023-12-22,De'Andre Hunter,,,,13.5,1.87,1.87,4.5,2.24,1.62
2023-12-22,Saddiq Bey,,,,12.5,1.91,1.83,5.5,1.71,2.1
2023-12-29,Jalen Williams,3.5,2.05,1.74,17.5,1.95,1.8,3.5,1.71,2.1
2023-12-29,Jamal Murray,6.5,2.05,1.74,22.5,1.83,1.91,4.5,1.83,1.91
2023-12-29,Nikola Jokic,9.5,2.05,1.74,26.5,1.83,1.91,13.5,1.8,1.95
2023-12-29,Shai Gilgeous-Alexander,6.5,2.2,1.67,32.5,1.87,1.87,5.5,1.74,2.05
2023-12-29,Chet Holmgren,,,,17.5,1.87,1.87,7.5,1.8,1.95
2023-12-29,Luguentz Dort,,,,10.5,2.0,1.77,4.5,2.3,1.6
2023-12-29,Michael Porter Jr.,,,,16.5,1.95,1.8,7.5,1.74,2.05
2023-12-23,Damian Lillard,6.5,1.74,2.05,25.5,1.8,1.95,3.5,1.67,2.2
2023-12-23,Giannis Antetokounmpo,5.5,1.62,2.24,31.5,1.77,2.0,11.5,1.83,1.91
2023-12-23,Immanuel Quickley,2.5,2.24,1.62,13.5,1.95,1.8,2.5,1.91,1.83
2023-12-23,Jalen Brunson,6.5,1.83,1.91,24.5,1.71,2.1,3.5,1.6,2.3
2023-12-23,Josh Hart,2.5,1.91,1.83,7.5,1.83,1.91,5.5,1.77,2.0
2023-12-23,Julius Randle,4.5,1.87,1.87,24.5,1.8,1.95,9.5,1.71,2.1
2023-12-23,Khris Middleton,3.5,1.6,2.3,14.5,1.95,1.8,4.5,2.1,1.71
2023-12-23,RJ Barrett,2.5,2.3,1.6,18.5,1.77,2.0,4.5,2.1,1.71
2023-12-23,Bobby Portis,,,,11.5,1.95,1.8,7.5,2.0,1.77
2023-12-23,Brook Lopez,,,,13.5,1.91,1.83,4.5,1.77,2.0
2023-12-23,Donte DiVincenzo,,,,8.5,1.74,2.05,2.5,1.57,2.35
2023-12-23,Isaiah Hartenstein,,,,7.5,1.95,1.8,8.5,1.77,2.0
2023-12-23,Malik Beasley,,,,8.5,1.83,1.91,3.5,1.91,1.83
2023-12-22,De'Aaron Fox,6.5,1.71,2.1,29.5,1.67,2.2,4.5,2.24,1.62
2023-12-22,Devin Booker,7.5,1.8,1.95,29.5,1.8,1.95,5.5,1.87,1.87
2023-12-22,Domantas Sabonis,7.5,1.8,1.95,20.5,1.87,1.87,12.5,1.74,2.05
2023-12-22,Grayson Allen,2.5,2.35,1.57,12.5,1.95,1.8,3.5,1.62,2.24
2023-12-22,Kevin Durant,5.5,1.8,1.95,30.5,1.67,2.2,7.5,1.95,1.8
2023-12-22,Harrison Barnes,,,,11.5,1.8,1.95,3.5,1.95,1.8
2023-12-22,Keegan Murray,,,,17.5,1.83,1.91,5.5,1.95,1.8
2023-12-28,Karl-Anthony Towns,3.5,1.95,1.8,21.5,1.8,1.95,9.5,1.62,2.24
2023-12-28,Luka Doncic,10.5,1.91,1.83,37.5,1.87,1.87,9.5,2.0,1.77
2023-12-26,Anthony Edwards,5.5,2.1,1.71,28.5,1.95,1.8,5.5,1.74,2.05
2023-12-26,Chet Holmgren,2.5,2.4,1.56,17.5,1.8,1.95,8.5,1.74,2.05
2023-12-26,Jalen Williams,3.5,1.77,2.0,16.5,1.8,1.95,4.5,2.24,1.62
2023-12-26,Karl-Anthony Towns,2.5,1.6,2.3,21.5,1.8,1.95,9.5,1.91,1.83
2023-12-26,Mike Conley,6.5,1.74,2.05,10.5,1.77,2.0,2.5,1.77,2.0
2023-12-26,Shai Gilgeous-Alexander,6.5,1.77,2.0,33.5,1.74,2.05,5.5,1.83,1.91
2023-12-26,Luguentz Dort,,,,10.5,1.87,1.87,4.5,2.24,1.62
2023-12-20,Alperen Sengun,5.5,1.95,1.8,20.5,1.77,2.0,9.5,1.8,1.95
2023-12-20,Dejounte Murray,4.5,1.69,2.14,18.5,1.74,2.05,4.5,1.91,1.83
2023-12-20,Fred VanVleet,9.5,1.95,1.8,18.5,1.74,2.05,4.5,1.87,1.87
2023-12-20,Jalen Green,3.5,2.24,1.62,17.5,1.8,1.95,4.5,2.3,1.6
2023-12-20,Trae Young,9.5,1.74,2.05,30.5,1.74,2.05,3.5,2.3,1.6
2023-12-20,Clint Capela,,,,13.5,1.87,1.87,11.5,1.74,2.05
2023-12-20,De'Andre Hunter,,,,14.5,1.87,1.87,4.5,2.14,1.69
2023-12-20,Dillon Brooks,,,,14.5,1.95,1.8,3.5,1.91,1.83
2023-12-20,Jabari Smith Jr.,,,,13.5,2.0,1.77,8.5,1.74,2.05
2023-12-20,Saddiq Bey,,,,14.5,2.0,1.77,6.5,1.91,1.83
2023-12-26,Brandon Ingram,5.5,1.83,1.91,22.5,1.83,1.91,4.5,1.77,2.0
2023-12-26,CJ McCollum,4.5,1.6,2.3,17.5,1.87,1.87,3.5,1.8,1.95
2023-12-26,Desmond Bane,4.5,1.74,2.05,25.5,1.87,1.87,4.5,1.87,1.87
2023-12-26,Herbert Jones,2.5,2.3,1.6,8.5,1.91,1.83,3.5,2.0,1.77
2023-12-26,Ja Morant,7.5,1.74,2.05,28.5,1.95,1.8,5.5,1.74,2.05
2023-12-26,Jonas Valanciunas,2.5,2.2,1.67,14.5,1.95,1.8,10.5,1.83,1.91
2023-12-26,Zion Williamson,4.5,2.05,1.74,22.5,1.74,2.05,6.5,2.05,1.74
2023-12-26,Jaren Jackson Jr.,,,,18.5,1.95,1.8,5.5,1.8,1.95
2023-12-27,Devin Booker,7.5,1.91,1.83,26.5,1.69,2.14,4.5,1.74,2.05
2023-12-27,Jusuf Nurkic,3.5,2.1,1.71,12.5,1.8,1.95,10.5,1.8,1.95
2023-12-27,Kevin Durant,5.5,2.1,1.71,28.5,1.8,1.95,6.5,1.91,1.83
2023-12-26,Bojan Bogdanovic,2.5,2.2,1.67,19.5,1.87,1.87,3.5,2.2,1.67
2023-12-26,Cade Cunningham,7.5,2.05,1.74,22.5,1.8,1.95,4.5,2.1,1.71
2023-12-26,Cameron Johnson,2.5,2.45,1.53,14.5,1.95,1.8,4.5,1.95,1.8
2023-12-26,Cameron Thomas,2.5,1.95,1.8,23.5,1.8,1.95,3.5,1.95,1.8
2023-12-26,Mikal Bridges,3.5,1.74,2.05,22.5,1.91,1.83,4.5,1.74,2.05
2023-12-26,Spencer Dinwiddie,6.5,1.67,2.2,14.5,1.95,1.8,3.5,1.74,2.05
2023-12-26,Nicolas Claxton,,,,11.5,1.83,1.91,9.5,1.74,2.05
2023-12-27,Chet Holmgren,2.5,1.95,1.8,18.5,1.87,1.87,8.5,1.8,1.95
2023-12-27,Jalen Brunson,6.5,1.91,1.83,26.5,1.74,2.05,3.5,1.56,2.4
2023-12-27,Jalen Williams,3.5,1.77,2.0,16.5,1.8,1.95,3.5,1.69,2.14
2023-12-27,Julius Randle,3.5,1.6,2.3,24.5,1.71,2.1,9.5,1.71,2.1
2023-12-27,Shai Gilgeous-Alexander,6.5,2.05,1.74,33.5,1.77,2.0,5.5,1.87,1.87
2023-12-27,Isaiah Hartenstein,,,,8.5,1.95,1.8,10.5,1.95,1.8
2023-12-27,RJ Barrett,,,,17.5,1.8,1.95,4.5,1.91,1.83
2023-12-25,Bam Adebayo,4.5,2.14,1.69,22.5,1.87,1.87,10.5,1.83,1.91
2023-12-25,De'Anthony Melton,3.5,2.14,1.69,12.5,2.0,1.77,3.5,1.67,2.2
2023-12-25,Jimmy Butler,4.5,1.71,2.1,21.5,1.91,1.83,5.5,1.91,1.83
2023-12-25,Kyle Lowry,3.5,2.0,1.77,6.5,1.91,1.83,2.5,1.6,2.3
2023-12-25,Tobias Harris,2.5,1.67,2.2,18.5,1.8,1.95,6.5,2.0,1.77
2023-12-25,Tyler Herro,4.5,2.1,1.71,22.5,1.74,2.05,4.5,1.62,2.24
2023-12-25,Tyrese Maxey,6.5,1.74,2.05,31.5,1.95,1.8,3.5,1.91,1.83
2023-12-25,Caleb Martin,,,,9.5,2.0,1.77,4.5,1.77,2.0
2023-12-25,Kelly Oubre Jr.,,,,15.5,1.91,1.83,4.5,1.91,1.83
2023-12-23,Alperen Sengun,4.5,2.05,1.74,17.5,1.83,1.91,9.5,2.0,1.77
2023-12-23,Fred VanVleet,8.5,1.83,1.91,17.5,1.8,1.95,3.5,1.71,2.1
2023-12-23,Jalen Green,2.5,1.6,2.3,17.5,1.87,1.87,3.5,1.69,2.14
2023-12-23,Dillon Brooks,,,,13.5,1.91,1.83,3.5,2.2,1.67
2023-12-23,Jabari Smith Jr.,,,,14.5,1.83,1.91,8.5,2.0,1.77
2023-12-21,Anfernee Simons,5.5,1.69,2.14,26.5,1.95,1.8,3.5,2.24,1.62
2023-12-21,Deni Avdija,3.5,1.67,2.2,10.5,1.91,1.83,6.5,2.14,1.69
2023-12-21,Jerami Grant,2.5,1.74,2.05,24.5,1.95,1.8,5.5,2.0,1.77
2023-12-21,Jordan Poole,3.5,1.69,2.14,18.5,1.8,1.95,2.5,1.77,2.0
2023-12-21,Kyle Kuzma,3.5,1.6,2.3,24.5,1.87,1.87,6.5,1.6,2.3
2023-12-21,Tyus Jones,6.5,1.83,1.91,12.5,1.87,1.87,3.5,2.1,1.71
2023-12-21,Daniel Gafford,,,,12.5,2.0,1.77,8.5,2.1,1.71
2023-12-21,Deandre Ayton,,,,14.5,1.83,1.91,12.5,1.77,2.0
2023-12-21,Toumani Camara,,,,8.5,1.95,1.8,5.5,1.87,1.87
2023-12-31,De'Aaron Fox,5.5,1.67,2.2,30.5,1.77,2.0,4.5,1.8,1.95
2023-12-31,Desmond Bane,4.5,1.62,2.24,24.5,1.77,2.0,5.5,2.2,1.67
2023-12-31,Domantas Sabonis,7.5,2.14,1.69,21.5,1.87,1.87,12.5,1.83,1.91
2023-12-31,Ja Morant,7.5,1.69,2.14,27.5,1.95,1.8,6.5,2.05,1.74
2023-12-31,Marcus Smart,4.5,2.24,1.62,11.5,1.77,2.0,2.5,1.6,2.3
2023-12-31,Jaren Jackson Jr.,,,,19.5,1.91,1.83,6.5,2.2,1.67
2023-12-31,Keegan Murray,,,,14.5,1.95,1.8,5.5,1.77,2.0
2023-12-30,Collin Sexton,3.5,1.77,2.0,18.5,1.87,1.87,2.5,1.69,2.14
2023-12-30,John Collins,,,,10.5,1.83,1.91,6.5,2.2,1.67
2023-12-30,Lauri Markkanen,,,,24.5,1.83,1.91,8.5,1.83,1.91
2023-12-20,Brandon Miller,2.5,1.95,1.8,16.5,1.95,1.8,3.5,1.8,1.95
2023-12-20,Bruce Brown,2.5,2.35,1.57,11.5,1.91,1.83,4.5,2.24,1.62
2023-12-20,Buddy Hield,2.5,2.2,1.67,14.5,1.77,2.0,4.5,2.1,1.71
2023-12-20,Gordon Hayward,4.5,1.71,2.1,16.5,1.71,2.1,4.5,1.91,1.83
2023-12-20,Miles Bridges,2.5,1.71,2.1,21.5,1.83,1.91,6.5,1.8,1.95
2023-12-20,Terry Rozier,7.5,1.74,2.05,22.5,1.8,1.95,3.5,1.87,1.87
2023-12-20,Tyrese Haliburton,12.5,2.05,1.74,24.5,1.71,2.1,3.5,1.71,2.1
2023-12-20,Myles Turner,,,,16.5,1.8,1.95,8.5,1.95,1.8
2023-12-20,Nick Richards,,,,11.5,1.8,1.95,9.5,1.8,1.95
2023-12-20,Obi Toppin,,,,10.5,1.83,1.91,3.5,1.71,2.1
2023-12-30,Bojan Bogdanovic,2.5,1.77,2.0,19.5,1.83,1.91,4.5,2.14,1.69
2023-12-30,Cade Cunningham,7.5,1.83,1.91,25.5,1.83,1.91,4.5,1.8,1.95
2023-12-21,Coby White,5.5,1.69,2.14,22.5,1.91,1.83,4.5,1.71,2.1
2023-12-21,DeMar DeRozan,5.5,1.71,2.1,22.5,1.77,2.0,4.5,1.87,1.87
2023-12-21,Devin Vassell,3.5,2.05,1.74,17.5,1.83,1.91,3.5,2.05,1.74
2023-12-21,Jeremy Sochan,4.5,2.2,1.67,9.5,1.8,1.95,5.5,1.67,2.2
2023-12-21,Keldon Johnson,3.5,1.71,2.1,18.5,1.8,1.95,6.5,2.0,1.77
2023-12-21,Nikola Vucevic,3.5,2.14,1.69,19.5,1.95,1.8,11.5,1.77,2.0
2023-12-21,Victor Wembanyama,2.5,1.57,2.35,21.5,1.95,1.8,13.5,1.83,1.91
2023-12-29,Devin Booker,7.5,2.0,1.77,26.5,1.83,1.91,4.5,1.71,2.1
2023-12-29,Jusuf Nurkic,2.5,1.57,2.35,13.5,2.0,1.77,11.5,2.0,1.77
2023-12-29,Kevin Durant,6.5,2.14,1.69,27.5,1.95,1.8,6.5,1.71,2.1
2023-12-28,Ja Morant,7.5,1.95,1.8,26.5,1.74,2.05,5.5,1.71,2.1
2023-12-28,Jamal Murray,6.5,2.05,1.74,23.5,1.83,1.91,4.5,1.95,1.8
2023-12-28,Kentavious Caldwell-Pope,2.5,2.35,1.57,9.5,1.69,2.14,2.5,1.83,1.91
2023-12-28,Nikola Jokic,8.5,1.57,2.35,26.5,1.71,2.1,12.5,1.71,2.1
2023-12-28,Michael Porter Jr.,,,,17.5,1.8,1.95,7.5,1.83,1.91
2023-12-27,Dennis Schroder,7.5,2.14,1.69,13.5,2.0,1.77,2.5,1.71,2.1
2023-12-27,Jakob Poeltl,2.5,2.05,1.74,11.5,1.87,1.87,8.5,1.83,1.91
2023-12-27,Jordan Poole,3.5,2.0,1.77,22.5,1.91,1.83,2.5,1.8,1.95
2023-12-27,Kyle Kuzma,3.5,1.83,1.91,21.5,1.8,1.95,6.5,1.8,1.95
2023-12-27,OG Anunoby,2.5,1.67,2.2,14.5,1.95,1.8,4.5,2.0,1.77
2023-12-27,Pascal Siakam,4.5,1.67,2.2,25.5,1.8,1.95,7.5,1.8,1.95
2023-12-27,Scottie Barnes,6.5,1.83,1.91,22.5,1.83,1.91,9.5,1.83,1.91
2023-12-27,Tyus Jones,6.5,2.14,1.69,13.5,1.87,1.87,2.5,1.6,2.3
2023-12-27,Daniel Gafford,,,,11.5,1.8,1.95,7.5,1.91,1.83
2023-12-26,Alperen Sengun,4.5,1.62,2.24,22.5,1.91,1.83,10.5,1.87,1.91
2023-12-26,Buddy Hield,2.5,2.05,1.74,15.5,1.8,1.95,4.5,1.77,2.0
2023-12-26,Fred VanVleet,8.5,1.74,2.05,19.5,1.95,1.8,4.5,2.1,1.71
2023-12-26,Jalen Green,2.5,1.67,2.2,17.5,1.74,2.05,4.5,2.2,1.67
2023-12-26,Tyrese Haliburton,11.5,1.8,1.95,24.5,1.83,1.91,3.5,1.69,2.14
2023-12-26,Dillon Brooks,,,,11.5,1.87,1.87,3.5,2.1,1.71
2023-12-26,Jabari Smith Jr.,,,,17.5,1.95,1.8,9.5,1.91,1.83
2023-12-26,Myles Turner,,,,15.5,1.8,1.95,7.5,1.74,2.05
2023-12-25,Dante Exum,3.5,1.95,1.8,13.5,1.91,1.83,4.5,1.83,1.91
2023-12-25,Devin Booker,8.5,1.95,1.8,30.5,1.87,1.87,6.5,2.14,1.69
2023-12-25,Eric Gordon,2.5,2.35,1.57,11.5,2.0,1.77,2.5,1.87,1.87
2023-12-25,Grayson Allen,2.5,2.24,1.62,12.5,1.87,1.87,4.5,2.14,1.69
2023-12-25,Kevin Durant,5.5,1.83,1.91,31.5,1.8,1.95,8.5,2.14,1.69
2023-12-25,Luka Doncic,9.5,1.71,2.1,36.5,1.83,1.91,9.5,1.71,2.1
2023-12-25,Dereck Lively II,,,,8.5,1.83,1.91,7.5,1.77,2.0
2023-12-25,Derrick Jones Jr.,,,,10.5,1.91,1.83,3.5,1.62,2.24
2023-12-25,Drew Eubanks,,,,8.5,1.87,1.87,7.5,1.91,1.83
2023-12-25,Grant Williams,,,,9.5,1.95,1.8,3.5,1.62,2.24
2023-12-25,Tim Hardaway Jr.,,,,18.5,1.91,1.83,3.5,1.83,1.91
2023-12-26,Deni Avdija,3.5,1.77,2.0,9.5,1.77,2.0,5.5,1.91,1.83
2023-12-26,Franz Wagner,4.5,1.69,2.14,22.5,1.87,1.87,5.5,1.74,2.05
2023-12-26,Jordan Poole,3.5,2.0,1.77,18.5,1.83,1.91,2.5,1.95,1.8
2023-12-26,Kyle Kuzma,3.5,1.83,1.91,22.5,1.8,1.95,6.5,1.8,1.95
2023-12-26,Paolo Banchero,4.5,1.95,1.8,24.5,1.83,1.91,7.5,1.83,1.91
2023-12-26,Tyus Jones,6.5,2.05,1.74,12.5,1.95,1.8,2.5,1.62,2.24
2023-12-26,Daniel Gafford,,,,11.5,1.87,1.87,6.5,1.71,2.1
2023-12-21,Giannis Antetokounmpo,5.5,1.6,2.3,31.5,1.71,2.1,11.5,1.62,2.24
2023-12-21,Paolo Banchero,4.5,2.24,1.62,20.5,1.8,1.95,6.5,1.69,2.14
2023-12-23,Bojan Bogdanovic,2.5,2.3,1.6,19.5,1.83,1.91,3.5,2.2,1.67
2023-12-23,Cade Cunningham,7.5,1.87,1.87,23.5,1.83,1.91,4.5,1.91,1.83
2023-12-23,Cameron Johnson,2.5,2.4,1.56,14.5,1.87,1.87,4.5,1.8,1.95
2023-12-23,Cameron Thomas,2.5,1.95,1.8,24.5,1.71,2.1,3.5,1.74,2.05
2023-12-23,Mikal Bridges,3.5,1.87,1.87,21.5,1.95,1.8,5.5,2.1,1.71
2023-12-23,Spencer Dinwiddie,7.5,1.91,1.83,14.5,1.83,1.91,3.5,1.69,2.14
2023-12-23,Isaiah Stewart,,,,8.5,2.0,1.77,7.5,2.14,1.69
2023-12-23,Nicolas Claxton,,,,11.5,1.83,1.91,9.5,1.74,2.05
2023-12-21,Bojan Bogdanovic,2.5,2.3,1.6,22.5,1.8,1.95,3.5,2.14,1.69
2023-12-21,Cade Cunningham,7.5,2.05,1.74,24.5,1.91,1.83,4.5,1.87,1.87
2023-12-29,Damian Lillard,6.5,1.77,2.0,23.5,1.8,1.95,3.5,1.67,2.2
2023-12-29,Donovan Mitchell,6.5,2.0,1.77,29.5,1.83,1.91,4.5,1.62,2.24
2023-12-29,Giannis Antetokounmpo,6.5,2.14,1.69,31.5,1.95,1.8,10.5,1.74,2.05
2023-12-29,Khris Middleton,4.5,1.74,2.05,17.5,1.87,1.87,4.5,1.83,1.91
2023-12-29,Brook Lopez,,,,12.5,1.95,1.8,4.5,1.69,2.14
2023-12-29,Malik Beasley,,,,8.5,1.83,1.91,3.5,2.0,1.77
2023-12-20,Anthony Davis,2.5,1.91,1.83,28.5,1.77,2.0,13.5,1.62,2.24
2023-12-20,Coby White,5.5,1.67,2.2,22.5,1.95,1.8,4.5,1.83,1.91
2023-12-20,DeMar DeRozan,5.5,2.0,1.77,22.5,1.87,1.87,3.5,1.6,2.3
2023-12-20,LeBron James,7.5,1.8,1.95,25.5,1.8,1.95,8.5,1.62,2.24
2023-12-20,Nikola Vucevic,3.5,2.14,1.69,19.5,1.87,1.87,11.5,1.91,1.83
2023-12-20,Patrick Williams,,,,12.5,2.0,1.77,5.5,1.87,1.87
2023-12-30,Coby White,5.5,2.0,1.77,21.5,1.83,1.91,4.5,1.71,2.1
2023-12-30,DeMar DeRozan,5.5,1.71,2.1,24.5,1.83,1.91,4.5,2.05,1.74
2023-12-20,Dante Exum,3.5,2.1,1.71,13.5,1.83,1.91,4.5,2.2,1.67
2023-12-20,Kawhi Leonard,3.5,1.95,1.8,28.5,1.83,1.91,6.5,1.71,2.1
2023-12-20,Luka Doncic,10.5,1.87,1.87,36.5,1.8,1.95,10.5,2.05,1.74
2023-12-20,Derrick Jones Jr.,,,,10.5,1.8,1.95,4.5,2.1,1.71
2023-12-20,Grant Williams,,,,9.5,1.95,1.8,4.5,2.2,1.67
2023-12-20,Ivica Zubac,,,,12.5,1.91,1.83,10.5,1.91,1.83
2023-12-20,Collin Sexton,4.5,1.67,2.2,21.5,1.69,2.14,3.5,1.91,1.83
2023-12-20,Donovan Mitchell,6.5,1.74,2.05,32.5,1.74,2.05,5.5,1.77,2.0
2023-12-20,Jarrett Allen,2.5,2.3,1.6,15.5,1.83,1.91,10.5,1.95,1.8
2023-12-20,Max Strus,4.5,2.3,1.6,15.5,1.87,1.87,4.5,1.71,2.1
2023-12-20,Simone Fontecchio,,,,9.5,2.0,1.77,2.5,1.57,2.35
2023-12-28,Anfernee Simons,4.5,1.67,2.2,27.5,1.83,1.91,3.5,1.83,1.91
2023-12-28,Devin Vassell,3.5,1.95,1.8,20.5,1.87,1.87,3.5,1.62,2.24
2023-12-28,Jerami Grant,2.5,1.91,1.83,20.5,1.77,2.0,4.5,1.77,2.0
2023-12-28,Jeremy Sochan,4.5,2.0,1.77,12.5,2.0,1.77,6.5,1.74,2.05
2023-12-28,Malcolm Brogdon,6.5,1.71,2.1,16.5,1.87,1.87,4.5,1.67,2.2
2023-12-31,Cameron Johnson,2.5,2.14,1.69,15.5,1.77,2.0,4.5,1.69,2.14
2023-12-31,Chet Holmgren,2.5,2.35,1.57,18.5,1.8,1.95,8.5,1.95,1.8
2023-12-31,Jalen Williams,3.5,1.77,2.0,16.5,1.87,1.87,4.5,2.14,1.69
2023-12-31,Josh Giddey,4.5,2.24,1.62,10.5,2.0,1.77,5.5,1.74,2.05
2023-12-31,Mikal Bridges,3.5,2.2,1.67,22.5,1.95,1.8,5.5,2.2,1.67
2023-12-31,Shai Gilgeous-Alexander,6.5,1.91,1.83,33.5,1.74,2.05,5.5,1.69,2.14
2023-12-31,Spencer Dinwiddie,6.5,1.71,2.1,14.5,1.87,1.87,3.5,1.67,2.2
2023-12-31,Luguentz Dort,,,,10.5,1.87,1.87,4.5,2.14,1.69
2023-12-31,Nicolas Claxton,,,,11.5,1.87,1.87,9.5,1.62,2.24
2023-12-19,Anfernee Simons,5.5,1.87,1.87,24.5,1.91,1.83,2.5,1.62,2.24
2023-12-19,Devin Booker,7.5,1.74,2.05,28.5,1.91,1.83,5.5,2.1,1.71
2023-12-19,Grayson Allen,2.5,2.24,1.62,11.5,2.0,1.77,3.5,1.67,2.2
2023-12-19,Jerami Grant,2.5,2.1,1.71,22.5,1.91,1.83,4.5,1.67,2.2
2023-12-19,Jusuf Nurkic,3.5,2.05,1.74,14.5,1.95,1.8,11.5,1.83,1.91
2023-12-19,Kevin Durant,5.5,2.14,1.69,29.5,1.95,1.8,6.5,1.8,1.95
2023-12-19,Deandre Ayton,,,,12.5,1.83,1.91,10.5,1.74,2.05
