Player,team,Rk,G,Date,Age,Tm,Unnamed: 7,Opp,Unnamed: 9,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Points_Running_Avg,Rebounds_Running_Avg,Assists_Running_Avg,Steals_Running_Avg,Blocks_Running_Avg,Points_Diff,Rebounds_Diff,Assists_Diff,Steals_Diff,Blocks_Diff,Position
Dejounte Murray,ATL,1,1.0,2022-10-19,26-030,ATL,,HOU,W (+10),1,38:14,8.0,19.0,0.421,1.0,5.0,0.2,3.0,3.0,1.0,0.0,5.0,5.0,11.0,5.0,1.0,0.0,0.0,20.0,24.8,8.0,20.0,5.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,SG
Dejounte Murray,ATL,2,2.0,2022-10-21,26-032,ATL,,ORL,W (+10),1,39:37,8.0,16.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,1.0,8.0,9.0,9.0,4.0,0.0,7.0,2.0,20.0,17.6,17.0,20.0,7.0,10.0,4.5,0.5,0.0,2.0,-1.0,-0.5,-0.5,SG
Dejounte Murray,ATL,3,3.0,2022-10-23,26-034,ATL,,CHO,L (-17),1,38:48,7.0,15.0,0.467,2.0,4.0,0.5,3.0,3.0,1.0,1.0,7.0,8.0,5.0,1.0,1.0,4.0,2.0,19.0,14.5,-11.0,19.667,7.333,8.333,3.333,0.667,-0.667,0.667,-3.333,-2.333,0.333,SG
Dejounte Murray,ATL,4,4.0,2022-10-26,26-037,ATL,@,DET,W (+5),1,39:19,5.0,18.0,0.278,2.0,6.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,8.0,2.0,2.0,2.0,2.0,14.0,12.0,4.0,18.25,7.5,8.25,3.0,1.0,-4.25,0.5,-0.25,-1.0,1.0,SG
Dejounte Murray,ATL,5,5.0,2022-10-28,26-039,ATL,@,DET,W (+24),1,32:23,12.0,21.0,0.571,2.0,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,26.0,20.8,21.0,19.8,6.8,7.6,2.4,0.8,6.2,-2.8,-2.6,-2.4,-0.8,SG
Dejounte Murray,ATL,6,6.0,2022-10-29,26-040,ATL,@,MIL,L (-8),1,34:16,9.0,19.0,0.474,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,6.0,2.0,0.0,1.0,3.0,21.0,16.8,1.0,20.0,6.5,7.333,2.333,0.667,1.0,-1.5,-1.333,-0.333,-0.667,SG
Dejounte Murray,ATL,7,7.0,2022-10-31,26-042,ATL,@,TOR,L (-30),1,30:31,7.0,15.0,0.467,2.0,4.0,0.5,4.0,4.0,1.0,0.0,4.0,4.0,9.0,0.0,0.0,4.0,3.0,20.0,14.6,-12.0,20.0,6.143,7.571,2.0,0.571,0.0,-2.143,1.429,-2.0,-0.571,SG
Dejounte Murray,ATL,8,8.0,2022-11-02,26-044,ATL,@,NYK,W (+13),1,38:06,14.0,27.0,0.519,5.0,12.0,0.417,3.0,3.0,1.0,0.0,4.0,4.0,9.0,5.0,1.0,3.0,1.0,36.0,32.5,26.0,22.0,5.875,7.75,2.375,0.625,14.0,-1.875,1.25,2.625,0.375,SG
Dejounte Murray,ATL,9,9.0,2022-11-05,26-047,ATL,,NOP,W (+3),1,41:47,9.0,23.0,0.391,1.0,8.0,0.125,3.0,4.0,0.75,2.0,8.0,10.0,11.0,3.0,0.0,2.0,3.0,22.0,20.4,21.0,22.0,6.333,8.111,2.444,0.556,0.0,3.667,2.889,0.556,-0.556,SG
Dejounte Murray,ATL,10,10.0,2022-11-07,26-049,ATL,,MIL,W (+19),1,32:03,11.0,24.0,0.458,3.0,9.0,0.333,0.0,0.0,,2.0,6.0,8.0,11.0,3.0,0.0,3.0,1.0,25.0,23.1,4.0,22.3,6.5,8.4,2.5,0.5,2.7,1.5,2.6,0.5,-0.5,SG
Dejounte Murray,ATL,11,11.0,2022-11-09,26-051,ATL,,UTA,L (-6),1,37:49,11.0,20.0,0.55,1.0,5.0,0.2,3.0,4.0,0.75,1.0,5.0,6.0,5.0,0.0,1.0,3.0,4.0,26.0,17.8,-7.0,22.636,6.455,8.091,2.273,0.545,3.364,-0.455,-3.091,-2.273,0.455,SG
Dejounte Murray,ATL,12,12.0,2022-11-10,26-052,ATL,,PHI,W (+9),1,34:42,5.0,13.0,0.385,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,8.0,2.0,0.0,2.0,1.0,10.0,9.0,-14.0,21.583,6.167,8.083,2.25,0.5,-11.583,-3.167,-0.083,-0.25,-0.5,SG
Dejounte Murray,ATL,13,13.0,2022-11-12,26-054,ATL,@,PHI,L (-12),1,38:19,9.0,23.0,0.391,1.0,4.0,0.25,4.0,4.0,1.0,3.0,5.0,8.0,7.0,2.0,0.0,0.0,1.0,23.0,20.6,-21.0,21.692,6.308,8.0,2.231,0.462,1.308,1.692,-1.0,-0.231,-0.462,SG
Dejounte Murray,ATL,14,14.0,2022-11-14,26-056,ATL,@,MIL,W (+15),1,36:01,6.0,14.0,0.429,1.0,4.0,0.25,6.0,7.0,0.857,0.0,8.0,8.0,5.0,0.0,0.0,1.0,2.0,19.0,15.3,6.0,21.5,6.429,7.786,2.071,0.429,-2.5,1.571,-2.786,-2.071,-0.429,SG
Dejounte Murray,ATL,15,15.0,2022-11-16,26-058,ATL,,BOS,L (-25),1,33:43,9.0,17.0,0.529,1.0,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,3.0,3.0,19.0,11.9,-24.0,21.333,6.2,7.6,2.0,0.4,-2.333,-3.2,-2.6,-1.0,-0.4,SG
Dejounte Murray,ATL,16,16.0,2022-11-19,26-061,ATL,,TOR,W (+2),1,40:21,7.0,18.0,0.389,1.0,6.0,0.167,2.0,2.0,1.0,0.0,7.0,7.0,4.0,2.0,0.0,2.0,0.0,17.0,12.1,13.0,21.062,6.25,7.375,2.0,0.375,-4.062,0.75,-3.375,0.0,-0.375,SG
Dejounte Murray,ATL,17,17.0,2022-11-21,26-063,ATL,@,CLE,L (-12),1,37:19,4.0,17.0,0.235,1.0,4.0,0.25,2.0,2.0,1.0,1.0,3.0,4.0,6.0,1.0,0.0,4.0,1.0,11.0,3.1,-6.0,20.471,6.118,7.294,1.941,0.353,-9.471,-2.118,-1.294,-0.941,-0.353,SG
Dejounte Murray,ATL,18,18.0,2022-11-23,26-065,ATL,,SAC,W (+9),1,34:59,5.0,16.0,0.313,1.0,4.0,0.25,4.0,4.0,1.0,1.0,6.0,7.0,4.0,3.0,0.0,2.0,2.0,15.0,11.3,7.0,20.167,6.167,7.111,2.0,0.333,-5.167,0.833,-3.111,1.0,-0.333,SG
Dejounte Murray,ATL,19,19.0,2022-11-25,26-067,ATL,@,HOU,L (-6),1,35:39,14.0,24.0,0.583,8.0,13.0,0.615,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,39.0,29.0,-6.0,21.158,6.0,6.895,2.0,0.316,17.842,-3.0,-3.895,0.0,-0.316,SG
Dejounte Murray,ATL,20,20.0,2022-11-27,26-069,ATL,,MIA,L (-8),1,38:49,5.0,16.0,0.313,2.0,8.0,0.25,1.0,2.0,0.5,0.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,13.0,5.3,-13.0,20.75,5.95,6.65,1.95,0.3,-7.75,-0.95,-4.65,-0.95,-0.3,SG
Dejounte Murray,ATL,21,21.0,2022-11-28,26-070,ATL,@,PHI,L (-3),1,40:29,6.0,13.0,0.462,3.0,6.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,7.0,3.0,17.0,9.9,-2.0,20.571,5.905,6.619,1.905,0.333,-3.571,-0.905,-0.619,-0.905,0.667,SG
Dejounte Murray,ATL,22,22.0,2022-11-30,26-072,ATL,@,ORL,W (+17),1,38:59,11.0,23.0,0.478,3.0,8.0,0.375,2.0,3.0,0.667,0.0,3.0,3.0,6.0,2.0,1.0,5.0,1.0,27.0,17.3,8.0,20.864,5.773,6.591,1.909,0.364,6.136,-2.773,-0.591,0.091,0.636,SG
Dejounte Murray,ATL,23,23.0,2022-12-02,26-074,ATL,,DEN,W (+8),1,35:28,13.0,22.0,0.591,4.0,7.0,0.571,4.0,6.0,0.667,1.0,2.0,3.0,8.0,0.0,1.0,1.0,1.0,34.0,29.2,3.0,21.435,5.652,6.652,1.826,0.391,12.565,-2.652,1.348,-1.826,0.609,SG
Dejounte Murray,ATL,24,24.0,2022-12-05,26-077,ATL,,OKC,L (-7),1,38:25,10.0,21.0,0.476,3.0,5.0,0.6,1.0,3.0,0.333,3.0,3.0,6.0,3.0,2.0,2.0,3.0,4.0,24.0,16.4,-2.0,21.542,5.667,6.5,1.833,0.458,2.458,0.333,-3.5,0.167,1.542,SG
Dejounte Murray,ATL,25,25.0,2022-12-07,26-079,ATL,@,NYK,L (-24),1,3:34,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,20.76,5.44,6.24,1.76,0.44,-18.76,-5.44,-6.24,-1.76,-0.44,SG
Dejounte Murray,ATL,31,26.0,2022-12-19,26-091,ATL,,ORL,W (+1),1,37:34,7.0,18.0,0.389,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,17.0,8.6,-2.0,20.615,5.423,6.115,1.769,0.423,-3.615,-0.423,-3.115,0.231,-0.423,SG
Dejounte Murray,ATL,32,27.0,2022-12-21,26-093,ATL,,CHI,L (-2),1,39:59,7.0,17.0,0.412,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,10.0,0.0,0.0,5.0,2.0,15.0,8.6,-2.0,20.407,5.407,6.259,1.704,0.407,-5.407,-0.407,3.741,-1.704,-0.407,SG
Dejounte Murray,ATL,33,28.0,2022-12-23,26-095,ATL,,DET,W (+25),1,36:35,10.0,18.0,0.556,3.0,8.0,0.375,3.0,4.0,0.75,0.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,26.0,23.6,19.0,20.607,5.321,6.214,1.786,0.393,5.393,-2.321,-1.214,2.214,-0.393,SG
Dejounte Murray,ATL,34,29.0,2022-12-27,26-099,ATL,@,IND,L (-15),1,34:44,4.0,12.0,0.333,1.0,3.0,0.333,5.0,6.0,0.833,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,14.0,9.1,-20.0,20.379,5.207,6.103,1.759,0.379,-6.379,-3.207,-3.103,-0.759,-0.379,SG
Dejounte Murray,ATL,35,30.0,2022-12-28,26-100,ATL,,BRK,L (-1),1,39:50,10.0,26.0,0.385,1.0,4.0,0.25,3.0,4.0,0.75,1.0,8.0,9.0,8.0,1.0,0.0,0.0,0.0,24.0,19.1,-1.0,20.5,5.333,6.167,1.733,0.367,3.5,3.667,1.833,-0.733,-0.367,SG
Dejounte Murray,ATL,36,31.0,2022-12-30,26-102,ATL,,LAL,L (-9),1,39:08,8.0,17.0,0.471,3.0,7.0,0.429,1.0,1.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,2.0,0.0,20.0,19.1,-8.0,20.484,5.387,6.258,1.71,0.355,-0.484,1.613,2.742,-0.71,-0.355,SG
Dejounte Murray,ATL,37,32.0,2023-01-02,26-105,ATL,@,GSW,L (-2),1,50:42,10.0,20.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,9.0,10.0,7.0,2.0,1.0,3.0,1.0,25.0,22.6,0.0,20.625,5.531,6.281,1.719,0.375,4.375,4.469,0.719,0.281,0.625,SG
Dejounte Murray,ATL,38,33.0,2023-01-04,26-107,ATL,@,SAC,W (+3),1,34:46,8.0,17.0,0.471,1.0,4.0,0.25,4.0,4.0,1.0,1.0,5.0,6.0,4.0,3.0,0.0,2.0,1.0,21.0,17.9,0.0,20.636,5.545,6.212,1.758,0.364,0.364,0.455,-2.212,1.242,-0.364,SG
Dejounte Murray,ATL,39,34.0,2023-01-06,26-109,ATL,@,LAL,L (-16),1,35:02,7.0,18.0,0.389,2.0,4.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,16.0,10.7,-11.0,20.5,5.412,6.206,1.735,0.353,-4.5,-4.412,-0.206,-0.735,-0.353,SG
Dejounte Murray,ATL,40,35.0,2023-01-08,26-111,ATL,@,LAC,W (+4),1,37:23,8.0,18.0,0.444,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,2.0,0.0,16.0,10.3,0.0,20.371,5.4,6.143,1.714,0.343,-4.371,-0.4,-2.143,-0.714,-0.343,SG
Dejounte Murray,ATL,41,36.0,2023-01-11,26-114,ATL,,MIL,L (-9),1,37:53,4.0,16.0,0.25,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,5.0,2.0,0.0,3.0,0.0,9.0,3.1,-14.0,20.056,5.361,6.111,1.722,0.333,-11.056,-1.361,-1.111,0.278,-0.333,SG
Dejounte Murray,ATL,42,37.0,2023-01-13,26-116,ATL,@,IND,W (+2),1,36:02,7.0,18.0,0.389,2.0,4.0,0.5,2.0,2.0,1.0,1.0,7.0,8.0,6.0,1.0,0.0,1.0,1.0,18.0,14.8,7.0,20.0,5.432,6.108,1.703,0.324,-2.0,2.568,-0.108,-0.703,-0.324,SG
Dejounte Murray,ATL,43,38.0,2023-01-14,26-117,ATL,@,TOR,W (+11),1,38:35,10.0,17.0,0.588,2.0,5.0,0.4,5.0,6.0,0.833,0.0,8.0,8.0,6.0,2.0,0.0,4.0,2.0,27.0,22.5,13.0,20.184,5.5,6.105,1.711,0.316,6.816,2.5,-0.105,0.289,-0.316,SG
Dejounte Murray,ATL,44,39.0,2023-01-16,26-119,ATL,,MIA,W (+8),1,35:11,11.0,17.0,0.647,5.0,8.0,0.625,1.0,2.0,0.5,0.0,4.0,4.0,7.0,2.0,1.0,2.0,0.0,28.0,26.9,4.0,20.385,5.462,6.128,1.718,0.333,7.615,-1.462,0.872,0.282,0.667,SG
Dejounte Murray,ATL,45,40.0,2023-01-18,26-121,ATL,@,DAL,W (+8),1,37:37,12.0,18.0,0.667,4.0,6.0,0.667,2.0,2.0,1.0,1.0,6.0,7.0,4.0,1.0,0.0,1.0,4.0,30.0,25.9,7.0,20.625,5.5,6.075,1.7,0.325,9.375,1.5,-2.075,-0.7,-0.325,SG
Dejounte Murray,ATL,46,41.0,2023-01-20,26-123,ATL,,NYK,W (+15),1,36:28,14.0,25.0,0.56,1.0,4.0,0.25,0.0,0.0,,2.0,4.0,6.0,12.0,3.0,0.0,1.0,1.0,29.0,29.7,9.0,20.829,5.512,6.22,1.732,0.317,8.171,0.488,5.78,1.268,-0.317,SG
Dejounte Murray,ATL,47,42.0,2023-01-21,26-124,ATL,,CHO,L (-4),1,37:24,11.0,20.0,0.55,4.0,6.0,0.667,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,26.0,17.4,-10.0,20.952,5.452,6.143,1.714,0.31,5.048,-2.452,-3.143,-0.714,-0.31,SG
Dejounte Murray,ATL,48,43.0,2023-01-23,26-126,ATL,@,CHI,L (-11),1,36:29,9.0,19.0,0.474,2.0,7.0,0.286,0.0,0.0,,0.0,7.0,7.0,4.0,0.0,0.0,2.0,1.0,20.0,12.8,-21.0,20.93,5.488,6.093,1.674,0.302,-0.93,1.512,-2.093,-1.674,-0.302,SG
Dejounte Murray,ATL,49,44.0,2023-01-25,26-128,ATL,@,OKC,W (+5),1,38:25,9.0,19.0,0.474,1.0,8.0,0.125,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,4.0,3.0,21.0,9.5,-1.0,20.932,5.409,6.023,1.636,0.318,0.068,-3.409,-3.023,-1.636,0.682,SG
Dejounte Murray,ATL,50,45.0,2023-01-28,26-131,ATL,,LAC,L (-7),1,38:45,7.0,17.0,0.412,1.0,5.0,0.2,0.0,0.0,,1.0,5.0,6.0,8.0,2.0,1.0,1.0,1.0,15.0,15.0,-11.0,20.8,5.422,6.067,1.644,0.333,-5.8,0.578,1.933,0.356,0.667,SG
Dejounte Murray,ATL,51,46.0,2023-01-30,26-133,ATL,@,POR,L (-4),1,38:12,13.0,25.0,0.52,5.0,8.0,0.625,9.0,9.0,1.0,3.0,5.0,8.0,7.0,2.0,0.0,0.0,1.0,40.0,37.8,-4.0,21.217,5.478,6.087,1.652,0.326,18.783,2.522,0.913,0.348,-0.326,SG
Dejounte Murray,ATL,52,47.0,2023-02-01,26-135,ATL,@,PHO,W (+32),1,29:38,8.0,13.0,0.615,4.0,7.0,0.571,1.0,3.0,0.333,0.0,6.0,6.0,8.0,0.0,0.0,1.0,3.0,21.0,19.5,40.0,21.213,5.489,6.128,1.617,0.319,-0.213,0.511,1.872,-1.617,-0.319,SG
Dejounte Murray,ATL,53,48.0,2023-02-03,26-137,ATL,@,UTA,W (+7),1,36:58,5.0,16.0,0.313,1.0,6.0,0.167,2.0,2.0,1.0,1.0,4.0,5.0,8.0,3.0,0.0,2.0,1.0,13.0,11.9,3.0,21.042,5.479,6.167,1.646,0.312,-8.042,-0.479,1.833,1.354,-0.312,SG
Dejounte Murray,ATL,54,49.0,2023-02-04,26-138,ATL,@,DEN,L (-20),1,35:32,10.0,21.0,0.476,3.0,8.0,0.375,5.0,7.0,0.714,1.0,3.0,4.0,10.0,1.0,2.0,3.0,0.0,28.0,24.5,-15.0,21.184,5.449,6.245,1.633,0.347,6.816,-1.449,3.755,-0.633,1.653,SG
Dejounte Murray,ATL,55,50.0,2023-02-07,26-141,ATL,@,NOP,L (-9),1,39:56,8.0,17.0,0.471,3.0,8.0,0.375,0.0,0.0,,0.0,5.0,5.0,7.0,1.0,0.0,3.0,2.0,19.0,13.9,-9.0,21.14,5.44,6.26,1.62,0.34,-2.14,-0.44,0.74,-0.62,-0.34,SG
Dejounte Murray,ATL,56,51.0,2023-02-09,26-143,ATL,,PHO,W (+9),1,37:24,8.0,14.0,0.571,2.0,4.0,0.5,1.0,2.0,0.5,1.0,7.0,8.0,5.0,0.0,1.0,4.0,2.0,19.0,14.2,2.0,21.098,5.49,6.235,1.588,0.353,-2.098,2.51,-1.235,-1.588,0.647,SG
Dejounte Murray,ATL,57,52.0,2023-02-11,26-145,ATL,,SAS,W (+19),1,33:06,8.0,18.0,0.444,2.0,5.0,0.4,0.0,0.0,,1.0,6.0,7.0,3.0,1.0,0.0,1.0,1.0,18.0,12.8,12.0,21.038,5.519,6.173,1.577,0.346,-3.038,1.481,-3.173,-0.577,-0.346,SG
Dejounte Murray,ATL,58,53.0,2023-02-13,26-147,ATL,@,CHO,L (-6),1,39:43,8.0,14.0,0.571,1.0,3.0,0.333,3.0,3.0,1.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,20.0,18.3,-1.0,21.019,5.509,6.132,1.566,0.34,-1.019,-0.509,-2.132,-0.566,-0.34,SG
Dejounte Murray,ATL,59,54.0,2023-02-15,26-149,ATL,,NYK,L (-21),1,33:43,3.0,12.0,0.25,0.0,4.0,0.0,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,1.0,2.0,6.0,0.6,-20.0,20.741,5.5,6.074,1.537,0.333,-14.741,-0.5,-3.074,-1.537,-0.333,SG
Dejounte Murray,ATL,60,55.0,2023-02-24,26-158,ATL,,CLE,W (+17),1,34:35,11.0,19.0,0.579,2.0,6.0,0.333,1.0,1.0,1.0,1.0,8.0,9.0,8.0,1.0,0.0,3.0,1.0,25.0,22.4,18.0,20.818,5.564,6.109,1.527,0.327,4.182,3.436,1.891,-0.527,-0.327,SG
Dejounte Murray,ATL,61,56.0,2023-02-26,26-160,ATL,,BRK,W (+2),1,32:40,12.0,21.0,0.571,4.0,7.0,0.571,0.0,0.0,,1.0,2.0,3.0,4.0,1.0,0.0,2.0,0.0,28.0,21.2,-6.0,20.946,5.518,6.071,1.518,0.321,7.054,-2.518,-2.071,-0.518,-0.321,SG
Dejounte Murray,ATL,62,57.0,2023-02-28,26-162,ATL,,WAS,L (-3),1,35:02,7.0,18.0,0.389,1.0,6.0,0.167,0.0,0.0,,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,15.0,8.3,3.0,20.842,5.456,6.053,1.491,0.316,-5.842,-3.456,-1.053,-1.491,-0.316,SG
Dejounte Murray,ATL,63,58.0,2023-03-03,26-165,ATL,,POR,W (+18),1,33:36,17.0,22.0,0.773,5.0,5.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,6.0,1.0,0.0,4.0,1.0,41.0,34.7,11.0,21.19,5.448,6.052,1.483,0.31,19.81,-0.448,-0.052,-0.483,-0.31,SG
Dejounte Murray,ATL,64,59.0,2023-03-04,26-166,ATL,@,MIA,L (-8),1,36:02,3.0,14.0,0.214,0.0,5.0,0.0,4.0,5.0,0.8,1.0,4.0,5.0,3.0,2.0,0.0,2.0,1.0,10.0,4.6,-17.0,21.0,5.441,6.0,1.492,0.305,-11.0,-0.441,-3.0,0.508,-0.305,SG
Dejounte Murray,ATL,65,60.0,2023-03-06,26-168,ATL,@,MIA,L (-2),1,37:15,10.0,19.0,0.526,1.0,6.0,0.167,2.0,2.0,1.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,2.0,23.0,21.7,1.0,21.033,5.417,6.033,1.5,0.3,1.967,-1.417,1.967,0.5,-0.3,SG
Dejounte Murray,ATL,66,61.0,2023-03-08,26-170,ATL,@,WAS,W (+2),1,38:48,5.0,16.0,0.313,1.0,5.0,0.2,6.0,6.0,1.0,1.0,3.0,4.0,6.0,3.0,0.0,1.0,2.0,17.0,14.8,1.0,20.967,5.393,6.033,1.525,0.295,-3.967,-1.393,-0.033,1.475,-0.295,SG
Dejounte Murray,ATL,67,62.0,2023-03-10,26-172,ATL,@,WAS,W (+7),1,35:34,6.0,16.0,0.375,1.0,3.0,0.333,3.0,4.0,0.75,3.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,16.0,15.0,-1.0,20.887,5.419,6.048,1.516,0.29,-4.887,1.581,0.952,-0.516,-0.29,SG
Dejounte Murray,ATL,68,63.0,2023-03-11,26-173,ATL,,BOS,L (-9),1,39:06,7.0,18.0,0.389,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,4.0,4.0,3.0,0.0,4.0,0.0,14.0,7.2,-13.0,20.778,5.397,6.016,1.54,0.286,-6.778,-1.397,-2.016,1.46,-0.286,SG
Dejounte Murray,ATL,69,64.0,2023-03-13,26-175,ATL,,MIN,L (-21),1,32:41,5.0,15.0,0.333,1.0,2.0,0.5,0.0,2.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,5.0,3.0,11.0,0.4,-29.0,20.625,5.391,5.953,1.547,0.281,-9.625,-0.391,-3.953,0.453,-0.281,SG
Dejounte Murray,ATL,70,65.0,2023-03-17,26-179,ATL,,GSW,W (+8),1,36:30,4.0,14.0,0.286,0.0,4.0,0.0,2.0,4.0,0.5,1.0,6.0,7.0,9.0,1.0,0.0,1.0,2.0,10.0,9.0,-6.0,20.462,5.415,6.0,1.538,0.277,-10.462,1.585,3.0,-0.538,-0.277,SG
Dejounte Murray,ATL,71,66.0,2023-03-19,26-181,ATL,@,SAS,L (-8),1,39:12,10.0,25.0,0.4,0.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,8.0,1.0,0.0,0.0,4.0,22.0,15.7,-13.0,20.485,5.424,6.03,1.53,0.273,1.515,0.576,1.97,-0.53,-0.273,SG
Dejounte Murray,ATL,74,67.0,2023-03-25,26-187,ATL,,IND,W (+13),1,33:35,8.0,20.0,0.4,0.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,12.0,2.0,1.0,1.0,1.0,20.0,19.5,8.0,20.478,5.373,6.119,1.537,0.284,-0.478,-3.373,5.881,0.463,0.716,SG
Dejounte Murray,ATL,75,68.0,2023-03-26,26-188,ATL,,MEM,L (-4),1,37:52,3.0,11.0,0.273,1.0,5.0,0.2,6.0,8.0,0.75,0.0,2.0,2.0,9.0,0.0,0.0,2.0,0.0,13.0,10.6,2.0,20.368,5.324,6.162,1.515,0.279,-7.368,-3.324,2.838,-1.515,-0.279,SG
Dejounte Murray,ATL,76,69.0,2023-03-28,26-190,ATL,,CLE,W (+2),1,35:14,11.0,22.0,0.5,3.0,7.0,0.429,4.0,5.0,0.8,1.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,29.0,24.7,-5.0,20.493,5.304,6.145,1.522,0.275,8.507,-1.304,-1.145,0.478,-0.275,SG
Dejounte Murray,ATL,77,70.0,2023-03-31,26-193,ATL,@,BRK,L (-17),1,36:27,9.0,15.0,0.6,1.0,3.0,0.333,2.0,3.0,0.667,2.0,3.0,5.0,5.0,2.0,0.0,1.0,2.0,21.0,19.7,-18.0,20.5,5.3,6.129,1.529,0.271,0.5,-0.3,-1.129,0.471,-0.271,SG
Dejounte Murray,ATL,78,71.0,2023-04-02,26-195,ATL,,DAL,W (+2),1,41:29,11.0,21.0,0.524,1.0,4.0,0.25,2.0,2.0,1.0,1.0,6.0,7.0,4.0,1.0,0.0,4.0,4.0,25.0,15.4,2.0,20.563,5.324,6.099,1.521,0.268,4.437,1.676,-2.099,-0.521,-0.268,SG
Dejounte Murray,ATL,79,72.0,2023-04-04,26-197,ATL,@,CHI,W (+18),1,34:43,7.0,13.0,0.538,0.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,9.0,1.0,0.0,1.0,1.0,17.0,17.9,21.0,20.514,5.292,6.139,1.514,0.264,-3.514,-2.292,2.861,-0.514,-0.264,SG
Dejounte Murray,ATL,80,73.0,2023-04-05,26-198,ATL,,WAS,W (+18),1,30:15,8.0,13.0,0.615,1.0,3.0,0.333,2.0,2.0,1.0,0.0,7.0,7.0,2.0,2.0,0.0,4.0,0.0,19.0,14.6,19.0,20.493,5.315,6.082,1.521,0.26,-1.493,1.685,-4.082,0.479,-0.26,SG
Dejounte Murray,ATL,81,74.0,2023-04-07,26-200,ATL,,PHI,L (-5),1,40:21,9.0,16.0,0.563,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,19.0,12.7,-23.0,20.473,5.257,6.054,1.514,0.257,-1.473,-4.257,-2.054,-0.514,-0.257,SG
Trae Young,ATL,1,1.0,2022-10-19,24-030,ATL,,HOU,W (+10),1,37:54,7.0,22.0,0.318,1.0,9.0,0.111,8.0,8.0,1.0,0.0,3.0,3.0,13.0,1.0,1.0,3.0,1.0,23.0,18.7,16.0,23.0,3.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,PG
Trae Young,ATL,2,2.0,2022-10-21,24-032,ATL,,ORL,W (+10),1,37:22,7.0,24.0,0.292,4.0,11.0,0.364,7.0,7.0,1.0,2.0,2.0,4.0,13.0,0.0,0.0,6.0,3.0,25.0,14.9,5.0,24.0,3.5,13.0,0.5,0.5,1.0,0.5,0.0,-0.5,-0.5,PG
Trae Young,ATL,3,3.0,2022-10-23,24-034,ATL,,CHO,L (-17),1,33:17,9.0,25.0,0.36,2.0,8.0,0.25,8.0,9.0,0.889,2.0,3.0,5.0,9.0,0.0,0.0,1.0,4.0,28.0,19.7,-6.0,25.333,4.0,11.667,0.333,0.333,2.667,1.0,-2.667,-0.333,-0.333,PG
Trae Young,ATL,4,4.0,2022-10-26,24-037,ATL,@,DET,W (+5),1,37:44,9.0,21.0,0.429,1.0,7.0,0.143,16.0,17.0,0.941,0.0,3.0,3.0,6.0,1.0,0.0,1.0,2.0,35.0,27.8,10.0,27.75,3.75,10.25,0.5,0.25,7.25,-0.75,-4.25,0.5,-0.25,PG
